playerId,playerName,games_played,icetime,shifts,gameScore,onIce_xGoalsPercentage,offIce_xGoalsPercentage,onIce_corsiPercentage,offIce_corsiPercentage,onIce_fenwickPercentage,offIce_fenwickPercentage,iceTimeRank,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_xFreeze,I_F_xPlayStopped,I_F_xPlayContinuedInZone,I_F_xPlayContinuedOutsideZone,I_F_flurryAdjustedxGoals,I_F_scoreVenueAdjustedxGoals,I_F_flurryScoreVenueAdjustedxGoals,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotsOnGoal,I_F_missedShots,I_F_blockedShotAttempts,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,I_F_reboundGoals,I_F_freeze,I_F_playStopped,I_F_playContinuedInZone,I_F_playContinuedOutsideZone,I_F_savedShotsOnGoal,I_F_savedUnblockedShotAttempts,penalties,I_F_penalityMinutes,I_F_faceOffsWon,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_scoreAdjustedShotsAttempts,I_F_unblockedShotAttempts,I_F_scoreAdjustedUnblockedShotAttempts,I_F_dZoneGiveaways,I_F_xGoalsFromxReboundsOfShots,I_F_xGoalsFromActualReboundsOfShots,I_F_reboundxGoals,I_F_xGoals_with_earned_rebounds,I_F_xGoals_with_earned_rebounds_scoreAdjusted,I_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,I_F_shifts,I_F_oZoneShiftStarts,I_F_dZoneShiftStarts,I_F_neutralZoneShiftStarts,I_F_flyShiftStarts,I_F_oZoneShiftEnds,I_F_dZoneShiftEnds,I_F_neutralZoneShiftEnds,I_F_flyShiftEnds,faceoffsWon,faceoffsLost,timeOnBench,penalityMinutes,penalityMinutesDrawn,penaltiesDrawn,shotsBlockedByPlayer,OnIce_F_xOnGoal,OnIce_F_xGoals,OnIce_F_flurryAdjustedxGoals,OnIce_F_scoreVenueAdjustedxGoals,OnIce_F_flurryScoreVenueAdjustedxGoals,OnIce_F_shotsOnGoal,OnIce_F_missedShots,OnIce_F_blockedShotAttempts,OnIce_F_shotAttempts,OnIce_F_goals,OnIce_F_rebounds,OnIce_F_reboundGoals,OnIce_F_lowDangerShots,OnIce_F_mediumDangerShots,OnIce_F_highDangerShots,OnIce_F_lowDangerxGoals,OnIce_F_mediumDangerxGoals,OnIce_F_highDangerxGoals,OnIce_F_lowDangerGoals,OnIce_F_mediumDangerGoals,OnIce_F_highDangerGoals,OnIce_F_scoreAdjustedShotsAttempts,OnIce_F_unblockedShotAttempts,OnIce_F_scoreAdjustedUnblockedShotAttempts,OnIce_F_xGoalsFromxReboundsOfShots,OnIce_F_xGoalsFromActualReboundsOfShots,OnIce_F_reboundxGoals,OnIce_F_xGoals_with_earned_rebounds,OnIce_F_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OnIce_A_xOnGoal,OnIce_A_xGoals,OnIce_A_flurryAdjustedxGoals,OnIce_A_scoreVenueAdjustedxGoals,OnIce_A_flurryScoreVenueAdjustedxGoals,OnIce_A_shotsOnGoal,OnIce_A_missedShots,OnIce_A_blockedShotAttempts,OnIce_A_shotAttempts,OnIce_A_goals,OnIce_A_rebounds,OnIce_A_reboundGoals,OnIce_A_lowDangerShots,OnIce_A_mediumDangerShots,OnIce_A_highDangerShots,OnIce_A_lowDangerxGoals,OnIce_A_mediumDangerxGoals,OnIce_A_highDangerxGoals,OnIce_A_lowDangerGoals,OnIce_A_mediumDangerGoals,OnIce_A_highDangerGoals,OnIce_A_scoreAdjustedShotsAttempts,OnIce_A_unblockedShotAttempts,OnIce_A_scoreAdjustedUnblockedShotAttempts,OnIce_A_xGoalsFromxReboundsOfShots,OnIce_A_xGoalsFromActualReboundsOfShots,OnIce_A_reboundxGoals,OnIce_A_xGoals_with_earned_rebounds,OnIce_A_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_A_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OffIce_F_xGoals,OffIce_A_xGoals,OffIce_F_shotAttempts,OffIce_A_shotAttempts,xGoalsForAfterShifts,xGoalsAgainstAfterShifts,corsiForAfterShifts,corsiAgainstAfterShifts,fenwickForAfterShifts,fenwickAgainstAfterShifts,on_off_corsi_diff,OnIce_F_goals_per60,I_F_dZoneGiveaways_per60,I_F_giveaways_per60,average_TOI,I_F_hits_per60,I_F_takeaways_per60,I_F_points_per60,shotsBlockedByPlayer_per60,I_F_oZoneShiftStarts_per60,I_F_dZoneShiftStarts_per60,I_F_neutralZoneShiftStarts_per60,I_F_flyShiftStarts_per60,average_corsi_influence,total_out_influence
8470655,David Backes,518,412971.0,930.0,41.78,0.57,0.54,0.5327069939535707,0.5281644780784169,0.57,0.53,311.0,127.77,9.75,7.42,30.07,4.23,66.89,56.63,9.45,9.81,9.51,6.0,3.0,132.0,43.0,21.0,196.0,181.0,8.0,6.0,2.0,36.0,6.0,49.0,70.0,124.0,167.0,13.0,43.0,93.0,1319.0,199.0,146.0,138.0,33.0,4.0,4.2,4.36,1.19,3.0,4.0,1.0,200.13,175.0,177.65,61.0,1.53,1.24,1.08,10.21,10.29,10.08,930.0,1165.0,1452.0,1851.0,4978.0,179.0,112.0,138.0,501.0,93.0,86.0,1106421.0,43.0,18.0,6.0,293.0,405.93,30.03,29.21,30.25,29.42,408.0,165.0,182.0,755.0,266.0,18.0,5.0,463.0,94.0,16.0,13.91,11.19,4.93,12.0,8.0,3.0,765.55,573.0,578.14,5.19,4.06,4.13,31.1,31.29,30.73,311.53,22.48,22.14,22.49,22.14,306.0,135.0,170.0,611.0,28.0,8.0,2.0,350.0,80.0,11.0,9.74,9.67,3.07,10.0,14.0,4.0,605.32,441.0,439.74,4.02,1.67,1.67,24.83,24.79,24.6,88.99,75.08,1996.0,1726.0,0.86,1.51,28.0,39.0,22.0,34.0,0.0045425158751537,2.3188068895878886,0.5317564671611323,1.272728593533202,797.2413127413128,11.498143937467765,1.734746507624022,1.5778347632158192,2.554174506200193,10.155676790864248,12.65754738226171,16.135757716643543,43.39481464800191,0.045997732168810236,0.965952375545015
8478417,Jakob Forsbacka Karlsson,29,18746.0,13.0,0.15,0.92,0.38,0.4924245172303425,0.5281741235191534,0.63,0.45,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,72.0,26.0,70.0,234.0,3.0,4.0,1.0,5.0,1.0,1.0,66516.0,0.0,0.0,0.0,10.0,4.06,0.43,0.43,0.39,0.39,3.0,2.0,2.0,7.0,9.0,0.0,0.0,2.0,3.0,0.0,0.01,0.41,0.0,0.0,0.0,0.0,6.31,5.0,4.52,0.06,0.0,0.0,0.49,0.45,0.45,2.16,0.04,0.04,0.04,0.04,2.0,1.0,2.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,5.57,3.0,3.35,0.02,0.0,0.0,0.05,0.06,0.06,0.96,1.59,35.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0357496062888108,1.7283687186599808,0.1920409687399978,0.7681638749599915,646.4137931034483,2.4965325936199725,1.7283687186599808,1.3442867811799852,1.9204096873999783,13.826949749279846,4.993065187239945,13.44286781179985,44.9375866851595,0.04396730843147505,0.0879346168629501
8475209,Richard Panik,521,364164.0,62.0,1.0,0.49,0.41,0.5072384969409386,0.4931875889166234,0.49,0.42,32.0,4.5,0.58,0.34,0.92,0.18,2.89,2.1,0.57,0.53,0.52,0.0,0.0,4.0,3.0,2.0,9.0,157.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,4.0,7.0,0.0,0.0,1.0,803.0,175.0,155.0,4.0,3.0,0.0,0.19,0.39,0.0,0.0,0.0,0.0,8.09,7.0,6.31,72.0,0.07,0.0,0.0,0.65,0.59,0.58,62.0,1135.0,931.0,1527.0,4540.0,7.0,10.0,12.0,33.0,1.0,0.0,1162606.0,0.0,0.0,0.0,242.0,20.15,1.67,1.66,1.53,1.51,25.0,4.0,13.0,42.0,247.0,0.0,0.0,22.0,6.0,1.0,0.76,0.67,0.24,0.0,0.0,0.0,38.17,29.0,26.44,0.28,0.0,0.0,1.95,1.78,1.76,21.22,1.74,1.71,1.89,1.86,24.0,6.0,11.0,41.0,1.0,0.0,0.0,21.0,7.0,2.0,0.57,0.75,0.42,0.0,1.0,0.0,44.7,30.0,32.83,0.28,0.0,0.0,2.02,2.2,2.16,4.55,6.47,101.0,128.0,0.04,0.0,1.0,0.0,1.0,0.0,0.0140509080243151,2.441757010577652,0.7117672257554288,1.532276666556826,698.9712092130518,7.938181698355686,1.729989784822223,1.5520479783833656,2.3923287310113026,11.220219461561276,9.203545655254226,15.095396579563054,44.8808778462451,0.04513420891913266,0.6770131337869899
8476617,Tomas Hyka,27,15587.0,129.0,4.08,0.47,0.46,0.5693828190158465,0.5185450769002522,0.46,0.48,100.0,10.0,0.9,0.7,2.22,0.31,4.92,4.94,0.85,0.92,0.87,1.0,0.0,12.0,2.0,3.0,17.0,4.0,1.0,0.0,0.0,2.0,0.0,6.0,5.0,11.0,13.0,0.0,0.0,0.0,12.0,13.0,6.0,9.0,4.0,1.0,0.21,0.49,0.2,0.0,1.0,0.0,17.22,14.0,14.49,4.0,0.15,0.0,0.14,0.91,0.93,0.87,129.0,32.0,37.0,39.0,222.0,15.0,18.0,13.0,83.0,0.0,0.0,60663.0,0.0,6.0,3.0,7.0,45.86,3.6,3.49,3.66,3.55,50.0,14.0,26.0,90.0,11.0,3.0,1.0,47.0,15.0,2.0,1.14,1.69,0.77,1.0,2.0,1.0,90.38,64.0,64.56,0.62,0.73,0.73,3.49,3.49,3.38,54.56,4.04,3.99,4.04,3.98,55.0,21.0,16.0,92.0,2.0,3.0,0.0,61.0,11.0,4.0,1.67,1.44,0.93,0.0,1.0,1.0,91.61,76.0,75.93,0.73,0.38,0.28,4.49,4.46,4.42,15.16,17.83,365.0,362.0,0.2,0.28,4.0,6.0,1.0,4.0,0.0508377421155943,2.5405786873676783,0.9238467954064286,1.385770193109643,577.2962962962963,2.7715403862192853,3.0025020850708923,0.9238467954064286,1.61673189196125,7.390774363251428,8.545582857509464,9.007506255212675,51.27349714505678,,
8475907,Micheal Ferland,335,229568.0,1284.0,47.32,0.52,0.54,0.5033785632143852,0.5118861194345472,0.51,0.54,467.0,121.33,14.21,9.22,26.38,4.13,64.94,48.13,13.67,14.23,13.7,16.0,4.0,106.0,61.0,36.0,203.0,104.0,14.0,10.0,2.0,20.0,4.0,60.0,59.0,92.0,153.0,8.0,22.0,22.0,790.0,155.0,138.0,103.0,51.0,13.0,3.96,6.41,3.83,2.0,5.0,7.0,203.26,167.0,168.13,53.0,1.93,2.02,2.48,13.66,13.72,13.53,1284.0,762.0,576.0,1027.0,3260.0,183.0,166.0,199.0,736.0,22.0,35.0,751893.0,22.0,32.0,13.0,106.0,548.78,47.61,46.34,47.79,46.51,538.0,235.0,265.0,1038.0,162.0,32.0,8.0,563.0,179.0,31.0,16.23,21.96,9.42,14.0,24.0,12.0,1036.95,773.0,773.85,7.48,8.04,8.04,47.05,47.21,46.56,540.63,44.41,42.83,44.88,43.3,532.0,215.0,213.0,960.0,41.0,45.0,7.0,574.0,130.0,43.0,16.84,15.92,11.66,20.0,11.0,10.0,972.5,747.0,756.48,7.15,10.06,10.06,41.5,41.85,41.32,121.47,102.5,2908.0,2488.0,2.37,1.79,56.0,49.0,42.0,39.0,-0.0085075562201619,2.540423752439364,0.8311262893783106,2.164064678003903,685.2776119402985,12.388486200167272,2.4306523557290216,1.630889322553666,1.6622525787566211,11.9494006133259,9.032617786451071,16.10503206021745,51.12210761081683,0.023571777024563124,0.188574216196505
8477919,Frederick Gaudreau,179,111799.0,1043.0,42.55,0.53,0.54,0.5083956028229233,0.5213588037401672,0.49,0.52,486.0,93.07,8.84,6.51,20.65,2.97,50.04,36.99,8.5,9.02,8.68,11.0,11.0,97.0,29.0,28.0,154.0,51.0,12.0,10.0,0.0,24.0,3.0,36.0,41.0,85.0,114.0,4.0,8.0,338.0,84.0,54.0,37.0,82.0,38.0,6.0,2.7,4.67,1.48,5.0,6.0,1.0,158.11,126.0,128.68,10.0,1.35,1.9,1.72,8.47,8.66,8.44,1043.0,285.0,298.0,379.0,1460.0,143.0,129.0,147.0,624.0,338.0,357.0,404260.0,8.0,14.0,8.0,73.0,447.27,36.76,35.44,37.2,35.86,458.0,165.0,200.0,823.0,85.0,35.0,5.0,469.0,127.0,27.0,14.19,15.59,6.98,22.0,20.0,7.0,836.42,623.0,629.33,6.29,6.89,7.32,35.72,36.06,35.32,462.13,32.91,31.9,32.79,31.78,481.0,168.0,206.0,855.0,36.0,29.0,3.0,515.0,112.0,22.0,13.4,13.15,6.36,13.0,18.0,5.0,847.66,649.0,647.03,6.1,5.6,5.78,33.23,32.98,32.53,110.96,94.04,2540.0,2327.0,1.85,0.56,45.0,14.0,35.0,13.0,-0.0129632009172439,2.7370548931564684,0.322006458018408,1.1914238946681095,624.5754189944134,2.7048542473546275,1.7388348732994034,1.642232935893881,2.3506471435343785,9.177184053524629,9.595792448948558,12.204044758897664,47.01294287068757,-0.01481459748190445,-0.0296291949638089
8478104,Sammy Blais,133,88226.0,205.0,3.14,0.44,0.42,0.4758167660326888,0.4985148811306066,0.45,0.42,91.0,16.06,1.86,1.33,3.15,0.49,8.96,6.21,1.76,1.91,1.81,3.0,1.0,14.0,8.0,6.0,28.0,37.0,0.0,0.0,0.0,2.0,2.0,6.0,12.0,14.0,22.0,7.0,17.0,1.0,399.0,35.0,47.0,14.0,6.0,2.0,0.59,0.72,0.56,0.0,0.0,0.0,28.98,22.0,22.88,22.0,0.27,0.0,0.31,1.83,1.88,1.83,205.0,169.0,123.0,301.0,1276.0,31.0,36.0,35.0,103.0,1.0,4.0,300582.0,17.0,15.0,6.0,46.0,78.92,6.61,6.44,6.78,6.61,81.0,25.0,35.0,141.0,58.0,2.0,1.0,77.0,24.0,5.0,2.19,2.86,1.56,4.0,3.0,1.0,146.0,106.0,109.17,1.09,0.81,0.81,6.89,7.1,6.99,93.14,8.54,8.28,8.3,8.05,97.0,30.0,43.0,170.0,5.0,9.0,0.0,90.0,31.0,6.0,2.9,3.78,1.86,1.0,3.0,1.0,167.26,127.0,124.95,1.32,1.78,1.78,8.08,7.85,7.72,16.65,22.91,387.0,533.0,0.11,0.26,3.0,4.0,3.0,3.0,-0.0226981150979177,2.3666492870582365,0.897694557160021,1.917802008478226,663.3533834586466,16.28091492303856,1.4281504318454878,1.509759027950944,1.8769977104254985,6.895926370911069,5.018928660485571,12.282093713871197,52.066284315281216,-0.032332007315467926,-0.1293280292618717
8473548,Phil Kessel,748,640635.0,1488.0,32.33,0.43,0.42,0.4747164610113403,0.4832703657242111,0.44,0.43,416.0,127.78,10.86,8.42,31.2,4.05,66.7,48.8,10.53,10.71,10.39,15.0,13.0,129.0,41.0,57.0,227.0,349.0,5.0,12.0,1.0,28.0,3.0,49.0,73.0,124.0,165.0,14.0,28.0,3.0,108.0,244.0,422.0,130.0,29.0,11.0,4.37,3.59,2.89,2.0,2.0,1.0,218.78,170.0,165.6,130.0,1.74,2.32,2.56,10.04,9.83,9.66,1488.0,2206.0,1307.0,2405.0,8190.0,167.0,269.0,212.0,840.0,3.0,5.0,1554450.0,28.0,10.0,5.0,157.0,487.91,39.9,38.81,39.53,38.46,486.0,187.0,217.0,890.0,468.0,43.0,7.0,522.0,115.0,36.0,15.73,14.14,10.02,17.0,23.0,10.0,861.79,673.0,657.69,6.67,8.71,8.59,37.98,37.57,37.0,621.22,53.45,51.55,55.14,53.19,641.0,220.0,254.0,1115.0,69.0,60.0,12.0,641.0,173.0,47.0,19.02,21.59,12.84,24.0,32.0,13.0,1160.36,861.0,888.8,8.62,12.55,12.55,49.51,51.06,50.25,98.44,135.0,2290.0,2931.0,1.52,1.36,29.0,38.0,22.0,30.0,-0.0085539047128708,2.62989065536538,0.7305251820459389,2.371397129410663,856.4639037433155,0.6068978435458567,1.3711395724554545,1.961179142569482,0.8822496429324032,12.396450396871854,7.344587791800323,13.514715867849867,46.023086468894135,-0.013663436151550508,-0.3005955953341112
8470543,Chris Kunitz,489,375670.0,1252.0,26.78,0.5,0.53,0.531959059813134,0.4997234778617552,0.5,0.52,668.0,71.67,7.22,5.19,16.3,2.35,40.02,28.92,7.08,7.29,7.15,8.0,6.0,77.0,23.0,27.0,127.0,188.0,12.0,5.0,1.0,18.0,1.0,35.0,29.0,65.0,88.0,14.0,31.0,6.0,1055.0,160.0,164.0,64.0,33.0,3.0,2.24,4.24,0.74,2.0,10.0,0.0,128.13,100.0,100.77,77.0,1.09,1.16,1.14,7.17,7.2,7.1,1252.0,1202.0,894.0,1734.0,4583.0,220.0,201.0,179.0,652.0,6.0,11.0,1050151.0,31.0,11.0,4.0,161.0,421.44,32.49,31.76,33.02,32.27,441.0,157.0,204.0,802.0,301.0,22.0,5.0,454.0,127.0,17.0,13.22,14.72,4.56,17.0,14.0,4.0,817.29,598.0,609.23,5.68,4.55,4.5,33.67,34.08,33.54,422.67,32.78,31.93,32.64,31.79,439.0,158.0,200.0,797.0,30.0,26.0,5.0,467.0,105.0,25.0,13.8,12.4,6.57,11.0,14.0,5.0,788.58,597.0,591.54,5.79,5.48,5.48,33.09,32.82,32.43,139.52,123.04,3077.0,2835.0,2.11,2.74,34.0,40.0,28.0,32.0,0.0322355819513787,2.8844464556658767,0.7378816514494103,1.5715920888013415,768.241308793456,10.109936912715948,1.5332605744403334,1.801581174967392,1.5428434530305852,11.518620065483004,8.567093459685362,16.616711475497112,43.9183325791253,0.07864577675495063,1.1010408745693088
8477955,Jared McCann,426,304112.0,1293.0,54.79,0.5,0.45,0.5013291813542379,0.4951430516786394,0.52,0.49,499.0,122.69,11.48,8.47,27.51,4.16,67.85,48.54,11.2,11.48,11.2,7.0,5.0,118.0,50.0,43.0,211.0,141.0,17.0,6.0,1.0,22.0,6.0,46.0,71.0,101.0,151.0,8.0,21.0,189.0,359.0,179.0,150.0,116.0,45.0,7.0,4.1,5.45,1.93,7.0,9.0,1.0,209.44,168.0,166.92,67.0,1.76,1.07,1.15,12.08,12.06,11.91,1293.0,973.0,683.0,1205.0,4404.0,172.0,178.0,182.0,761.0,189.0,222.0,957591.0,21.0,39.0,18.0,165.0,473.99,38.24,37.32,37.76,36.87,459.0,206.0,219.0,884.0,214.0,28.0,4.0,510.0,122.0,33.0,14.92,14.36,8.95,17.0,15.0,5.0,871.98,665.0,657.38,6.67,5.76,5.88,39.02,38.63,38.11,442.13,38.1,37.04,39.08,37.99,445.0,167.0,189.0,801.0,49.0,31.0,4.0,459.0,121.0,32.0,13.71,15.07,9.32,13.0,23.0,13.0,825.19,612.0,629.52,6.16,6.62,6.62,37.64,38.57,38.07,93.37,112.66,2291.0,2367.0,0.82,1.26,29.0,43.0,24.0,38.0,0.0061861296755984,2.533277213658126,0.7931288472667964,1.7756615983584998,713.8779342723004,4.249750092071342,2.1189561740411427,1.6691219024569897,1.9532277581943496,11.518124901352133,8.085179144525702,14.26448150681328,52.13342452780555,-0.00279178913333619,-0.02512610220002571
8476410,Josh Leivo,214,136851.0,96.0,3.55,0.65,0.53,0.5288224419258902,0.4912213589935718,0.57,0.51,72.0,10.62,1.31,0.77,2.38,0.31,5.43,3.8,1.22,1.35,1.25,1.0,1.0,10.0,4.0,0.0,14.0,60.0,1.0,1.0,0.0,4.0,0.0,5.0,3.0,9.0,13.0,1.0,2.0,0.0,118.0,90.0,55.0,10.0,1.0,3.0,0.33,0.09,0.89,0.0,1.0,0.0,14.91,14.0,14.65,25.0,0.16,0.3,0.89,0.59,0.61,0.6,96.0,457.0,329.0,573.0,1917.0,14.0,13.0,13.0,56.0,0.0,0.0,481783.0,2.0,0.0,0.0,44.0,40.02,4.09,3.91,4.24,4.06,39.0,16.0,12.0,67.0,97.0,6.0,1.0,39.0,11.0,5.0,1.06,1.32,1.71,2.0,2.0,1.0,70.61,55.0,57.13,0.55,1.74,1.74,2.89,2.99,2.93,29.94,2.25,2.19,2.25,2.19,29.0,12.0,11.0,52.0,4.0,2.0,0.0,34.0,5.0,2.0,1.0,0.64,0.61,1.0,2.0,1.0,50.4,41.0,40.19,0.4,0.28,0.28,2.36,2.37,2.32,14.98,13.02,288.0,255.0,0.03,0.23,3.0,4.0,2.0,4.0,0.0376010829323184,2.5516802946270034,0.6576495604708771,1.4468290330359297,639.4906542056075,3.10410592542254,2.3675384176951573,1.578358945130105,1.1574632264287434,12.021833965407634,8.654668215796743,15.073327925992505,50.42856829690685,0.03976014640286037,0.23856087841716223
8477426,Nicholas Paul,248,186648.0,1364.0,34.07,0.49,0.48,0.4890098474133127,0.480779306731379,0.5,0.48,381.0,144.13,13.02,9.86,31.56,4.65,79.5,60.42,12.69,12.91,12.58,4.0,10.0,136.0,63.0,56.0,255.0,65.0,13.0,9.0,0.0,26.0,11.0,59.0,81.0,123.0,186.0,10.0,29.0,324.0,386.0,114.0,69.0,148.0,41.0,10.0,5.54,5.1,2.38,6.0,5.0,2.0,256.88,199.0,199.23,38.0,2.04,1.95,1.87,13.18,13.09,12.93,1364.0,436.0,576.0,688.0,2417.0,217.0,153.0,182.0,812.0,324.0,293.0,543945.0,29.0,31.0,11.0,123.0,535.61,45.33,44.1,45.4,44.17,517.0,222.0,233.0,972.0,99.0,41.0,4.0,556.0,144.0,39.0,17.38,17.46,10.49,14.0,14.0,9.0,976.23,739.0,738.94,7.52,7.8,8.11,44.74,44.71,44.07,536.63,47.89,46.57,48.42,47.09,532.0,211.0,264.0,1007.0,48.0,30.0,10.0,532.0,172.0,39.0,16.44,20.26,11.19,15.0,19.0,14.0,1012.6,743.0,749.31,7.6,7.92,8.16,47.32,47.85,47.04,120.95,130.97,2538.0,2734.0,2.16,2.13,40.0,42.0,36.0,37.0,0.0082305406819336,1.9094766619519097,0.7329304359007329,1.330847370451331,752.6129032258065,7.445030217307446,2.1987913077021983,1.2536967982512537,2.3723800951523724,8.40941236980841,11.109682396811108,13.26989841841327,46.61823325189662,0.020171930579084497,0.12103158347450699
8471233,Travis Zajac,614,510328.0,1059.0,20.22,0.5,0.52,0.500010992930037,0.4865294741459849,0.48,0.51,308.0,72.3,8.79,5.24,15.86,2.7,37.52,27.89,8.56,8.79,8.56,5.0,3.0,75.0,23.0,23.0,121.0,189.0,9.0,8.0,3.0,9.0,3.0,27.0,42.0,66.0,89.0,10.0,23.0,383.0,491.0,278.0,139.0,52.0,40.0,6.0,1.99,4.75,2.05,3.0,4.0,2.0,120.48,98.0,97.75,64.0,1.1,2.32,2.16,7.73,7.73,7.68,1059.0,1308.0,1583.0,2086.0,5832.0,137.0,131.0,155.0,636.0,383.0,366.0,1283379.0,23.0,13.0,5.0,189.0,382.97,30.09,29.3,30.13,29.33,399.0,140.0,157.0,696.0,296.0,26.0,7.0,411.0,110.0,18.0,11.14,12.99,5.97,11.0,7.0,8.0,691.87,539.0,537.37,4.94,5.46,5.49,29.55,29.57,29.19,418.05,30.45,29.65,30.53,29.71,412.0,173.0,195.0,780.0,36.0,18.0,1.0,465.0,98.0,22.0,12.84,11.9,5.72,18.0,17.0,1.0,784.29,585.0,588.74,5.43,3.75,3.75,32.13,32.19,31.68,96.46,87.42,2125.0,2091.0,1.89,1.01,49.0,35.0,41.0,30.0,0.0134815187840521,2.088068849837751,0.4514743459108651,0.9805458450251602,831.1530944625407,3.4636547475349184,1.9610916900503204,1.3332601777680235,1.3332601777680235,9.227006944553308,11.166935774639054,14.71524196203226,41.14059977112759,0.011765062997168044,0.2470663229405289
8474573,Josh Bailey,702,581000.0,1266.0,24.73,0.44,0.48,0.4838618760757316,0.4860042834962577,0.44,0.47,353.0,66.62,7.52,4.78,14.78,2.23,35.8,26.88,7.34,7.63,7.44,11.0,7.0,70.0,22.0,29.0,121.0,287.0,12.0,5.0,3.0,16.0,2.0,23.0,34.0,58.0,80.0,3.0,6.0,31.0,283.0,336.0,386.0,60.0,25.0,7.0,2.36,3.14,2.02,4.0,4.0,4.0,123.28,92.0,93.5,141.0,0.99,0.91,1.22,7.3,7.41,7.31,1266.0,1732.0,1225.0,2103.0,7077.0,147.0,152.0,184.0,783.0,31.0,47.0,1522588.0,6.0,4.0,2.0,276.0,414.21,35.16,34.25,35.72,34.77,420.0,159.0,199.0,778.0,417.0,29.0,5.0,434.0,115.0,30.0,12.98,13.99,8.19,16.0,16.0,10.0,786.27,579.0,585.04,5.82,5.5,5.39,35.59,36.13,35.62,530.94,44.6,43.04,44.38,42.83,535.0,214.0,280.0,1029.0,41.0,43.0,6.0,578.0,130.0,41.0,17.82,15.84,10.94,20.0,14.0,7.0,1020.96,749.0,745.04,7.36,7.9,7.9,44.06,43.79,43.09,101.6,108.56,2300.0,2602.0,2.77,0.5,51.0,24.0,43.0,16.0,-0.002142407420526,2.5838209982788296,0.8736660929432014,2.391738382099828,827.6353276353276,1.7535283993115318,2.0819277108433734,1.778313253012048,1.7101549053356282,10.73184165232358,7.590361445783132,13.03063683304647,43.85060240963856,0.0026294088809782267,0.0394411332146734
8474250,Zack Smith,510,387060.0,1211.0,11.29,0.44,0.46,0.4878261768201313,0.4874021323011135,0.47,0.47,367.0,110.04,10.08,7.37,25.3,3.64,58.63,48.97,9.88,10.07,9.87,3.0,6.0,103.0,51.0,39.0,193.0,122.0,5.0,5.0,1.0,18.0,2.0,60.0,64.0,98.0,149.0,20.0,46.0,236.0,933.0,183.0,184.0,114.0,28.0,12.0,3.41,3.24,3.42,0.0,2.0,3.0,191.26,154.0,152.52,107.0,1.53,0.89,2.23,9.38,9.32,9.17,1211.0,1086.0,1170.0,1739.0,4670.0,205.0,200.0,177.0,629.0,236.0,241.0,1105191.0,46.0,52.0,22.0,158.0,459.33,33.19,32.39,33.07,32.27,461.0,187.0,198.0,846.0,185.0,29.0,3.0,525.0,96.0,27.0,14.31,11.48,7.41,6.0,14.0,4.0,833.41,648.0,641.43,6.02,5.78,5.78,33.43,33.28,32.76,528.22,42.11,40.41,42.73,41.02,555.0,188.0,256.0,999.0,52.0,42.0,8.0,575.0,129.0,39.0,15.98,15.72,10.41,21.0,24.0,7.0,1019.04,743.0,754.87,7.12,8.57,8.64,40.6,41.24,40.41,88.66,102.6,2205.0,2499.0,1.59,1.02,32.0,27.0,24.0,16.0,0.0004240445190177,1.720663463028988,0.9951945434816308,1.711362579445047,758.9411764705883,8.677724383816463,1.7020616958611068,1.1347077972407378,1.469539606262595,10.100759572159356,10.882033793210356,16.174236552472482,43.43512633700201,0.02415671107684871,0.2174103996916384
