playerId,playerName,games_played,icetime,shifts,gameScore,onIce_xGoalsPercentage,offIce_xGoalsPercentage,onIce_corsiPercentage,offIce_corsiPercentage,onIce_fenwickPercentage,offIce_fenwickPercentage,iceTimeRank,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_xFreeze,I_F_xPlayStopped,I_F_xPlayContinuedInZone,I_F_xPlayContinuedOutsideZone,I_F_flurryAdjustedxGoals,I_F_scoreVenueAdjustedxGoals,I_F_flurryScoreVenueAdjustedxGoals,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotsOnGoal,I_F_missedShots,I_F_blockedShotAttempts,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,I_F_reboundGoals,I_F_freeze,I_F_playStopped,I_F_playContinuedInZone,I_F_playContinuedOutsideZone,I_F_savedShotsOnGoal,I_F_savedUnblockedShotAttempts,penalties,I_F_penalityMinutes,I_F_faceOffsWon,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_scoreAdjustedShotsAttempts,I_F_unblockedShotAttempts,I_F_scoreAdjustedUnblockedShotAttempts,I_F_dZoneGiveaways,I_F_xGoalsFromxReboundsOfShots,I_F_xGoalsFromActualReboundsOfShots,I_F_reboundxGoals,I_F_xGoals_with_earned_rebounds,I_F_xGoals_with_earned_rebounds_scoreAdjusted,I_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,I_F_shifts,I_F_oZoneShiftStarts,I_F_dZoneShiftStarts,I_F_neutralZoneShiftStarts,I_F_flyShiftStarts,I_F_oZoneShiftEnds,I_F_dZoneShiftEnds,I_F_neutralZoneShiftEnds,I_F_flyShiftEnds,faceoffsWon,faceoffsLost,timeOnBench,penalityMinutes,penalityMinutesDrawn,penaltiesDrawn,shotsBlockedByPlayer,OnIce_F_xOnGoal,OnIce_F_xGoals,OnIce_F_flurryAdjustedxGoals,OnIce_F_scoreVenueAdjustedxGoals,OnIce_F_flurryScoreVenueAdjustedxGoals,OnIce_F_shotsOnGoal,OnIce_F_missedShots,OnIce_F_blockedShotAttempts,OnIce_F_shotAttempts,OnIce_F_goals,OnIce_F_rebounds,OnIce_F_reboundGoals,OnIce_F_lowDangerShots,OnIce_F_mediumDangerShots,OnIce_F_highDangerShots,OnIce_F_lowDangerxGoals,OnIce_F_mediumDangerxGoals,OnIce_F_highDangerxGoals,OnIce_F_lowDangerGoals,OnIce_F_mediumDangerGoals,OnIce_F_highDangerGoals,OnIce_F_scoreAdjustedShotsAttempts,OnIce_F_unblockedShotAttempts,OnIce_F_scoreAdjustedUnblockedShotAttempts,OnIce_F_xGoalsFromxReboundsOfShots,OnIce_F_xGoalsFromActualReboundsOfShots,OnIce_F_reboundxGoals,OnIce_F_xGoals_with_earned_rebounds,OnIce_F_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OnIce_A_xOnGoal,OnIce_A_xGoals,OnIce_A_flurryAdjustedxGoals,OnIce_A_scoreVenueAdjustedxGoals,OnIce_A_flurryScoreVenueAdjustedxGoals,OnIce_A_shotsOnGoal,OnIce_A_missedShots,OnIce_A_blockedShotAttempts,OnIce_A_shotAttempts,OnIce_A_goals,OnIce_A_rebounds,OnIce_A_reboundGoals,OnIce_A_lowDangerShots,OnIce_A_mediumDangerShots,OnIce_A_highDangerShots,OnIce_A_lowDangerxGoals,OnIce_A_mediumDangerxGoals,OnIce_A_highDangerxGoals,OnIce_A_lowDangerGoals,OnIce_A_mediumDangerGoals,OnIce_A_highDangerGoals,OnIce_A_scoreAdjustedShotsAttempts,OnIce_A_unblockedShotAttempts,OnIce_A_scoreAdjustedUnblockedShotAttempts,OnIce_A_xGoalsFromxReboundsOfShots,OnIce_A_xGoalsFromActualReboundsOfShots,OnIce_A_reboundxGoals,OnIce_A_xGoals_with_earned_rebounds,OnIce_A_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_A_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OffIce_F_xGoals,OffIce_A_xGoals,OffIce_F_shotAttempts,OffIce_A_shotAttempts,xGoalsForAfterShifts,xGoalsAgainstAfterShifts,corsiForAfterShifts,corsiAgainstAfterShifts,fenwickForAfterShifts,fenwickAgainstAfterShifts,on_off_corsi_diff,OnIce_F_goals_per60,I_F_dZoneGiveaways_per60,I_F_giveaways_per60,average_TOI,I_F_hits_per60,I_F_takeaways_per60,I_F_points_per60,shotsBlockedByPlayer_per60,I_F_oZoneShiftStarts_per60,I_F_dZoneShiftStarts_per60,I_F_neutralZoneShiftStarts_per60,I_F_flyShiftStarts_per60,average_corsi_influence,total_out_influence
8480304,Jayden Halbgewachs,3,2218.0,50.0,1.33,0.57,0.51,0.54,0.47,0.58,0.46,21.0,6.14,0.49,0.38,1.25,0.19,3.77,2.93,0.48,0.46,0.46,1.0,0.0,7.0,2.0,0.0,9.0,1.0,0.0,0.0,0.0,2.0,0.0,5.0,2.0,7.0,9.0,2.0,4.0,0.0,3.0,1.0,1.0,8.0,1.0,0.0,0.31,0.17,0.0,0.0,0.0,0.0,8.67,9.0,8.72,1.0,0.08,0.0,0.0,0.56,0.54,0.53,50.0,6.0,1.0,6.0,37.0,10.0,8.0,6.0,26.0,0.0,0.0,6821.0,4.0,0.0,0.0,0.0,20.73,1.8,1.77,1.73,1.71,22.0,9.0,5.0,36.0,3.0,0.0,0.0,24.0,6.0,1.0,0.81,0.74,0.25,1.0,2.0,0.0,34.57,31.0,30.06,0.28,0.0,0.0,2.08,2.0,1.97,16.24,1.33,1.26,1.37,1.3,16.0,6.0,9.0,31.0,2.0,2.0,0.0,18.0,3.0,1.0,0.65,0.39,0.29,2.0,0.0,0.0,33.1,22.0,22.8,0.24,0.33,0.33,1.24,1.29,1.23,5.33,5.04,85.0,94.0,0.22,0.0,2.0,0.0,1.0,0.0,0.07,4.869251577998197,1.623083859332732,1.623083859332732,739.3333333333334,4.869251577998197,1.623083859332732,1.623083859332732,0.0,9.738503155996394,1.623083859332732,9.738503155996394,60.054102795311096,,
8482634,Alex Steeves,3,1435.0,40.0,0.65,0.39,0.59,0.47,0.53,0.45,0.54,35.0,3.05,0.36,0.25,0.57,0.09,1.63,1.1,0.36,0.36,0.36,0.0,1.0,2.0,2.0,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,4.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,1.0,0.0,0.19,0.17,0.0,0.0,0.0,0.0,5.39,4.0,4.18,0.0,0.05,0.0,0.0,0.41,0.41,0.41,40.0,3.0,3.0,6.0,28.0,5.0,3.0,7.0,25.0,0.0,0.0,7761.0,0.0,2.0,1.0,1.0,9.67,0.73,0.72,0.74,0.73,9.0,4.0,4.0,17.0,1.0,0.0,0.0,10.0,3.0,0.0,0.39,0.34,0.0,1.0,0.0,0.0,18.18,13.0,13.39,0.13,0.0,0.0,0.86,0.87,0.86,11.25,1.14,1.14,1.18,1.17,11.0,5.0,3.0,19.0,2.0,0.0,0.0,10.0,5.0,1.0,0.29,0.61,0.24,1.0,1.0,0.0,18.72,16.0,16.25,0.16,0.0,0.0,1.31,1.35,1.34,7.26,5.08,132.0,117.0,0.12,0.09,4.0,2.0,4.0,2.0,-0.06,2.5087108013937285,0.0,0.0,478.3333333333333,2.5087108013937285,7.526132404181184,2.5087108013937285,2.5087108013937285,7.526132404181184,7.526132404181184,15.052264808362368,70.24390243902438,,
8480019,Isaac Ratcliffe,10,5824.0,137.0,2.29,0.52,0.51,0.45,0.49,0.47,0.51,100.0,14.44,1.35,1.06,3.74,0.43,7.4,5.02,1.34,1.3,1.29,1.0,0.0,14.0,5.0,2.0,21.0,2.0,1.0,3.0,0.0,3.0,2.0,2.0,8.0,13.0,18.0,5.0,10.0,0.0,16.0,1.0,1.0,14.0,4.0,1.0,0.52,0.59,0.24,0.0,0.0,1.0,20.33,19.0,18.47,1.0,0.23,0.94,0.0,1.58,1.52,1.51,137.0,21.0,12.0,29.0,75.0,15.0,22.0,14.0,86.0,0.0,1.0,23889.0,10.0,0.0,0.0,8.0,42.72,3.4,3.3,3.28,3.19,39.0,18.0,14.0,71.0,2.0,4.0,1.0,45.0,8.0,4.0,1.24,0.98,1.18,0.0,0.0,2.0,68.47,57.0,55.07,0.55,1.03,1.03,2.91,2.8,2.77,45.38,3.09,3.04,3.21,3.17,41.0,23.0,23.0,87.0,3.0,3.0,0.0,51.0,12.0,1.0,1.28,1.49,0.32,1.0,2.0,0.0,89.47,64.0,65.97,0.58,0.45,0.45,3.22,3.36,3.32,18.87,17.98,349.0,367.0,0.13,0.41,2.0,6.0,2.0,4.0,-0.0399999999999999,1.2362637362637363,0.6181318681318683,0.6181318681318683,582.4,9.890109890109892,0.6181318681318683,1.2362637362637363,4.945054945054946,12.980769230769232,7.417582417582418,17.925824175824175,46.3598901098901,,
8481604,Pavel Dorofeyev,2,780.0,21.0,-0.43,0.78,0.51,0.35,0.42,0.45,0.45,22.0,0.97,0.31,0.11,0.18,0.02,0.22,0.16,0.31,0.35,0.35,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.31,0.0,0.0,0.0,2.19,1.0,1.15,0.0,0.03,0.0,0.0,0.34,0.38,0.38,21.0,2.0,2.0,3.0,14.0,2.0,4.0,4.0,11.0,0.0,0.0,5277.0,2.0,0.0,0.0,1.0,4.15,0.56,0.56,0.62,0.62,4.0,1.0,1.0,6.0,0.0,0.0,0.0,2.0,2.0,1.0,0.03,0.22,0.31,0.0,0.0,0.0,6.61,5.0,5.49,0.08,0.0,0.0,0.64,0.71,0.71,4.27,0.16,0.16,0.15,0.15,4.0,2.0,5.0,11.0,1.0,0.0,0.0,6.0,0.0,0.0,0.16,0.0,0.0,1.0,0.0,0.0,10.07,6.0,5.52,0.04,0.0,0.0,0.2,0.18,0.18,3.96,3.81,73.0,99.0,0.25,0.0,2.0,0.0,1.0,0.0,-0.07,0.0,0.0,0.0,390.0,0.0,9.230769230769232,0.0,4.615384615384616,9.230769230769232,9.230769230769232,13.846153846153848,64.61538461538461,,
8480858,Cameron Hillis,1,554.0,14.0,0.0,0.33,0.24,0.44,0.37,0.41,0.33,10.0,1.43,0.03,0.05,0.36,0.04,0.69,0.83,0.03,0.03,0.03,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1.97,2.0,1.99,0.0,0.01,0.05,0.0,0.04,0.04,0.04,14.0,0.0,2.0,3.0,9.0,2.0,5.0,2.0,5.0,2.0,2.0,2220.0,0.0,0.0,0.0,0.0,6.72,0.45,0.44,0.47,0.46,8.0,1.0,2.0,11.0,0.0,1.0,0.0,7.0,2.0,0.0,0.19,0.25,0.0,0.0,0.0,0.0,10.89,9.0,9.05,0.08,0.05,0.05,0.48,0.5,0.49,9.38,0.92,0.92,0.9,0.9,10.0,3.0,1.0,14.0,0.0,0.0,0.0,9.0,4.0,0.0,0.37,0.56,0.0,0.0,0.0,0.0,14.27,13.0,12.91,0.14,0.0,0.0,1.06,1.03,1.03,1.3,4.11,28.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,554.0,0.0,0.0,0.0,0.0,0.0,12.99638989169675,19.494584837545126,58.48375451263537,,
8480007,Jonas Rondbjerg,30,17106.0,406.0,4.93,0.5,0.51,0.46,0.52,0.48,0.54,316.0,30.84,3.49,2.27,6.81,1.03,15.93,11.47,3.36,3.5,3.37,2.0,2.0,29.0,12.0,8.0,49.0,6.0,2.0,2.0,0.0,4.0,2.0,15.0,16.0,27.0,39.0,2.0,4.0,0.0,12.0,8.0,5.0,20.0,19.0,2.0,0.72,2.24,0.52,1.0,1.0,0.0,49.81,41.0,41.79,4.0,0.47,0.56,0.31,3.65,3.67,3.57,406.0,49.0,35.0,63.0,259.0,41.0,59.0,40.0,266.0,0.0,1.0,72774.0,4.0,6.0,3.0,11.0,111.4,10.58,10.21,10.71,10.34,100.0,54.0,56.0,210.0,10.0,4.0,0.0,100.0,47.0,7.0,3.09,5.6,1.89,4.0,4.0,2.0,214.18,154.0,156.62,1.62,0.69,0.69,11.51,11.68,11.41,124.04,10.55,10.07,10.51,10.03,132.0,38.0,80.0,250.0,10.0,10.0,3.0,133.0,27.0,10.0,4.0,3.7,2.86,4.0,4.0,2.0,248.51,170.0,169.0,1.74,2.24,2.24,10.05,9.96,9.66,56.09,52.91,1213.0,1111.0,0.45,0.54,11.0,11.0,10.0,8.0,-0.06,2.104524728165556,0.8418098912662224,1.052262364082778,570.2,2.525429673798667,1.6836197825324448,1.2627148368993335,2.314977200982112,10.312171168011226,7.365836548579447,13.258505787443,54.5071904594879,,
8482197,Adam Raska,5,2417.0,62.0,0.85,0.67,0.53,0.54,0.56,0.54,0.57,58.0,4.16,0.76,0.28,1.07,0.19,2.16,1.54,0.67,0.71,0.62,0.0,0.0,2.0,4.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,6.0,2.0,7.0,0.0,15.0,0.0,2.0,3.0,2.0,1.0,0.13,0.31,0.32,0.0,0.0,0.0,6.61,6.0,5.82,0.0,0.06,0.0,0.52,0.29,0.29,0.25,62.0,7.0,0.0,7.0,48.0,11.0,10.0,5.0,36.0,0.0,0.0,12788.0,7.0,11.0,4.0,0.0,20.27,2.46,2.21,2.29,2.06,17.0,10.0,9.0,36.0,1.0,4.0,0.0,16.0,8.0,3.0,0.4,1.06,1.01,0.0,1.0,0.0,33.83,27.0,25.67,0.3,1.21,1.21,1.56,1.47,1.39,17.05,1.22,1.21,1.29,1.28,18.0,5.0,8.0,31.0,0.0,1.0,0.0,18.0,5.0,0.0,0.58,0.65,0.0,0.0,0.0,0.0,32.74,23.0,24.22,0.23,0.13,0.13,1.32,1.4,1.39,10.17,9.0,215.0,172.0,0.04,0.03,2.0,3.0,2.0,2.0,-0.02,1.4894497310715762,0.0,2.9788994621431524,483.4,22.341745966073645,0.0,0.0,0.0,10.426148117501036,0.0,10.426148117501036,71.49358709143567,,
8483397,Marc McLaughlin,11,6721.0,161.0,2.6,0.48,0.61,0.49,0.61,0.51,0.61,103.0,11.35,1.14,0.85,2.53,0.36,5.94,4.18,1.14,1.17,1.16,0.0,0.0,11.0,4.0,3.0,18.0,3.0,3.0,1.0,1.0,3.0,0.0,1.0,7.0,8.0,12.0,3.0,8.0,5.0,15.0,2.0,3.0,9.0,5.0,1.0,0.29,0.64,0.2,0.0,2.0,1.0,18.35,15.0,15.18,1.0,0.18,0.06,0.13,1.2,1.22,1.22,161.0,22.0,14.0,20.0,105.0,26.0,27.0,19.0,89.0,5.0,10.0,24665.0,8.0,2.0,1.0,2.0,56.91,3.69,3.63,3.77,3.71,57.0,21.0,18.0,96.0,4.0,4.0,1.0,63.0,13.0,2.0,1.69,1.57,0.43,1.0,2.0,1.0,97.86,78.0,79.33,0.74,0.53,0.53,3.89,3.97,3.93,54.82,3.98,3.96,3.9,3.88,54.0,21.0,24.0,99.0,5.0,0.0,0.0,56.0,17.0,2.0,1.4,2.11,0.47,2.0,2.0,1.0,96.44,75.0,73.71,0.76,0.0,0.0,4.74,4.64,4.61,21.6,13.8,456.0,292.0,0.17,0.04,8.0,2.0,6.0,2.0,-0.12,2.1425383127510784,0.5356345781877696,1.6069037345633093,611.0,8.034518672816546,1.0712691563755392,1.6069037345633093,1.0712691563755392,11.783960720130931,7.498884094628775,10.712691563755392,56.24163070971581,,
8477631,Brandon Baddock,1,446.0,10.0,-0.2,0.14,0.62,0.3,0.4,0.17,0.4,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,9.0,2.0,2.0,0.0,6.0,0.0,0.0,2121.0,0.0,0.0,0.0,0.0,0.68,0.02,0.02,0.02,0.02,1.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,2.96,1.0,1.03,0.01,0.0,0.0,0.03,0.03,0.03,3.28,0.14,0.14,0.14,0.14,4.0,1.0,2.0,7.0,0.0,0.0,0.0,4.0,1.0,0.0,0.06,0.08,0.0,0.0,0.0,0.0,7.63,5.0,5.25,0.05,0.0,0.0,0.18,0.19,0.18,1.93,1.2,25.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,446.0,40.35874439461883,0.0,0.0,0.0,0.0,0.0,8.071748878923767,72.64573991031389,,
8481711,Matias Maccelli,23,17454.0,392.0,0.5,0.37,0.4,0.44,0.41,0.41,0.4,151.0,18.61,1.52,1.26,4.63,0.63,10.44,7.53,1.48,1.49,1.45,0.0,3.0,20.0,6.0,13.0,39.0,4.0,1.0,1.0,1.0,3.0,1.0,11.0,9.0,19.0,25.0,2.0,4.0,1.0,12.0,10.0,17.0,22.0,3.0,1.0,0.89,0.35,0.28,0.0,0.0,1.0,37.38,26.0,24.99,7.0,0.26,0.09,0.28,1.5,1.45,1.42,392.0,35.0,39.0,81.0,237.0,52.0,63.0,55.0,222.0,1.0,0.0,53412.0,4.0,0.0,0.0,8.0,110.01,8.65,8.44,8.68,8.48,109.0,45.0,71.0,225.0,7.0,3.0,1.0,120.0,28.0,6.0,3.7,3.52,1.43,2.0,4.0,1.0,220.2,154.0,152.07,1.49,0.38,0.38,9.75,9.78,9.57,161.9,14.57,14.11,14.79,14.31,170.0,56.0,66.0,292.0,17.0,13.0,5.0,170.0,42.0,14.0,5.36,5.21,3.99,6.0,5.0,6.0,297.47,226.0,229.97,2.24,3.09,3.09,13.72,13.88,13.7,31.54,48.06,683.0,977.0,0.26,0.64,8.0,12.0,6.0,11.0,0.03,1.4437951185974562,1.4437951185974562,3.5063595737366797,758.8695652173913,2.475077346167068,2.0625644551392237,0.8250257820556892,1.6500515641113784,7.218975592987281,8.044001375042969,16.70677208662771,48.88277758679959,,
8481004,Josiah Slavin,15,9774.0,216.0,0.58,0.49,0.49,0.46,0.47,0.45,0.48,122.0,11.44,1.14,0.89,2.88,0.41,6.2,4.49,1.08,1.18,1.12,1.0,0.0,13.0,3.0,7.0,23.0,1.0,0.0,2.0,0.0,0.0,1.0,5.0,8.0,13.0,16.0,2.0,4.0,29.0,12.0,4.0,3.0,11.0,5.0,0.0,0.48,0.66,0.0,0.0,0.0,0.0,23.26,16.0,16.29,2.0,0.18,0.28,0.29,1.03,1.07,1.02,216.0,9.0,21.0,35.0,151.0,43.0,26.0,19.0,128.0,29.0,36.0,34988.0,4.0,2.0,1.0,3.0,65.68,5.46,5.34,5.6,5.48,68.0,25.0,41.0,134.0,2.0,8.0,0.0,69.0,18.0,6.0,1.72,2.25,1.49,2.0,0.0,0.0,135.44,93.0,94.55,0.93,1.29,1.29,5.11,5.22,5.13,83.9,5.58,5.3,5.67,5.38,83.0,33.0,39.0,155.0,2.0,6.0,1.0,99.0,12.0,5.0,2.65,1.5,1.43,1.0,0.0,1.0,157.55,116.0,117.29,1.1,1.45,1.45,5.23,5.27,5.19,20.66,21.82,467.0,519.0,0.19,0.26,6.0,9.0,3.0,8.0,-0.0099999999999999,0.7366482504604052,0.7366482504604052,1.1049723756906076,651.6,4.41988950276243,1.4732965009208103,0.3683241252302026,1.1049723756906076,3.314917127071824,7.734806629834255,12.89134438305709,55.61694290976059,,
8481553,Bobby Brink,10,7004.0,161.0,3.67,0.5,0.5,0.47,0.48,0.46,0.49,77.0,16.8,1.95,1.28,3.57,0.51,8.35,6.35,1.94,1.93,1.92,2.0,1.0,16.0,6.0,4.0,26.0,3.0,0.0,2.0,0.0,7.0,0.0,8.0,5.0,16.0,22.0,0.0,0.0,3.0,13.0,1.0,4.0,12.0,8.0,2.0,0.46,1.02,0.46,0.0,0.0,0.0,25.59,22.0,21.71,2.0,0.27,0.34,0.19,2.02,2.02,2.02,161.0,23.0,10.0,35.0,93.0,23.0,25.0,28.0,85.0,3.0,1.0,21332.0,0.0,6.0,3.0,2.0,50.61,4.63,4.49,4.62,4.48,52.0,16.0,22.0,90.0,4.0,5.0,1.0,46.0,17.0,5.0,1.13,2.24,1.26,1.0,2.0,1.0,88.6,68.0,67.22,0.69,0.79,0.79,4.52,4.51,4.49,57.75,4.64,4.56,4.76,4.67,61.0,19.0,22.0,102.0,5.0,5.0,0.0,57.0,21.0,2.0,1.75,2.35,0.55,2.0,3.0,0.0,105.12,80.0,81.52,0.8,0.93,0.93,4.52,4.61,4.57,17.97,17.65,327.0,350.0,0.01,0.01,6.0,1.0,2.0,1.0,-0.01,2.055968018275271,1.0279840091376355,2.055968018275271,700.4,6.681896059394632,0.5139920045688178,1.5419760137064535,1.0279840091376355,11.82181610508281,5.139920045688178,17.989720159908625,47.80125642490006,,
8482125,Alexander Holtz,9,5394.0,131.0,-0.45,0.31,0.48,0.38,0.5,0.38,0.48,85.0,9.26,0.77,0.65,1.94,0.27,4.83,3.55,0.76,0.77,0.75,1.0,0.0,8.0,4.0,3.0,15.0,1.0,0.0,0.0,0.0,1.0,0.0,8.0,3.0,8.0,12.0,1.0,2.0,0.0,5.0,4.0,1.0,8.0,4.0,0.0,0.3,0.47,0.0,0.0,0.0,0.0,15.15,12.0,12.03,0.0,0.13,0.0,0.0,0.9,0.9,0.89,131.0,19.0,8.0,18.0,86.0,10.0,32.0,17.0,72.0,0.0,0.0,21427.0,2.0,4.0,2.0,2.0,33.21,2.85,2.8,2.81,2.77,32.0,13.0,19.0,64.0,2.0,1.0,0.0,34.0,10.0,1.0,1.37,1.17,0.3,2.0,0.0,0.0,63.18,45.0,44.38,0.45,0.03,0.03,3.26,3.23,3.17,55.87,6.32,6.04,6.5,6.2,60.0,15.0,31.0,106.0,7.0,5.0,2.0,52.0,14.0,9.0,1.49,2.09,2.74,4.0,1.0,2.0,108.73,75.0,76.72,0.74,1.7,1.7,5.37,5.49,5.43,15.36,16.5,343.0,345.0,0.1,0.02,2.0,1.0,1.0,1.0,-0.12,1.3348164627363737,0.0,0.6674082313681868,599.3333333333334,3.3370411568409346,2.6696329254727478,0.6674082313681868,1.3348164627363737,12.68075639599555,5.339265850945495,12.013348164627365,57.39710789766407,,
8480980,Connor Dewar,35,18908.0,420.0,10.56,0.55,0.54,0.54,0.53,0.55,0.53,347.0,40.15,3.18,2.72,9.24,1.22,22.22,16.43,3.14,3.25,3.21,3.0,0.0,42.0,13.0,18.0,73.0,5.0,2.0,3.0,0.0,8.0,0.0,19.0,23.0,40.0,53.0,6.0,15.0,50.0,43.0,9.0,5.0,45.0,8.0,2.0,1.73,1.01,0.43,2.0,0.0,0.0,74.66,55.0,56.11,2.0,0.56,0.77,0.22,3.52,3.61,3.57,420.0,32.0,47.0,69.0,272.0,72.0,53.0,46.0,249.0,50.0,62.0,82184.0,15.0,21.0,9.0,17.0,154.11,11.1,10.83,11.32,11.04,160.0,56.0,79.0,295.0,10.0,9.0,1.0,176.0,33.0,7.0,5.23,3.98,1.89,5.0,4.0,1.0,299.11,216.0,218.68,2.05,2.05,2.05,11.1,11.33,11.19,128.49,9.15,9.01,9.19,9.05,133.0,47.0,76.0,256.0,13.0,7.0,1.0,140.0,33.0,7.0,3.64,3.68,1.82,4.0,5.0,4.0,256.31,180.0,181.28,1.76,0.96,1.07,9.84,9.83,9.71,58.19,49.46,1331.0,1184.0,0.74,0.43,19.0,10.0,17.0,7.0,0.01,1.9039559974613924,0.3807911994922784,0.9519779987306962,540.2285714285714,8.187010789083985,1.7135603977152527,0.9519779987306962,3.2367251956843663,6.092659191876455,8.948593188068545,13.137296382483605,51.78760313094986,,
8478173,Hayden Hodgson,6,4513.0,115.0,0.7,0.4,0.42,0.37,0.4,0.36,0.4,43.0,9.69,1.65,0.74,2.17,0.33,4.68,3.43,1.57,1.71,1.63,1.0,1.0,10.0,3.0,1.0,14.0,3.0,1.0,1.0,1.0,4.0,0.0,2.0,5.0,9.0,12.0,4.0,11.0,1.0,12.0,1.0,0.0,6.0,5.0,2.0,0.24,0.77,0.63,0.0,0.0,1.0,14.36,13.0,13.38,0.0,0.16,0.18,0.81,1.0,1.04,1.03,115.0,12.0,14.0,20.0,69.0,14.0,20.0,16.0,65.0,1.0,1.0,13758.0,11.0,5.0,1.0,2.0,28.84,2.53,2.45,2.64,2.56,30.0,9.0,8.0,47.0,4.0,3.0,1.0,30.0,7.0,2.0,0.85,1.05,0.63,3.0,0.0,1.0,48.28,39.0,40.4,0.37,0.81,0.81,2.1,2.19,2.18,47.66,3.81,3.65,3.69,3.54,45.0,23.0,13.0,81.0,4.0,5.0,1.0,56.0,9.0,3.0,1.88,1.04,0.88,2.0,1.0,1.0,80.61,68.0,66.75,0.66,0.82,0.82,3.64,3.53,3.42,8.74,12.04,168.0,257.0,0.37,0.0,1.0,0.0,1.0,0.0,-0.03,3.190782184799468,0.0,0.0,752.1666666666666,9.572346554398404,0.797695546199867,2.393086638599601,1.595391092399734,9.572346554398404,11.16773764679814,15.95391092399734,55.040992687790826,,
8479543,Michael Pezzetta,51,23532.0,583.0,9.14,0.47,0.46,0.48,0.47,0.48,0.46,566.0,46.89,5.14,3.24,10.81,1.5,25.17,18.15,4.92,5.2,4.98,5.0,1.0,49.0,15.0,12.0,76.0,11.0,5.0,4.0,2.0,7.0,0.0,19.0,29.0,44.0,59.0,20.0,57.0,6.0,156.0,4.0,24.0,41.0,17.0,6.0,1.24,1.97,1.93,1.0,2.0,2.0,75.45,64.0,63.68,16.0,0.68,0.91,2.08,3.73,3.72,3.67,583.0,52.0,31.0,95.0,405.0,96.0,103.0,75.0,309.0,6.0,5.0,126095.0,57.0,47.0,16.0,9.0,184.28,16.04,15.25,16.12,15.31,207.0,46.0,76.0,329.0,16.0,24.0,4.0,190.0,41.0,22.0,5.21,4.8,6.03,6.0,4.0,6.0,324.85,253.0,250.3,2.63,5.23,5.23,13.44,13.38,13.14,197.35,18.43,17.72,18.85,18.1,210.0,60.0,82.0,352.0,22.0,16.0,4.0,190.0,58.0,22.0,4.93,7.11,6.38,7.0,7.0,8.0,361.98,270.0,276.02,2.78,4.22,4.22,16.99,17.38,17.15,83.46,98.48,1812.0,2068.0,0.47,0.89,10.0,19.0,7.0,17.0,0.01,2.4477307496175422,2.4477307496175422,3.671596124426313,461.4117647058824,23.86537480877104,0.6119326874043856,1.68281489036206,1.3768485466598674,7.955124936257011,4.742478327383987,14.533401325854156,61.95818459969404,,
