lineId,playerNames,position,games_played,icetime,xGoalsPercentage,corsiPercentage,fenwickPercentage,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst,playerId1,playerId2,playerId3,player1Name,player2Name,player3Name
847569284757608478864,Kaprizov-Bjugstad-Zuccarello,line,5,1669.0,0.61,0.5,0.54,15.16,1.42,1.08,3.37,0.46,8.3,6.37,1.38,1.42,1.39,14.0,7.0,8.0,29.0,1.0,1.0,0.0,4.0,0.0,7.0,8.0,13.0,20.0,2.0,4.0,12.0,9.0,5.0,2.0,15.0,6.0,0.0,0.55,0.87,0.0,0.0,1.0,0.0,29.15,21.0,21.07,1.0,0.22,0.2,0.2,1.45,1.45,1.43,12.6,0.9,0.79,3.21,0.4,7.37,5.33,0.9,0.91,0.91,13.0,5.0,11.0,29.0,0.0,0.0,0.0,4.0,1.0,4.0,9.0,13.0,18.0,2.0,4.0,23.0,6.0,5.0,4.0,15.0,2.0,1.0,0.44,0.26,0.21,0.0,0.0,0.0,28.83,18.0,17.74,4.0,0.16,0.0,0.0,1.06,1.07,1.07,8475692,8475760,8478864,Mats Zuccarello,Nick Bjugstad,Kirill Kaprizov
847516384769138481638,Nygard-Shore-Chiasson,line,4,604.0,0.38,0.47,0.46,4.86,0.39,0.26,0.93,0.13,2.29,1.99,0.39,0.4,0.4,4.0,2.0,1.0,7.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,4.0,6.0,0.0,0.0,2.0,5.0,2.0,1.0,4.0,2.0,0.0,0.14,0.25,0.0,0.0,0.0,0.0,6.86,6.0,5.95,1.0,0.05,0.0,0.0,0.45,0.45,0.45,4.95,0.64,0.33,1.24,0.18,2.72,1.9,0.56,0.67,0.58,4.0,3.0,1.0,8.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,4.0,7.0,1.0,2.0,5.0,7.0,1.0,2.0,4.0,2.0,1.0,0.11,0.31,0.23,0.0,0.0,0.0,8.51,7.0,7.49,1.0,0.07,0.23,0.23,0.49,0.51,0.48,8475163,8476913,8481638,Alex Chiasson,Devin Shore,Joakim Nygard
847691984802088482116,Tierney-Stutzle-Batherson,line,36,7199.0,0.63,0.5209848590081957,0.47,5.95,0.47,0.44,1.17,0.17,3.34,2.41,0.45,0.47,0.45,3.0,5.0,2.0,10.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,3.0,8.0,0.0,0.0,1.0,7.0,0.0,3.0,5.0,3.0,0.0,0.12,0.35,0.0,0.0,0.0,0.0,9.83,8.0,7.92,2.0,0.09,0.0,0.0,0.56,0.55,0.53,6.02,0.28,0.32,1.48,0.2,3.6,3.11,0.28,0.29,0.29,7.0,2.0,4.0,13.0,0.0,0.0,0.0,1.0,1.0,4.0,3.0,7.0,9.0,0.0,0.0,5.0,7.0,1.0,2.0,9.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,12.72,9.0,9.05,2.0,0.07,0.0,0.0,0.34,0.35,0.35,8476919,8480208,8482116,Chris Tierney,Drake Batherson,Tim Stutzle
847627884764588482109,LafreniÈRe-Strome-Blackwell,line,11,709.0,0.52,0.59,0.5,8.36,0.48,0.45,2.04,0.25,5.16,3.62,0.47,0.45,0.44,6.0,6.0,5.0,17.0,1.0,0.0,0.0,1.0,2.0,2.0,6.0,5.0,11.0,3.0,6.0,6.0,7.0,1.0,0.0,11.0,1.0,0.0,0.3,0.18,0.0,1.0,0.0,0.0,15.33,12.0,10.87,0.0,0.09,0.0,0.0,0.56,0.53,0.52,8.74,0.44,0.51,2.09,0.25,4.85,3.86,0.43,0.49,0.48,11.0,1.0,0.0,12.0,0.0,0.0,0.0,4.0,0.0,2.0,6.0,11.0,12.0,1.0,2.0,4.0,5.0,0.0,0.0,10.0,2.0,0.0,0.24,0.2,0.0,0.0,0.0,0.0,13.66,12.0,13.35,0.0,0.1,0.0,0.0,0.54,0.6,0.6,8476278,8476458,8482109,Colin Blackwell,Ryan Strome,Alexis Lafreniere
847344984815288481626,Ruotsalainen-Cozens-Okposo,line,2,772.0,0.42,0.5,0.38,6.58,0.59,0.42,1.92,0.23,3.25,2.6,0.55,0.59,0.55,7.0,2.0,7.0,16.0,1.0,1.0,0.0,2.0,0.0,5.0,0.0,6.0,8.0,3.0,6.0,4.0,10.0,2.0,3.0,5.0,4.0,0.0,0.11,0.48,0.0,0.0,1.0,0.0,15.84,9.0,8.85,3.0,0.08,0.1,0.1,0.58,0.58,0.55,10.63,0.81,0.72,2.75,0.31,6.28,4.14,0.81,0.8,0.8,11.0,4.0,1.0,16.0,1.0,0.0,0.0,2.0,0.0,7.0,5.0,10.0,14.0,2.0,4.0,6.0,2.0,3.0,3.0,11.0,4.0,0.0,0.27,0.54,0.0,1.0,0.0,0.0,16.08,15.0,15.19,2.0,0.15,0.0,0.0,0.96,0.94,0.94,8473449,8481528,8481626,Kyle Okposo,Dylan Cozens,Arttu Ruotsalainen
847062184735648478133,Perry-Evans-Frolik,line,2,1008.0,0.78,0.63,0.64,6.4,0.45,0.43,1.33,0.18,3.89,2.71,0.44,0.46,0.46,8.0,1.0,3.0,12.0,0.0,0.0,0.0,2.0,0.0,3.0,4.0,8.0,9.0,0.0,0.0,8.0,15.0,0.0,3.0,6.0,3.0,0.0,0.16,0.28,0.0,0.0,0.0,0.0,13.3,9.0,9.56,3.0,0.09,0.0,0.0,0.54,0.56,0.55,3.47,0.12,0.19,1.05,0.11,2.08,1.45,0.12,0.12,0.12,3.0,2.0,2.0,7.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,3.0,5.0,1.0,2.0,8.0,14.0,2.0,3.0,5.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,6.35,5.0,4.65,3.0,0.04,0.0,0.0,0.16,0.15,0.15,8470621,8473564,8478133,Corey Perry,Michael Frolik,Jake Evans
847687284779798478067,Lindblom-Laughton-Aube-Kubel,line,16,959.0,0.43,0.52,0.53,5.39,0.23,0.45,1.43,0.21,3.36,2.33,0.23,0.23,0.23,5.0,3.0,3.0,11.0,0.0,0.0,0.0,3.0,0.0,1.0,4.0,5.0,8.0,3.0,6.0,3.0,10.0,1.0,4.0,8.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,10.8,8.0,7.94,3.0,0.09,0.0,0.0,0.32,0.32,0.32,4.84,0.31,0.24,1.06,0.16,2.82,2.43,0.31,0.33,0.33,6.0,1.0,3.0,10.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,6.0,7.0,2.0,4.0,7.0,4.0,1.0,3.0,5.0,2.0,0.0,0.08,0.23,0.0,0.0,0.0,0.0,10.71,7.0,7.36,3.0,0.05,0.0,0.0,0.35,0.37,0.37,8476872,8477979,8478067,Scott Laughton,Nicolas Aube-Kubel,Oskar Lindblom
847398684745648476826,Killorn-Gourde-Stamkos,line,13,5787.0,0.57,0.59,0.56,55.42,3.79,3.6,13.11,1.7,31.19,23.62,3.7,3.79,3.7,59.0,18.0,28.0,105.0,5.0,1.0,1.0,15.0,2.0,27.0,27.0,54.0,72.0,9.0,26.0,57.0,37.0,3.0,8.0,62.0,13.0,2.0,1.61,1.59,0.59,2.0,1.0,2.0,107.1,77.0,78.02,5.0,0.74,0.37,0.37,4.16,4.16,4.06,42.92,2.86,2.59,9.32,1.27,24.29,19.67,2.84,2.87,2.84,48.0,12.0,12.0,72.0,4.0,0.0,0.0,9.0,1.0,20.0,26.0,44.0,56.0,4.0,22.0,49.0,39.0,12.0,15.0,47.0,13.0,0.0,1.18,1.68,0.0,1.0,3.0,0.0,71.75,60.0,59.85,13.0,0.53,0.0,0.0,3.39,3.4,3.37,8473986,8474564,8476826,Alex Killorn,Steven Stamkos,Yanni Gourde
847406884751638476913,Turris-Shore-Chiasson,line,3,1385.0,0.39,0.26,0.24,6.94,0.68,0.33,1.51,0.2,3.08,3.21,0.62,0.72,0.66,3.0,6.0,3.0,12.0,1.0,1.0,0.0,0.0,0.0,1.0,6.0,2.0,8.0,1.0,2.0,11.0,16.0,3.0,3.0,6.0,2.0,1.0,0.09,0.27,0.32,0.0,1.0,0.0,12.67,9.0,9.5,3.0,0.07,0.32,0.32,0.43,0.45,0.45,19.67,1.06,1.23,5.3,0.77,11.97,8.67,1.03,1.06,1.03,20.0,9.0,6.0,35.0,2.0,3.0,1.0,6.0,0.0,13.0,5.0,18.0,27.0,1.0,2.0,11.0,12.0,1.0,2.0,28.0,0.0,1.0,0.79,0.0,0.26,1.0,0.0,1.0,33.63,29.0,27.93,2.0,0.25,0.32,0.32,0.99,0.96,0.95,8474068,8475163,8476913,Kyle Turris,Alex Chiasson,Devin Shore
847740984785698478975,Marchment-Acciari-Verhaeghe,line,9,1365.0,0.78,0.65,0.73,16.57,1.26,1.08,4.34,0.54,8.73,6.05,1.26,1.23,1.23,14.0,8.0,4.0,26.0,1.0,2.0,0.0,5.0,2.0,5.0,7.0,13.0,21.0,3.0,9.0,13.0,16.0,4.0,4.0,16.0,6.0,0.0,0.49,0.77,0.0,0.0,1.0,0.0,26.07,22.0,21.7,2.0,0.23,0.09,0.09,1.39,1.36,1.36,5.77,0.35,0.33,1.06,0.16,3.13,2.96,0.34,0.36,0.35,5.0,3.0,6.0,14.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,8.0,2.0,7.0,14.0,6.0,1.0,4.0,7.0,1.0,0.0,0.27,0.08,0.0,0.0,0.0,0.0,13.92,8.0,8.12,1.0,0.07,0.0,0.0,0.42,0.43,0.42,8477409,8478569,8478975,Carter Verhaeghe,Noel Acciari,Mason Marchment
847522584757458479365,Frederic-Coyle-Smith,line,55,25566.0,0.57,0.5067061722600329,0.53,164.97,14.17,10.45,38.87,5.27,89.97,67.28,13.67,14.55,14.03,171.0,55.0,61.0,287.0,17.0,16.0,6.0,46.0,5.0,73.0,69.0,154.0,209.0,24.0,54.0,185.0,157.0,40.0,52.0,167.0,43.0,16.0,4.4,4.96,4.8,6.0,6.0,5.0,296.26,226.0,232.36,31.0,2.17,4.32,4.32,12.01,12.25,12.01,141.86,10.69,9.15,35.5,4.79,83.24,60.63,10.28,10.45,10.06,143.0,61.0,84.0,288.0,8.0,9.0,2.0,40.0,6.0,66.0,75.0,135.0,196.0,17.0,40.0,190.0,167.0,46.0,50.0,162.0,32.0,10.0,4.41,3.58,2.71,2.0,3.0,3.0,281.74,204.0,200.82,23.0,1.88,2.18,2.18,10.38,10.2,10.09,8475225,8475745,8479365,Craig Smith,Charlie Coyle,Trent Frederic
847733084784408479542,Hagel-Strome-Kubalik,line,7,1412.0,0.29,0.42,0.36,8.63,0.54,0.54,2.02,0.26,4.78,3.86,0.54,0.54,0.54,8.0,4.0,7.0,19.0,0.0,0.0,0.0,3.0,0.0,5.0,4.0,8.0,12.0,0.0,0.0,8.0,3.0,4.0,3.0,10.0,2.0,0.0,0.27,0.27,0.0,0.0,0.0,0.0,19.12,12.0,12.18,0.0,0.11,0.0,0.0,0.64,0.65,0.64,15.31,1.29,0.96,3.72,0.51,8.4,6.12,1.26,1.25,1.22,17.0,4.0,5.0,26.0,1.0,3.0,1.0,3.0,1.0,4.0,9.0,16.0,20.0,2.0,4.0,5.0,15.0,2.0,4.0,16.0,4.0,1.0,0.39,0.56,0.34,0.0,0.0,1.0,25.05,21.0,20.15,3.0,0.2,0.52,0.52,0.97,0.94,0.94,8477330,8478440,8479542,Dominik Kubalik,Dylan Strome,Brandon Hagel
847806784799748482654,Lindblom-Patrick-Cates,line,2,1069.0,0.75,0.48,0.41,5.8,1.07,0.35,1.37,0.19,2.08,1.93,0.79,1.05,0.77,7.0,0.0,4.0,11.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,6.0,6.0,1.0,2.0,10.0,6.0,0.0,1.0,4.0,1.0,2.0,0.06,0.18,0.83,0.0,0.0,1.0,10.42,7.0,6.72,1.0,0.08,0.83,0.83,0.32,0.31,0.3,6.74,0.35,0.44,1.7,0.21,4.28,3.02,0.35,0.36,0.36,6.0,4.0,2.0,12.0,1.0,0.0,0.0,1.0,2.0,2.0,4.0,5.0,9.0,0.0,0.0,6.0,4.0,3.0,0.0,8.0,2.0,0.0,0.16,0.19,0.0,0.0,1.0,0.0,12.66,10.0,10.52,0.0,0.09,0.0,0.0,0.44,0.45,0.45,8478067,8479974,8482654,Oskar Lindblom,Nolan Patrick,Jackson Cates
847688084772908477901,Carr-Raffl-Wilson,line,2,686.0,0.37,0.38,0.33,3.55,0.17,0.21,0.85,0.1,2.11,1.56,0.17,0.16,0.16,3.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,5.0,2.0,7.0,2.0,2.0,4.0,1.0,4.0,1.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,5.6,5.0,4.64,0.0,0.04,0.0,0.0,0.21,0.2,0.2,7.3,0.29,0.44,1.75,0.23,4.25,3.04,0.29,0.32,0.31,7.0,3.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,5.0,3.0,7.0,10.0,4.0,11.0,6.0,3.0,0.0,0.0,10.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,11.03,10.0,11.0,0.0,0.09,0.0,0.0,0.38,0.41,0.41,8476880,8477290,8477901,Tom Wilson,Michael Raffl,Daniel Carr
847747984779468482240,Brome-Larkin-Bertuzzi,line,5,1562.0,0.33,0.52,0.43,6.93,0.51,0.48,1.38,0.2,4.19,3.24,0.51,0.52,0.52,9.0,1.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,9.0,10.0,1.0,2.0,9.0,13.0,3.0,3.0,8.0,2.0,0.0,0.23,0.28,0.0,0.0,0.0,0.0,15.31,10.0,9.73,1.0,0.1,0.0,0.0,0.6,0.62,0.61,9.21,1.01,0.61,2.06,0.31,5.24,3.78,0.95,0.98,0.92,9.0,4.0,2.0,15.0,0.0,1.0,0.0,3.0,0.0,3.0,6.0,9.0,13.0,3.0,6.0,11.0,11.0,3.0,10.0,8.0,4.0,1.0,0.16,0.55,0.29,0.0,0.0,0.0,15.04,13.0,12.98,5.0,0.13,0.29,0.29,0.84,0.82,0.81,8477479,8477946,8482240,Tyler Bertuzzi,Dylan Larkin,Mathias Brome
847342284740628480762,Robinson-Foligno-Nash,line,5,1815.0,0.49,0.61,0.61,13.82,0.84,0.97,3.16,0.47,8.45,6.11,0.84,0.84,0.84,17.0,3.0,5.0,25.0,2.0,1.0,0.0,4.0,0.0,5.0,8.0,15.0,18.0,0.0,0.0,15.0,27.0,4.0,4.0,17.0,3.0,0.0,0.46,0.38,0.0,1.0,1.0,0.0,24.93,20.0,20.11,1.0,0.2,0.01,0.01,1.03,1.03,1.03,9.35,0.86,0.6,2.14,0.36,5.21,3.83,0.85,0.9,0.9,10.0,3.0,3.0,16.0,1.0,0.0,0.0,4.0,1.0,3.0,4.0,9.0,12.0,3.0,6.0,20.0,11.0,1.0,4.0,10.0,2.0,1.0,0.29,0.28,0.28,0.0,0.0,1.0,16.29,13.0,13.35,4.0,0.13,0.0,0.0,0.98,1.03,1.02,8473422,8474062,8480762,Nick Foligno,Riley Nash,Eric Robinson
847516684768518481624,Galchenyuk-Tavares-Mikheyev,line,2,671.0,0.7,0.54,0.57,10.31,1.14,0.83,2.02,0.29,5.05,3.66,1.11,1.11,1.07,12.0,1.0,2.0,15.0,0.0,1.0,0.0,1.0,1.0,3.0,7.0,12.0,13.0,0.0,0.0,6.0,5.0,1.0,3.0,6.0,7.0,0.0,0.24,0.9,0.0,0.0,0.0,0.0,14.83,13.0,12.96,2.0,0.17,0.15,0.15,1.17,1.13,1.1,6.97,0.5,0.46,1.6,0.22,4.16,3.05,0.47,0.52,0.48,5.0,5.0,3.0,13.0,0.0,0.0,0.0,3.0,0.0,5.0,2.0,5.0,10.0,0.0,0.0,10.0,5.0,0.0,2.0,8.0,2.0,0.0,0.26,0.24,0.0,0.0,0.0,0.0,13.36,10.0,10.24,0.0,0.1,0.0,0.0,0.6,0.62,0.58,8475166,8476851,8481624,John Tavares,Alex Galchenyuk,Ilya Mikheyev
847645484784028479344,Nugent-Hopkins-Mcdavid-Puljujarvi,line,31,15497.0,0.58,0.54,0.53,139.92,13.7,9.73,30.93,4.29,76.59,56.76,13.31,13.82,13.42,142.0,50.0,77.0,269.0,13.0,11.0,3.0,28.0,4.0,65.0,71.0,129.0,179.0,12.0,24.0,124.0,93.0,30.0,44.0,127.0,56.0,9.0,4.25,7.11,2.34,4.0,9.0,0.0,271.48,192.0,193.59,32.0,2.02,2.07,1.83,13.9,14.02,13.83,124.32,9.91,7.98,29.45,4.09,69.92,51.65,9.68,9.88,9.65,126.0,47.0,56.0,229.0,14.0,12.0,0.0,30.0,4.0,42.0,71.0,112.0,159.0,24.0,48.0,130.0,95.0,28.0,57.0,130.0,34.0,9.0,3.67,3.97,2.26,6.0,7.0,1.0,225.83,173.0,171.43,44.0,1.64,2.0,2.0,9.55,9.54,9.41,8476454,8478402,8479344,Ryan Nugent-Hopkins,Connor McDavid,Jesse Puljujarvi
847645684774098477493,Huberdeau-Barkov-Verhaeghe,line,20,2877.0,0.62,0.6566423357664234,0.55,20.77,2.26,1.59,4.52,0.62,10.6,7.41,2.02,2.18,1.96,17.0,10.0,12.0,39.0,2.0,3.0,0.0,3.0,0.0,13.0,6.0,15.0,25.0,0.0,0.0,20.0,9.0,5.0,10.0,16.0,9.0,2.0,0.46,1.2,0.6,0.0,2.0,0.0,38.13,27.0,26.36,2.0,0.34,0.78,0.78,1.82,1.76,1.6,15.72,1.41,1.11,3.7,0.71,8.51,6.55,1.4,1.38,1.37,18.0,4.0,4.0,26.0,2.0,1.0,0.0,4.0,1.0,4.0,10.0,16.0,20.0,4.0,8.0,15.0,17.0,6.0,3.0,15.0,7.0,0.0,0.57,0.84,0.0,1.0,1.0,0.0,25.16,22.0,21.45,3.0,0.23,0.11,0.11,1.53,1.48,1.48,8476456,8477409,8477493,Jonathan Huberdeau,Carter Verhaeghe,Aleksander Barkov
847351284741618478439,Voracek-Giroux-Konecny,line,8,4781.0,0.42,0.59,0.57,40.06,2.41,2.52,10.45,1.33,23.07,16.22,2.38,2.38,2.35,43.0,13.0,23.0,79.0,6.0,4.0,1.0,9.0,0.0,13.0,24.0,37.0,50.0,2.0,4.0,39.0,15.0,5.0,7.0,49.0,6.0,1.0,1.46,0.66,0.29,3.0,2.0,1.0,77.93,56.0,54.98,6.0,0.51,0.54,0.54,2.38,2.35,2.32,32.02,3.39,2.22,7.07,0.95,16.83,12.54,3.27,3.42,3.3,36.0,7.0,12.0,55.0,4.0,3.0,1.0,13.0,1.0,14.0,8.0,32.0,39.0,1.0,2.0,39.0,21.0,5.0,7.0,29.0,10.0,4.0,0.9,1.26,1.24,1.0,2.0,1.0,55.65,43.0,43.44,5.0,0.46,0.79,0.79,3.07,3.08,3.0,8473512,8474161,8478439,Claude Giroux,Jakub Voracek,Travis Konecny
847794984784348479996,Tuch-Glass-Kolesar,line,12,4179.0,0.5,0.49,0.51,29.59,3.09,2.09,7.43,1.0,16.67,11.72,2.97,3.09,2.97,26.0,16.0,24.0,66.0,3.0,3.0,1.0,7.0,0.0,12.0,17.0,23.0,39.0,3.0,9.0,25.0,40.0,13.0,7.0,25.0,14.0,3.0,0.82,1.59,0.68,0.0,2.0,1.0,65.69,42.0,41.36,2.0,0.44,0.64,0.64,2.89,2.85,2.82,30.63,3.14,2.06,7.53,1.01,15.02,12.23,2.74,3.13,2.73,32.0,9.0,27.0,68.0,2.0,4.0,1.0,4.0,0.0,13.0,18.0,30.0,39.0,3.0,9.0,34.0,44.0,4.0,6.0,28.0,7.0,6.0,0.7,0.84,1.6,0.0,1.0,1.0,68.04,41.0,40.77,4.0,0.43,1.09,1.09,2.48,2.48,2.31,8477949,8478434,8479996,Alex Tuch,Keegan Kolesar,Cody Glass
847515184774258478401,Wood-Zacha-Palmieri,line,12,2371.0,0.41,0.49,0.48,21.34,1.51,1.35,5.25,0.73,12.86,9.32,1.45,1.45,1.39,20.0,11.0,5.0,36.0,0.0,2.0,0.0,7.0,0.0,7.0,15.0,20.0,31.0,3.0,6.0,26.0,13.0,5.0,15.0,27.0,3.0,1.0,0.89,0.41,0.21,0.0,0.0,0.0,35.17,31.0,30.51,6.0,0.27,0.23,0.23,1.55,1.49,1.47,24.69,2.2,1.53,5.75,0.75,13.97,9.8,2.19,2.32,2.3,23.0,11.0,3.0,37.0,4.0,1.0,1.0,4.0,0.0,9.0,16.0,19.0,30.0,3.0,6.0,14.0,20.0,5.0,7.0,24.0,7.0,3.0,0.62,0.83,0.76,1.0,1.0,2.0,38.46,34.0,35.02,3.0,0.31,0.31,0.31,2.2,2.3,2.29,8475151,8477425,8478401,Kyle Palmieri,Miles Wood,Pavel Zacha
847647484795808481077,Leonard-Gambrell-Noesen,line,2,801.0,0.54,0.58,0.6,4.36,0.07,0.2,1.26,0.13,2.5,1.83,0.07,0.08,0.08,5.0,1.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,6.0,0.0,0.0,7.0,5.0,0.0,0.0,6.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,11.18,6.0,6.05,0.0,0.04,0.0,0.0,0.11,0.12,0.12,2.84,0.06,0.12,0.65,0.08,1.56,1.52,0.06,0.06,0.06,2.0,2.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,4.0,0.0,0.0,7.0,3.0,0.0,2.0,4.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,8.04,4.0,4.02,1.0,0.02,0.0,0.0,0.09,0.08,0.08,8476474,8479580,8481077,Stefan Noesen,Dylan Gambrell,John Leonard
847572284779558478542,Zucker-Mccann-Rodrigues,line,11,4393.0,0.43,0.52,0.5,32.09,2.49,2.08,7.68,0.97,17.54,13.24,2.46,2.57,2.53,34.0,10.0,15.0,59.0,2.0,3.0,0.0,7.0,2.0,15.0,15.0,32.0,42.0,4.0,6.0,32.0,25.0,12.0,7.0,34.0,9.0,1.0,1.05,1.1,0.34,1.0,1.0,0.0,60.28,44.0,45.32,4.0,0.43,0.66,0.66,2.26,2.34,2.32,31.78,3.27,2.4,7.05,1.01,17.64,12.63,3.18,3.13,3.05,31.0,13.0,11.0,55.0,6.0,1.0,1.0,6.0,2.0,14.0,15.0,25.0,38.0,3.0,6.0,37.0,31.0,13.0,14.0,32.0,9.0,3.0,1.0,1.08,1.19,3.0,2.0,1.0,51.99,44.0,41.65,8.0,0.5,0.64,0.92,2.84,2.71,2.69,8475722,8477955,8478542,Jason Zucker,Jared McCann,Evan Rodrigues
847168584793368480113,Iafallo-Kopitar-Grundstrom,line,2,894.0,0.08,0.26,0.21,3.41,0.17,0.19,0.84,0.11,2.07,1.62,0.17,0.17,0.17,4.0,1.0,4.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,4.0,5.0,0.0,0.0,9.0,3.0,1.0,0.0,5.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,8.79,5.0,5.0,0.0,0.04,0.0,0.0,0.21,0.21,0.21,14.43,1.91,1.13,3.5,0.49,7.23,4.73,1.74,1.89,1.72,14.0,5.0,7.0,26.0,3.0,3.0,1.0,2.0,1.0,3.0,7.0,11.0,16.0,0.0,0.0,6.0,3.0,1.0,0.0,13.0,3.0,3.0,0.54,0.4,0.97,1.0,0.0,2.0,26.33,19.0,19.09,0.0,0.24,0.96,0.96,1.19,1.17,1.16,8471685,8479336,8480113,Anze Kopitar,Carl Grundstrom,Alex Iafallo
847749784785858479346,Dube-Monahan-Ryan,line,2,691.0,0.66,0.67,0.71,7.26,0.4,0.46,1.68,0.2,4.25,3.01,0.39,0.4,0.39,5.0,5.0,0.0,10.0,1.0,0.0,0.0,4.0,1.0,2.0,2.0,4.0,9.0,0.0,0.0,7.0,5.0,1.0,4.0,8.0,2.0,0.0,0.18,0.22,0.0,0.0,1.0,0.0,10.35,10.0,10.15,3.0,0.09,0.0,0.0,0.49,0.49,0.47,2.97,0.21,0.21,0.59,0.09,1.64,1.26,0.21,0.2,0.2,3.0,1.0,1.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,6.0,3.0,3.0,4.0,3.0,1.0,0.0,0.08,0.13,0.0,0.0,1.0,0.0,4.52,4.0,3.82,1.0,0.04,0.0,0.0,0.25,0.24,0.24,8477497,8478585,8479346,Sean Monahan,Derek Ryan,Dillon Dube
