lineId,playerNames,position,games_played,icetime,xGoalsPercentage,corsiPercentage,fenwickPercentage,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst,playerId1,playerId2,player1Name,player2Name,goalsFor_per60,dZoneGiveaways_per60,corsi_influence_on_player1,corsi_influence_on_player2,corsi_influence_on_player1_stdDevs,corsi_influence_on_player2_stdDevs
84758258476902,Lindell-Hakanpaa,pairing,72,16662.0,0.46,0.41,0.43,102.76,9.07,6.56,24.89,3.35,54.2,40.93,8.71,9.01,8.66,100.0,39.0,47.0,186.0,9.0,8.0,2.0,27.0,5.0,28.0,62.0,91.0,130.0,17.0,37.0,157.0,167.0,30.0,35.0,96.0,31.0,12.0,2.27,3.54,3.26,2.0,4.0,3.0,186.4,139.0,139.05,22.0,1.37,1.99,1.99,8.44,8.4,8.32,131.94,10.84,8.76,31.48,4.32,73.71,53.89,10.3,10.87,10.29,136.0,47.0,87.0,270.0,8.0,10.0,1.0,35.0,4.0,60.0,66.0,128.0,175.0,18.0,39.0,106.0,124.0,22.0,53.0,137.0,37.0,9.0,3.91,4.19,2.74,3.0,4.0,1.0,269.79,183.0,181.5,30.0,1.8,2.24,2.24,10.4,10.36,10.18,8475825,8476902,Jani Hakanpaa,Esa Lindell,1.9445444724522865,4.753330932661145,0.0,0.0,2.44198460227022,2.3800373883596273
84734468477073,Macdermid-Johnson,pairing,31,7478.0,0.54,0.52,0.5,61.3,5.09,3.8,15.56,2.0,34.3,25.24,5.0,5.16,5.07,65.0,21.0,34.0,120.0,5.0,6.0,0.0,17.0,2.0,27.0,29.0,60.0,81.0,10.0,26.0,46.0,65.0,20.0,12.0,69.0,9.0,8.0,1.71,1.12,2.27,4.0,1.0,0.0,124.72,86.0,88.41,10.0,0.77,1.5,1.5,4.36,4.47,4.41,62.01,4.31,3.72,14.86,2.05,34.25,25.81,4.22,4.15,4.07,61.0,24.0,26.0,111.0,2.0,2.0,0.0,15.0,2.0,26.0,38.0,59.0,83.0,9.0,24.0,57.0,54.0,12.0,11.0,70.0,13.0,2.0,1.98,1.71,0.62,1.0,0.0,1.0,107.06,85.0,82.57,6.0,0.77,0.22,0.22,4.86,4.69,4.62,8473446,8477073,Erik Johnson,Kurtis MacDermid,2.407060711420166,4.814121422840332,0.03773463462978216,0.042488401815455656,4.803678024484802,4.904924485676914
84757968477462,Hagg-Pysyk,pairing,42,20841.0,0.44,0.46,0.46,146.97,10.72,9.76,35.32,5.1,83.85,60.25,10.58,10.84,10.7,154.0,51.0,72.0,277.0,8.0,10.0,1.0,40.0,3.0,58.0,86.0,146.0,197.0,12.0,24.0,125.0,112.0,41.0,38.0,164.0,37.0,4.0,5.22,4.33,1.18,1.0,5.0,2.0,276.9,205.0,205.45,16.0,2.0,1.25,1.25,11.47,11.59,11.51,173.95,13.41,11.76,42.32,5.75,98.94,70.83,12.46,13.35,12.43,182.0,61.0,80.0,323.0,12.0,15.0,1.0,36.0,6.0,82.0,92.0,170.0,231.0,12.0,26.0,137.0,122.0,34.0,43.0,190.0,40.0,13.0,5.2,4.76,3.45,7.0,4.0,1.0,321.96,243.0,242.48,19.0,2.42,3.39,3.54,12.28,12.31,11.94,8475796,8477462,Mark Pysyk,Robert Hagg,1.3818914639412694,2.7637829278825388,0.0,0.0,3.454061366246882,3.866902368679785
84799988481600,Anderson-Bjornfot,pairing,27,14531.0,0.52,0.49,0.5,122.3,10.77,8.35,28.78,3.82,66.51,46.78,10.34,10.66,10.22,116.0,49.0,47.0,212.0,10.0,10.0,3.0,30.0,5.0,59.0,51.0,106.0,155.0,13.0,29.0,120.0,89.0,28.0,31.0,126.0,25.0,14.0,3.92,3.09,3.76,3.0,4.0,3.0,210.78,165.0,164.03,27.0,1.74,2.55,2.17,10.34,10.17,9.97,120.38,10.09,8.15,28.34,3.83,65.71,49.88,9.8,10.42,10.12,118.0,48.0,52.0,218.0,8.0,11.0,0.0,34.0,1.0,36.0,76.0,110.0,158.0,20.0,43.0,100.0,136.0,15.0,27.0,124.0,34.0,8.0,3.79,4.16,2.15,3.0,4.0,1.0,221.95,166.0,169.02,21.0,1.68,1.83,1.83,9.94,10.25,10.13,8479998,8481600,Mikey Anderson,Tobias Bjornfot,2.477461977840479,6.689147340169293,0.0,0.010185879141332732,3.4781875502874176,4.216940413131397
84751818481542,Leddy-Seider,pairing,49,15204.0,0.51,0.47,0.48,122.36,10.81,8.33,29.6,4.05,66.44,49.75,10.31,10.48,10.0,136.0,33.0,50.0,219.0,10.0,11.0,0.0,36.0,6.0,50.0,56.0,126.0,159.0,18.0,39.0,114.0,84.0,29.0,22.0,128.0,28.0,13.0,3.75,3.43,3.64,5.0,5.0,0.0,208.72,169.0,162.2,16.0,1.73,2.69,2.92,9.62,9.33,9.22,132.62,10.59,8.98,30.26,4.22,74.94,55.0,10.34,10.91,10.66,129.0,55.0,64.0,248.0,14.0,8.0,5.0,36.0,5.0,56.0,65.0,115.0,170.0,25.0,57.0,125.0,74.0,33.0,34.0,138.0,40.0,6.0,3.99,4.95,1.65,3.0,6.0,5.0,262.18,184.0,191.66,22.0,1.86,1.6,1.6,10.85,11.19,11.0,8475181,8481542,Nick Leddy,Moritz Seider,2.367797947908445,3.788476716653512,0.0,0.0,3.530124045763804,4.0
84752278479348,Clague-Wideman,pairing,19,8954.0,0.41,0.46,0.48,60.76,4.37,3.94,14.69,1.98,33.4,24.64,4.13,4.34,4.12,63.0,20.0,24.0,107.0,5.0,8.0,0.0,9.0,1.0,20.0,40.0,58.0,78.0,14.0,31.0,68.0,56.0,10.0,47.0,68.0,12.0,3.0,1.89,1.59,0.89,4.0,1.0,0.0,105.74,83.0,81.81,34.0,0.8,1.0,1.0,4.17,4.14,4.08,66.13,6.15,4.24,16.04,2.15,35.19,27.24,5.95,6.39,6.17,70.0,21.0,33.0,124.0,12.0,5.0,2.0,11.0,3.0,27.0,33.0,58.0,79.0,12.0,27.0,70.0,57.0,17.0,30.0,66.0,16.0,9.0,1.91,1.89,2.35,8.0,3.0,1.0,127.89,91.0,93.83,25.0,0.88,1.22,1.22,5.82,6.02,5.96,8475227,8479348,Chris Wideman,Kale Clague,2.0102747375474648,13.669868215322762,0.0,0.0,3.2260436463829527,3.734103290515752
84746978479026,Borowiecki-Myers,pairing,15,7457.0,0.39,0.41,0.42,50.23,3.93,3.18,12.7,1.67,28.74,20.78,3.85,4.08,3.99,42.0,29.0,20.0,91.0,5.0,3.0,1.0,10.0,3.0,19.0,31.0,37.0,66.0,10.0,38.0,51.0,109.0,16.0,11.0,56.0,11.0,4.0,1.42,1.35,1.16,2.0,2.0,1.0,95.48,71.0,73.47,5.0,0.66,0.79,1.16,3.44,3.56,3.52,68.01,6.05,4.97,15.85,2.32,39.78,28.04,5.83,5.93,5.71,70.0,27.0,33.0,130.0,4.0,4.0,0.0,19.0,3.0,33.0,34.0,66.0,93.0,10.0,35.0,49.0,66.0,17.0,19.0,73.0,20.0,4.0,2.35,2.51,1.19,3.0,1.0,0.0,126.05,97.0,94.8,14.0,1.03,1.15,1.15,5.93,5.77,5.63,8474697,8479026,Mark Borowiecki,Philippe Myers,2.413839345581333,2.413839345581333,0.0,0.0,2.8822805567452345,1.7167179704408357
84757968480196,Bryson-Pysyk,pairing,39,7703.0,0.43,0.46,0.45,50.78,3.74,3.51,11.81,1.73,31.24,21.98,3.69,3.67,3.62,48.0,26.0,15.0,89.0,3.0,2.0,1.0,6.0,0.0,22.0,41.0,45.0,71.0,3.0,6.0,54.0,18.0,14.0,24.0,59.0,14.0,1.0,2.02,1.43,0.29,1.0,1.0,1.0,86.83,74.0,72.74,15.0,0.71,0.21,0.21,4.24,4.16,4.11,63.67,4.96,3.93,15.58,2.31,34.35,27.86,4.75,5.12,4.9,73.0,16.0,14.0,103.0,8.0,5.0,1.0,13.0,3.0,18.0,42.0,65.0,81.0,7.0,14.0,52.0,51.0,9.0,19.0,71.0,14.0,4.0,2.28,1.67,1.02,3.0,3.0,2.0,106.0,89.0,91.43,5.0,0.82,0.86,0.86,4.92,5.09,5.03,8475796,8480196,Mark Pysyk,Jacob Bryson,1.4020511489030247,7.010255744515124,0.0,0.0,3.469881067411763,3.7048324992391026
84742078479458,Holden-Zaitsev,pairing,54,30084.0,0.5,0.48,0.47,233.31,22.36,16.59,53.9,7.66,130.12,92.37,21.71,22.46,21.79,222.0,101.0,112.0,435.0,16.0,23.0,3.0,49.0,6.0,101.0,128.0,206.0,307.0,18.0,45.0,228.0,277.0,54.0,68.0,224.0,77.0,22.0,7.16,9.52,5.68,7.0,4.0,5.0,437.17,323.0,325.62,45.0,3.44,4.2,4.16,21.64,21.72,21.5,263.0,22.4,17.5,61.85,8.43,149.49,109.33,21.8,22.65,22.04,286.0,83.0,110.0,479.0,26.0,16.0,2.0,65.0,3.0,117.0,142.0,260.0,343.0,21.0,51.0,232.0,244.0,38.0,90.0,280.0,71.0,18.0,8.75,8.7,4.95,10.0,10.0,6.0,481.13,369.0,370.01,59.0,3.62,3.53,3.53,22.49,22.65,22.29,8474207,8479458,Nick Holden,Nikita Zaitsev,1.914639010769844,5.384922217790187,0.0,0.006302842626321026,3.934237201436642,4.134238907048072
84768538480043,Rielly-Liljegren,pairing,41,8694.0,0.62,0.56,0.55,101.62,11.08,7.24,22.73,3.29,54.79,38.88,10.27,11.23,10.39,95.0,43.0,45.0,183.0,17.0,15.0,5.0,20.0,2.0,41.0,43.0,78.0,121.0,8.0,19.0,90.0,59.0,19.0,23.0,94.0,32.0,12.0,3.17,3.97,3.94,4.0,7.0,6.0,186.74,138.0,140.79,12.0,1.51,3.97,3.97,8.62,8.78,8.52,80.66,6.92,5.49,18.44,2.64,45.53,34.97,6.79,6.93,6.8,87.0,27.0,28.0,142.0,13.0,4.0,2.0,22.0,4.0,30.0,41.0,74.0,101.0,12.0,27.0,70.0,73.0,9.0,23.0,80.0,29.0,5.0,2.24,3.38,1.3,4.0,6.0,3.0,140.74,114.0,112.45,17.0,1.14,1.0,1.0,7.06,7.1,6.99,8476853,8480043,Morgan Rielly,Timothy Liljegren,7.0393374741200825,4.968944099378882,0.05830237550106743,0.021073231371958157,5.24173291791959,4.448820907494879
84740318480001,Vaakanainen-Shattenkirk,pairing,14,6256.0,0.38,0.43,0.41,40.01,3.31,2.97,8.97,1.41,23.14,18.19,3.22,3.19,3.11,45.0,13.0,24.0,82.0,4.0,4.0,2.0,5.0,2.0,18.0,25.0,41.0,54.0,2.0,4.0,38.0,36.0,14.0,19.0,44.0,11.0,3.0,1.34,1.26,0.7,2.0,2.0,0.0,79.76,58.0,56.36,10.0,0.61,0.77,0.77,3.14,3.05,3.02,59.63,5.33,4.23,12.88,1.9,33.31,24.35,5.22,5.62,5.5,58.0,24.0,28.0,110.0,8.0,3.0,0.0,10.0,0.0,25.0,36.0,50.0,74.0,4.0,8.0,42.0,37.0,6.0,24.0,58.0,21.0,3.0,1.78,2.76,0.78,4.0,4.0,0.0,113.94,82.0,85.38,13.0,0.88,0.51,0.51,5.69,5.98,5.92,8474031,8480001,Kevin Shattenkirk,Urho Vaakanainen,2.301790281329924,5.754475703324808,0.0,0.0,2.138456385641735,3.6143847198398045
84745678479984,Foote-Bogosian,pairing,18,6857.0,0.56,0.51,0.54,57.97,4.86,4.31,12.74,1.97,33.18,22.93,4.55,5.01,4.67,58.0,22.0,11.0,91.0,4.0,3.0,0.0,12.0,6.0,23.0,32.0,54.0,76.0,12.0,24.0,46.0,84.0,10.0,10.0,60.0,17.0,3.0,1.95,2.04,0.87,1.0,2.0,1.0,94.33,80.0,82.17,5.0,0.89,0.74,0.74,5.01,5.09,5.01,47.5,3.85,3.27,10.67,1.58,27.18,20.45,3.77,3.91,3.84,49.0,18.0,22.0,89.0,3.0,3.0,0.0,20.0,3.0,17.0,21.0,46.0,64.0,6.0,12.0,51.0,57.0,13.0,5.0,48.0,18.0,1.0,1.52,1.98,0.35,1.0,2.0,0.0,88.26,67.0,66.91,1.0,0.67,0.56,0.56,3.96,4.03,4.01,8474567,8479984,Zach Bogosian,Cal Foote,2.1000437509114778,2.6250546886393464,0.02905206887004763,0.01524747996898429,4.618755409870815,4.324743162351262
84740138477950,Cole-Deangelo,pairing,36,8660.0,0.53,0.58,0.57,90.33,6.61,5.78,22.07,2.98,51.65,37.91,6.48,6.66,6.52,84.0,43.0,44.0,171.0,12.0,5.0,0.0,24.0,2.0,44.0,40.0,72.0,115.0,17.0,34.0,77.0,51.0,17.0,36.0,101.0,23.0,3.0,2.97,2.75,0.9,6.0,5.0,1.0,175.05,127.0,129.33,23.0,1.19,1.18,0.92,6.88,6.94,6.83,68.67,5.81,4.29,17.18,2.25,36.89,27.58,5.74,5.79,5.73,68.0,26.0,32.0,126.0,4.0,5.0,0.0,14.0,2.0,33.0,36.0,64.0,90.0,15.0,28.0,81.0,87.0,18.0,32.0,70.0,19.0,5.0,2.12,2.46,1.23,1.0,3.0,0.0,123.44,94.0,92.56,17.0,0.89,0.93,0.93,5.76,5.79,5.76,8474013,8477950,Ian Cole,Tony DeAngelo,4.988452655889145,9.56120092378753,0.06992292881444928,0.08913501083263675,5.489229241176635,5.898411104843882
84756908478430,Kylington-Tanev,pairing,73,63308.0,0.57,0.54,0.54,558.85,45.93,36.67,133.78,18.18,318.42,233.02,44.76,47.01,45.8,563.0,223.0,267.0,1053.0,56.0,32.0,6.0,136.0,23.0,216.0,323.0,507.0,730.0,58.0,119.0,589.0,403.0,123.0,196.0,595.0,154.0,37.0,17.38,18.2,10.35,22.0,24.0,10.0,1086.07,786.0,805.4,97.0,7.55,6.58,6.56,46.93,47.93,47.3,476.67,33.96,30.79,116.86,15.33,268.91,200.16,33.22,33.63,32.92,470.0,196.0,219.0,885.0,35.0,21.0,4.0,131.0,18.0,201.0,260.0,435.0,631.0,55.0,109.0,553.0,435.0,133.0,187.0,535.0,114.0,17.0,15.32,13.66,4.98,12.0,18.0,5.0,864.21,666.0,654.31,123.0,6.32,4.53,4.53,35.74,35.35,34.88,8475690,8478430,Christopher Tanev,Oliver Kylington,3.184431667403804,5.515890566753017,0.043115775255802846,0.05001326114727195,4.91828638124313,5.065190091575933
84768548479325,Lindholm-Mcavoy,pairing,10,8031.0,0.65,0.6,0.64,99.93,9.37,6.71,22.96,3.35,55.66,40.96,8.93,9.29,8.85,107.0,32.0,24.0,163.0,12.0,8.0,4.0,21.0,0.0,43.0,55.0,95.0,127.0,11.0,22.0,93.0,56.0,14.0,20.0,97.0,32.0,10.0,2.6,3.68,3.09,3.0,4.0,5.0,166.5,139.0,140.3,9.0,1.39,2.52,2.52,8.24,8.17,7.93,57.22,5.09,3.88,13.78,2.01,31.38,22.86,4.89,5.16,4.96,57.0,22.0,29.0,108.0,3.0,5.0,1.0,20.0,1.0,19.0,31.0,54.0,76.0,13.0,26.0,58.0,63.0,28.0,30.0,59.0,16.0,4.0,1.76,2.28,1.05,1.0,1.0,1.0,106.27,79.0,78.47,9.0,0.81,0.67,0.86,5.04,5.11,5.04,8476854,8479325,Hampus Lindholm,Charlie McAvoy,5.37915577138588,4.034366828539411,0.07876844655866821,0.043973459287930616,5.67762243209966,4.936553467047336
84770188479639,Hutton-Coghlan,pairing,34,11315.0,0.47,0.52,0.53,95.18,6.55,6.31,23.15,3.19,55.82,40.98,6.34,6.47,6.26,94.0,42.0,44.0,180.0,8.0,6.0,0.0,18.0,5.0,51.0,48.0,86.0,128.0,25.0,59.0,92.0,92.0,34.0,26.0,110.0,23.0,3.0,3.05,2.77,0.74,6.0,2.0,0.0,179.28,136.0,135.06,9.0,1.3,0.95,0.95,6.9,6.87,6.72,87.11,7.39,5.77,20.9,2.72,48.88,35.34,7.17,7.43,7.2,93.0,28.0,44.0,165.0,5.0,5.0,3.0,14.0,4.0,51.0,42.0,88.0,116.0,22.0,53.0,89.0,117.0,33.0,21.0,87.0,29.0,5.0,2.08,3.72,1.59,1.0,2.0,2.0,165.07,121.0,121.07,9.0,1.18,1.37,1.37,7.21,7.17,7.06,8477018,8479639,Ben Hutton,Dylan Coghlan,2.545293857711003,2.863455589924879,0.03021835243383314,0.0,4.643595095738409,3.6597624161807416
84804348481600,Bjornfot-Durzi,pairing,49,35960.0,0.48,0.5,0.5,301.77,25.58,20.29,70.47,9.79,166.21,122.66,24.89,25.56,24.9,295.0,120.0,130.0,545.0,18.0,19.0,0.0,63.0,8.0,152.0,155.0,277.0,397.0,39.0,84.0,266.0,234.0,57.0,86.0,305.0,90.0,20.0,9.57,10.92,5.08,7.0,6.0,5.0,544.9,415.0,414.85,67.0,4.19,3.39,3.13,26.63,26.64,26.22,303.47,27.28,21.15,67.94,9.68,167.25,123.71,26.64,27.47,26.81,286.0,131.0,132.0,549.0,32.0,23.0,4.0,59.0,9.0,106.0,188.0,254.0,385.0,39.0,84.0,276.0,316.0,53.0,79.0,305.0,88.0,24.0,9.82,10.81,6.64,13.0,13.0,6.0,551.09,417.0,417.7,57.0,4.37,4.79,5.0,26.66,26.79,26.46,8480434,8481600,Sean Durzi,Tobias Bjornfot,1.8020022246941043,6.707452725250279,0.0,0.02995368570510981,2.911652865473517,4.637958183236828
84768548482142,Lindholm-Drysdale,pairing,60,55420.0,0.48,0.5,0.5,448.27,33.29,29.73,108.55,15.2,257.69,190.53,32.3,33.23,32.24,452.0,183.0,193.0,828.0,33.0,34.0,3.0,105.0,9.0,194.0,260.0,419.0,602.0,57.0,124.0,419.0,252.0,91.0,139.0,506.0,105.0,24.0,14.84,12.3,6.16,15.0,13.0,5.0,825.6,635.0,633.09,79.0,6.13,5.61,5.52,33.89,33.75,33.26,453.81,35.73,30.56,107.36,14.98,261.43,192.95,34.86,35.97,35.08,473.0,170.0,197.0,840.0,38.0,29.0,1.0,134.0,22.0,172.0,248.0,435.0,605.0,66.0,148.0,449.0,330.0,94.0,168.0,497.0,121.0,25.0,14.55,14.5,6.68,17.0,19.0,2.0,848.8,643.0,649.0,89.0,6.3,5.47,5.47,36.56,36.69,36.18,8476854,8482142,Hampus Lindholm,Jamie Drysdale,2.143630458318297,5.131721400216528,0.0,0.0688808492028784,3.480156518277556,5.467034870095533
84702818480803,Keith-Bouchard,pairing,50,25773.0,0.51,0.55,0.55,250.53,21.78,16.23,60.1,8.21,137.28,105.4,21.2,22.11,21.51,264.0,85.0,126.0,475.0,26.0,17.0,7.0,55.0,10.0,111.0,130.0,238.0,323.0,28.0,59.0,217.0,177.0,73.0,100.0,261.0,64.0,24.0,7.47,7.67,6.63,4.0,11.0,11.0,487.44,349.0,356.66,67.0,3.36,3.9,3.9,21.24,21.51,21.24,208.93,20.72,14.46,47.8,6.87,112.26,83.9,19.69,20.84,19.82,206.0,80.0,109.0,395.0,15.0,14.0,1.0,43.0,8.0,83.0,123.0,191.0,271.0,26.0,57.0,202.0,190.0,58.0,105.0,197.0,67.0,22.0,6.99,7.77,5.96,5.0,8.0,2.0,390.66,286.0,285.54,71.0,3.01,2.75,2.75,20.98,21.12,20.5,8470281,8480803,Duncan Keith,Evan Bouchard,3.631707600977768,9.358631125596554,0.03272292734712534,0.006231493943472444,4.696937915623571,4.1327193118792325
84741458480157,Rosen-Bortuzzo,pairing,16,6676.0,0.54,0.52,0.52,60.66,5.63,4.4,12.93,1.94,35.84,25.26,5.54,5.82,5.73,50.0,36.0,23.0,109.0,4.0,4.0,0.0,9.0,3.0,29.0,37.0,46.0,82.0,1.0,2.0,55.0,48.0,21.0,20.0,68.0,14.0,4.0,2.68,1.84,1.11,1.0,2.0,1.0,114.38,86.0,89.02,13.0,0.91,0.72,0.72,5.82,6.01,5.98,57.43,4.76,3.76,13.62,1.85,32.26,23.76,4.59,4.71,4.54,59.0,21.0,22.0,102.0,8.0,4.0,0.0,12.0,1.0,22.0,33.0,51.0,72.0,6.0,12.0,45.0,53.0,14.0,18.0,59.0,16.0,5.0,1.79,1.61,1.37,4.0,3.0,1.0,100.47,80.0,79.24,14.0,0.78,1.16,1.16,4.39,4.33,4.18,8474145,8480157,Robert Bortuzzo,Calle Rosen,2.156980227681246,7.010185739964051,0.011719070193365377,0.013567315371358912,4.2495945508471715,4.288958759563825
84751778478452,Jones-De Haan,pairing,38,8562.0,0.56,0.56,0.54,69.82,5.74,4.59,17.16,2.31,40.09,29.13,5.61,5.71,5.58,76.0,23.0,41.0,140.0,5.0,6.0,0.0,17.0,3.0,34.0,34.0,71.0,94.0,3.0,9.0,70.0,50.0,18.0,27.0,77.0,15.0,7.0,2.12,1.8,1.81,3.0,2.0,0.0,135.43,99.0,96.81,19.0,0.94,1.44,1.22,5.46,5.41,5.34,61.85,4.45,3.88,14.54,1.97,34.77,26.4,4.4,4.59,4.54,68.0,18.0,26.0,112.0,7.0,2.0,1.0,14.0,4.0,20.0,39.0,61.0,79.0,13.0,29.0,60.0,63.0,20.0,17.0,66.0,19.0,1.0,1.77,2.22,0.46,5.0,1.0,1.0,115.47,86.0,87.82,14.0,0.8,0.6,0.6,4.65,4.74,4.71,8475177,8478452,Calvin de Haan,Caleb Jones,2.102312543798178,7.988787666433077,0.05503990842415851,0.08797751721570829,5.172248394721174,5.8737586286099495
84774958478452,Jones-Jones,pairing,40,7989.0,0.43,0.52,0.52,58.45,3.38,3.45,15.35,1.8,33.67,24.34,3.34,3.45,3.4,63.0,19.0,37.0,119.0,3.0,2.0,0.0,21.0,3.0,24.0,29.0,60.0,79.0,7.0,19.0,56.0,40.0,10.0,24.0,71.0,10.0,1.0,1.85,1.22,0.31,2.0,0.0,1.0,118.3,82.0,82.09,18.0,0.69,0.29,0.29,3.79,3.85,3.81,52.51,4.45,3.5,12.87,1.85,30.19,22.15,4.34,4.51,4.41,54.0,21.0,34.0,109.0,3.0,6.0,0.0,13.0,4.0,20.0,29.0,51.0,72.0,5.0,10.0,58.0,59.0,18.0,27.0,60.0,10.0,5.0,1.61,1.24,1.6,0.0,2.0,1.0,112.37,75.0,76.82,24.0,0.72,1.51,1.51,3.66,3.75,3.72,8477495,8478452,Seth Jones,Caleb Jones,1.3518588058580547,8.11115283514833,0.005130070122765118,0.04523491823451803,4.109261018747969,4.963420212786591
84754558479378,Stanley-Dillon,pairing,39,9641.0,0.38,0.43,0.44,63.88,5.8,4.19,14.68,2.01,34.74,26.59,5.69,5.8,5.69,65.0,23.0,31.0,119.0,4.0,4.0,0.0,14.0,1.0,29.0,36.0,61.0,84.0,7.0,17.0,54.0,80.0,20.0,23.0,64.0,19.0,5.0,1.82,2.3,1.68,1.0,3.0,0.0,118.91,88.0,88.06,17.0,0.87,1.26,1.26,5.41,5.43,5.34,81.09,9.29,5.91,19.02,2.66,43.42,30.7,8.74,9.46,8.9,78.0,33.0,46.0,157.0,7.0,9.0,1.0,11.0,5.0,37.0,42.0,71.0,104.0,8.0,19.0,75.0,69.0,20.0,27.0,68.0,31.0,12.0,2.15,3.84,3.3,3.0,3.0,1.0,160.82,111.0,113.22,20.0,1.24,2.3,2.3,8.23,8.35,8.18,8475455,8479378,Brenden Dillon,Logan Stanley,1.4936209936728555,6.347889223109636,0.0,0.0,2.17148330703165,2.4928875041519714
84734468476850,Murray-Johnson,pairing,26,8948.0,0.61,0.5,0.54,76.99,6.67,5.32,17.37,2.44,42.94,31.26,6.43,6.75,6.51,83.0,23.0,27.0,133.0,7.0,6.0,0.0,21.0,2.0,26.0,44.0,76.0,99.0,6.0,12.0,71.0,48.0,17.0,14.0,82.0,16.0,8.0,2.77,1.97,1.93,3.0,2.0,2.0,136.09,106.0,108.35,9.0,1.1,1.3,1.3,6.47,6.54,6.42,65.46,4.31,4.26,15.16,2.07,37.47,28.73,4.28,4.2,4.17,71.0,21.0,40.0,132.0,7.0,3.0,1.0,20.0,4.0,24.0,34.0,64.0,85.0,7.0,14.0,61.0,48.0,16.0,8.0,76.0,15.0,1.0,2.22,1.84,0.26,3.0,3.0,1.0,127.92,92.0,89.55,4.0,0.88,0.13,0.13,5.06,4.92,4.88,8473446,8476850,Erik Johnson,Ryan Murray,2.8162717925793475,3.620920876173447,0.017512335444895055,0.010951623232671681,4.37298040096459,4.233249348003194
84757628479325,Forbort-Mcavoy,pairing,69,18880.0,0.48,0.49,0.51,155.61,11.41,9.71,37.51,5.05,85.06,64.27,11.1,11.55,11.24,170.0,43.0,61.0,274.0,6.0,13.0,1.0,45.0,5.0,65.0,79.0,164.0,207.0,29.0,64.0,163.0,162.0,36.0,54.0,166.0,39.0,8.0,4.17,5.09,2.14,4.0,0.0,2.0,277.7,213.0,215.85,30.0,2.0,2.55,2.55,10.86,10.93,10.77,146.94,12.21,9.39,34.29,4.64,82.65,60.87,11.96,12.35,12.09,148.0,57.0,85.0,290.0,13.0,7.0,3.0,48.0,5.0,57.0,75.0,135.0,192.0,25.0,56.0,129.0,132.0,51.0,50.0,164.0,30.0,11.0,4.79,3.96,3.46,5.0,4.0,4.0,288.24,205.0,204.54,21.0,1.94,2.43,2.43,11.65,11.61,11.48,8475762,8479325,Derek Forbort,Charlie McAvoy,1.144067796610169,5.720338983050848,0.0,0.0,3.889939052686237,2.4906470117102195
