lineId,playerNames,position,games_played,icetime,xGoalsPercentage,corsiPercentage,fenwickPercentage,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst,playerId1,playerId2,player1Name,player2Name,goalsFor_per60,dZoneGiveaways_per60,corsi_influence_on_player1,corsi_influence_on_player2,corsi_influence_on_player1_stdDevs,corsi_influence_on_player2_stdDevs,combined_corsi_influence,combined_corsi_influence_negative
84758258476902,Lindell-Hakanpaa,pairing,72,16662.0,0.46,0.41,0.43,102.76,9.07,6.56,24.89,3.35,54.2,40.93,8.71,9.01,8.66,100.0,39.0,47.0,186.0,9.0,8.0,2.0,27.0,5.0,28.0,62.0,91.0,130.0,17.0,37.0,157.0,167.0,30.0,35.0,96.0,31.0,12.0,2.27,3.54,3.26,2.0,4.0,3.0,186.4,139.0,139.05,22.0,1.37,1.99,1.99,8.44,8.4,8.32,131.94,10.84,8.76,31.48,4.32,73.71,53.89,10.3,10.87,10.29,136.0,47.0,87.0,270.0,8.0,10.0,1.0,35.0,4.0,60.0,66.0,128.0,175.0,18.0,39.0,106.0,124.0,22.0,53.0,137.0,37.0,9.0,3.91,4.19,2.74,3.0,4.0,1.0,269.79,183.0,181.5,30.0,1.8,2.24,2.24,10.4,10.36,10.18,8475825,8476902,Jani Hakanpaa,Esa Lindell,1.9445444724522865,4.753330932661145,-0.07315260588168504,-0.07606117798647499,2.44198460227022,2.3800373883596273,-0.14921378386816003,0.14921378386816003
84757968477462,Hagg-Pysyk,pairing,42,20841.0,0.44,0.46,0.46,146.97,10.72,9.76,35.32,5.1,83.85,60.25,10.58,10.84,10.7,154.0,51.0,72.0,277.0,8.0,10.0,1.0,40.0,3.0,58.0,86.0,146.0,197.0,12.0,24.0,125.0,112.0,41.0,38.0,164.0,37.0,4.0,5.22,4.33,1.18,1.0,5.0,2.0,276.9,205.0,205.45,16.0,2.0,1.25,1.25,11.47,11.59,11.51,173.95,13.41,11.76,42.32,5.75,98.94,70.83,12.46,13.35,12.43,182.0,61.0,80.0,323.0,12.0,15.0,1.0,36.0,6.0,82.0,92.0,170.0,231.0,12.0,26.0,137.0,122.0,34.0,43.0,190.0,40.0,13.0,5.2,4.76,3.45,7.0,4.0,1.0,321.96,243.0,242.48,19.0,2.42,3.39,3.54,12.28,12.31,11.94,8475796,8477462,Mark Pysyk,Robert Hagg,1.3818914639412694,2.7637829278825388,-0.02563314442766118,-0.0062492569598097125,3.454061366246882,3.866902368679785,-0.03188240138747089,0.03188240138747089
84799988481600,Anderson-Bjornfot,pairing,27,14531.0,0.52,0.49,0.5,122.3,10.77,8.35,28.78,3.82,66.51,46.78,10.34,10.66,10.22,116.0,49.0,47.0,212.0,10.0,10.0,3.0,30.0,5.0,59.0,51.0,106.0,155.0,13.0,29.0,120.0,89.0,28.0,31.0,126.0,25.0,14.0,3.92,3.09,3.76,3.0,4.0,3.0,210.78,165.0,164.03,27.0,1.74,2.55,2.17,10.34,10.17,9.97,120.38,10.09,8.15,28.34,3.83,65.71,49.88,9.8,10.42,10.12,118.0,48.0,52.0,218.0,8.0,11.0,0.0,34.0,1.0,36.0,76.0,110.0,158.0,20.0,43.0,100.0,136.0,15.0,27.0,124.0,34.0,8.0,3.79,4.16,2.15,3.0,4.0,1.0,221.95,166.0,169.02,21.0,1.68,1.83,1.83,9.94,10.25,10.13,8479998,8481600,Mikey Anderson,Tobias Bjornfot,2.477461977840479,6.689147340169293,-0.0245003615070829,0.010185879141332732,3.4781875502874176,4.216940413131397,-0.01431448236575017,0.01431448236575017
84751818481542,Leddy-Seider,pairing,49,15204.0,0.51,0.47,0.48,122.36,10.81,8.33,29.6,4.05,66.44,49.75,10.31,10.48,10.0,136.0,33.0,50.0,219.0,10.0,11.0,0.0,36.0,6.0,50.0,56.0,126.0,159.0,18.0,39.0,114.0,84.0,29.0,22.0,128.0,28.0,13.0,3.75,3.43,3.64,5.0,5.0,0.0,208.72,169.0,162.2,16.0,1.73,2.69,2.92,9.62,9.33,9.22,132.62,10.59,8.98,30.26,4.22,74.94,55.0,10.34,10.91,10.66,129.0,55.0,64.0,248.0,14.0,8.0,5.0,36.0,5.0,56.0,65.0,115.0,170.0,25.0,57.0,125.0,74.0,33.0,34.0,138.0,40.0,6.0,3.99,4.95,1.65,3.0,6.0,5.0,262.18,184.0,191.66,22.0,1.86,1.6,1.6,10.85,11.19,11.0,8475181,8481542,Nick Leddy,Moritz Seider,2.367797947908445,3.788476716653512,-0.022061816939425827,0.0,3.530124045763804,4.0,-0.022061816939425827,0.022061816939425827
84752278479348,Clague-Wideman,pairing,19,8954.0,0.41,0.46,0.48,60.76,4.37,3.94,14.69,1.98,33.4,24.64,4.13,4.34,4.12,63.0,20.0,24.0,107.0,5.0,8.0,0.0,9.0,1.0,20.0,40.0,58.0,78.0,14.0,31.0,68.0,56.0,10.0,47.0,68.0,12.0,3.0,1.89,1.59,0.89,4.0,1.0,0.0,105.74,83.0,81.81,34.0,0.8,1.0,1.0,4.17,4.14,4.08,66.13,6.15,4.24,16.04,2.15,35.19,27.24,5.95,6.39,6.17,70.0,21.0,33.0,124.0,12.0,5.0,2.0,11.0,3.0,27.0,33.0,58.0,79.0,12.0,27.0,70.0,57.0,17.0,30.0,66.0,16.0,9.0,1.91,1.89,2.35,8.0,3.0,1.0,127.89,91.0,93.83,25.0,0.88,1.22,1.22,5.82,6.02,5.96,8475227,8479348,Chris Wideman,Kale Clague,2.0102747375474648,13.669868215322762,-0.03633913001647593,-0.01248449612403102,3.2260436463829527,3.734103290515752,-0.04882362614050695,0.04882362614050695
84746978479026,Borowiecki-Myers,pairing,15,7457.0,0.39,0.41,0.42,50.23,3.93,3.18,12.7,1.67,28.74,20.78,3.85,4.08,3.99,42.0,29.0,20.0,91.0,5.0,3.0,1.0,10.0,3.0,19.0,31.0,37.0,66.0,10.0,38.0,51.0,109.0,16.0,11.0,56.0,11.0,4.0,1.42,1.35,1.16,2.0,2.0,1.0,95.48,71.0,73.47,5.0,0.66,0.79,1.16,3.44,3.56,3.52,68.01,6.05,4.97,15.85,2.32,39.78,28.04,5.83,5.93,5.71,70.0,27.0,33.0,130.0,4.0,4.0,0.0,19.0,3.0,33.0,34.0,66.0,93.0,10.0,35.0,49.0,66.0,17.0,19.0,73.0,20.0,4.0,2.35,2.51,1.19,3.0,1.0,0.0,126.05,97.0,94.8,14.0,1.03,1.15,1.15,5.93,5.77,5.63,8474697,8479026,Mark Borowiecki,Philippe Myers,2.413839345581333,2.413839345581333,-0.05247964175312558,-0.10720563523855792,2.8822805567452345,1.7167179704408357,-0.1596852769916835,0.1596852769916835
84757968480196,Bryson-Pysyk,pairing,39,7703.0,0.43,0.46,0.45,50.78,3.74,3.51,11.81,1.73,31.24,21.98,3.69,3.67,3.62,48.0,26.0,15.0,89.0,3.0,2.0,1.0,6.0,0.0,22.0,41.0,45.0,71.0,3.0,6.0,54.0,18.0,14.0,24.0,59.0,14.0,1.0,2.02,1.43,0.29,1.0,1.0,1.0,86.83,74.0,72.74,15.0,0.71,0.21,0.21,4.24,4.16,4.11,63.67,4.96,3.93,15.58,2.31,34.35,27.86,4.75,5.12,4.9,73.0,16.0,14.0,103.0,8.0,5.0,1.0,13.0,3.0,18.0,42.0,65.0,81.0,7.0,14.0,52.0,51.0,9.0,19.0,71.0,14.0,4.0,2.28,1.67,1.02,3.0,3.0,2.0,106.0,89.0,91.43,5.0,0.82,0.86,0.86,4.92,5.09,5.03,8475796,8480196,Mark Pysyk,Jacob Bryson,1.4020511489030247,7.010255744515124,-0.024890371046751847,-0.013858830845771164,3.469881067411763,3.7048324992391026,-0.03874920189252301,0.03874920189252301
84740318480001,Vaakanainen-Shattenkirk,pairing,14,6256.0,0.38,0.43,0.41,40.01,3.31,2.97,8.97,1.41,23.14,18.19,3.22,3.19,3.11,45.0,13.0,24.0,82.0,4.0,4.0,2.0,5.0,2.0,18.0,25.0,41.0,54.0,2.0,4.0,38.0,36.0,14.0,19.0,44.0,11.0,3.0,1.34,1.26,0.7,2.0,2.0,0.0,79.76,58.0,56.36,10.0,0.61,0.77,0.77,3.14,3.05,3.02,59.63,5.33,4.23,12.88,1.9,33.31,24.35,5.22,5.62,5.5,58.0,24.0,28.0,110.0,8.0,3.0,0.0,10.0,0.0,25.0,36.0,50.0,74.0,4.0,8.0,42.0,37.0,6.0,24.0,58.0,21.0,3.0,1.78,2.76,0.78,4.0,4.0,0.0,113.94,82.0,85.38,13.0,0.88,0.51,0.51,5.69,5.98,5.92,8474031,8480001,Kevin Shattenkirk,Urho Vaakanainen,2.301790281329924,5.754475703324808,-0.08740399263777748,-0.018105573701401145,2.138456385641735,3.6143847198398045,-0.10550956633917863,0.10550956633917863
84804348481600,Bjornfot-Durzi,pairing,49,35960.0,0.48,0.5,0.5,301.77,25.58,20.29,70.47,9.79,166.21,122.66,24.89,25.56,24.9,295.0,120.0,130.0,545.0,18.0,19.0,0.0,63.0,8.0,152.0,155.0,277.0,397.0,39.0,84.0,266.0,234.0,57.0,86.0,305.0,90.0,20.0,9.57,10.92,5.08,7.0,6.0,5.0,544.9,415.0,414.85,67.0,4.19,3.39,3.13,26.63,26.64,26.22,303.47,27.28,21.15,67.94,9.68,167.25,123.71,26.64,27.47,26.81,286.0,131.0,132.0,549.0,32.0,23.0,4.0,59.0,9.0,106.0,188.0,254.0,385.0,39.0,84.0,276.0,316.0,53.0,79.0,305.0,88.0,24.0,9.82,10.81,6.64,13.0,13.0,6.0,551.09,417.0,417.7,57.0,4.37,4.79,5.0,26.66,26.79,26.46,8480434,8481600,Sean Durzi,Tobias Bjornfot,1.8020022246941043,6.707452725250279,-0.051100540540540584,0.02995368570510981,2.911652865473517,4.637958183236828,-0.021146854835430773,0.021146854835430773
84754558479378,Stanley-Dillon,pairing,39,9641.0,0.38,0.43,0.44,63.88,5.8,4.19,14.68,2.01,34.74,26.59,5.69,5.8,5.69,65.0,23.0,31.0,119.0,4.0,4.0,0.0,14.0,1.0,29.0,36.0,61.0,84.0,7.0,17.0,54.0,80.0,20.0,23.0,64.0,19.0,5.0,1.82,2.3,1.68,1.0,3.0,0.0,118.91,88.0,88.06,17.0,0.87,1.26,1.26,5.41,5.43,5.34,81.09,9.29,5.91,19.02,2.66,43.42,30.7,8.74,9.46,8.9,78.0,33.0,46.0,157.0,7.0,9.0,1.0,11.0,5.0,37.0,42.0,71.0,104.0,8.0,19.0,75.0,69.0,20.0,27.0,68.0,31.0,12.0,2.15,3.84,3.3,3.0,3.0,1.0,160.82,111.0,113.22,20.0,1.24,2.3,2.3,8.23,8.35,8.18,8475455,8479378,Brenden Dillon,Logan Stanley,1.4936209936728555,6.347889223109636,-0.08585329848710205,-0.07076259104292565,2.17148330703165,2.4928875041519714,-0.1566158895300277,0.1566158895300277
84757628479325,Forbort-Mcavoy,pairing,69,18880.0,0.48,0.49,0.51,155.61,11.41,9.71,37.51,5.05,85.06,64.27,11.1,11.55,11.24,170.0,43.0,61.0,274.0,6.0,13.0,1.0,45.0,5.0,65.0,79.0,164.0,207.0,29.0,64.0,163.0,162.0,36.0,54.0,166.0,39.0,8.0,4.17,5.09,2.14,4.0,0.0,2.0,277.7,213.0,215.85,30.0,2.0,2.55,2.55,10.86,10.93,10.77,146.94,12.21,9.39,34.29,4.64,82.65,60.87,11.96,12.35,12.09,148.0,57.0,85.0,290.0,13.0,7.0,3.0,48.0,5.0,57.0,75.0,135.0,192.0,25.0,56.0,129.0,132.0,51.0,50.0,164.0,30.0,11.0,4.79,3.96,3.46,5.0,4.0,4.0,288.24,205.0,204.54,21.0,1.94,2.43,2.43,11.65,11.61,11.48,8475762,8479325,Derek Forbort,Charlie McAvoy,1.144067796610169,5.720338983050848,-0.005167628711205463,-0.07086778760312085,3.889939052686237,2.4906470117102195,-0.07603541631432631,0.07603541631432631
84770348480847,Megna-Merkley,pairing,25,6441.0,0.33,0.46,0.43,49.61,3.07,3.19,11.94,1.52,27.73,20.55,3.01,3.12,3.06,47.0,21.0,36.0,104.0,4.0,2.0,0.0,10.0,0.0,29.0,23.0,43.0,64.0,5.0,13.0,42.0,42.0,19.0,10.0,56.0,10.0,2.0,1.43,1.21,0.44,2.0,2.0,0.0,104.8,68.0,68.54,7.0,0.65,0.38,0.27,3.45,3.49,3.41,64.07,6.31,4.65,15.26,2.12,35.41,26.25,6.14,6.46,6.29,61.0,29.0,30.0,120.0,5.0,7.0,2.0,17.0,3.0,24.0,34.0,56.0,85.0,5.0,13.0,48.0,40.0,16.0,12.0,64.0,18.0,8.0,1.68,2.4,2.23,1.0,2.0,2.0,120.86,90.0,90.8,8.0,0.96,1.28,1.28,5.99,6.1,5.99,8477034,8480847,Jaycob Megna,Ryan Merkley,2.235677689799721,3.912435957149511,-0.004200742444986971,-0.02510178217821779,3.9105319443879805,3.4653784007725434,-0.029302524623204762,0.029302524623204762
84702818476879,Keith-Ceci,pairing,55,30736.0,0.48,0.49,0.48,225.24,19.17,15.06,52.46,7.52,123.75,93.04,18.87,19.43,19.13,233.0,78.0,126.0,437.0,20.0,10.0,1.0,44.0,10.0,109.0,118.0,213.0,291.0,16.0,35.0,237.0,201.0,73.0,85.0,229.0,64.0,18.0,6.93,7.68,4.57,3.0,8.0,9.0,442.78,311.0,313.77,56.0,3.11,1.77,1.77,20.51,20.72,20.46,245.2,20.56,16.16,56.76,7.87,137.61,102.05,20.09,20.5,20.02,258.0,83.0,111.0,452.0,23.0,13.0,4.0,59.0,7.0,108.0,131.0,235.0,318.0,21.0,45.0,228.0,224.0,60.0,85.0,252.0,77.0,12.0,8.15,9.24,3.18,8.0,11.0,4.0,446.59,341.0,339.41,57.0,3.34,2.67,2.67,21.23,21.13,20.77,8470281,8476879,Duncan Keith,Cody Ceci,2.342529932326913,6.559083810515356,-0.029552200240262283,0.020572062156832327,3.3705927156499302,4.438146928835839,-0.008980138083429956,0.008980138083429956
84784608479369,Werenski-Peeke,pairing,57,30598.0,0.44,0.47,0.46,252.41,19.54,16.52,59.25,7.99,143.28,107.42,19.11,19.52,19.1,241.0,113.0,116.0,470.0,21.0,18.0,5.0,63.0,12.0,110.0,130.0,220.0,333.0,38.0,79.0,267.0,204.0,56.0,62.0,275.0,66.0,13.0,7.99,7.86,3.7,6.0,9.0,6.0,472.95,354.0,355.68,46.0,3.38,2.99,2.99,19.94,19.96,19.72,299.5,24.61,19.86,70.41,9.57,164.49,122.05,23.79,25.01,24.15,312.0,99.0,121.0,532.0,33.0,18.0,4.0,77.0,11.0,122.0,150.0,279.0,378.0,31.0,67.0,285.0,153.0,51.0,84.0,317.0,75.0,19.0,9.78,9.35,5.48,10.0,17.0,6.0,537.71,411.0,414.39,49.0,4.09,4.23,4.23,24.47,24.86,24.44,8478460,8479369,Zach Werenski,Andrew Peeke,2.470749722204066,5.412118439113668,-0.04830108661098753,0.0052250211287444,2.9712760637849085,4.111283299807716,-0.04307606548224313,0.04307606548224313
84788828479402,Gavrikov-Bean,pairing,58,14247.0,0.47,0.47,0.47,111.73,9.89,7.52,25.81,3.41,59.36,45.02,9.78,9.92,9.81,105.0,46.0,38.0,189.0,9.0,5.0,2.0,31.0,1.0,39.0,66.0,96.0,142.0,24.0,53.0,95.0,88.0,26.0,33.0,107.0,38.0,6.0,3.42,4.92,1.55,2.0,6.0,1.0,188.77,151.0,151.49,19.0,1.56,1.15,1.15,10.3,10.3,10.24,121.79,11.2,8.65,27.14,3.91,68.01,49.08,10.8,11.32,10.92,133.0,35.0,47.0,215.0,15.0,8.0,1.0,36.0,2.0,57.0,50.0,118.0,153.0,8.0,19.0,127.0,65.0,28.0,20.0,110.0,50.0,8.0,3.1,6.02,2.08,3.0,10.0,2.0,218.6,168.0,169.75,14.0,1.79,1.92,1.92,11.07,11.21,11.03,8478882,8479402,Vladislav Gavrikov,Jake Bean,2.274162981680353,4.801010739102969,0.0015311197942625143,-0.023338481423063495,4.032610023750734,3.502933450168901,-0.02180736162880098,0.02180736162880098
84764738478452,Jones-Murphy,pairing,30,11877.0,0.48,0.46,0.45,75.04,5.96,4.82,18.67,2.57,43.51,32.48,5.87,5.99,5.9,84.0,24.0,46.0,154.0,10.0,5.0,0.0,23.0,2.0,23.0,45.0,74.0,98.0,16.0,35.0,76.0,94.0,27.0,28.0,88.0,15.0,5.0,2.87,1.64,1.45,5.0,4.0,1.0,153.87,108.0,108.95,25.0,0.98,1.06,1.06,5.88,5.93,5.88,91.67,6.41,5.96,21.39,2.9,54.84,39.51,6.31,6.53,6.43,101.0,30.0,49.0,180.0,9.0,3.0,0.0,21.0,2.0,37.0,59.0,92.0,122.0,13.0,29.0,89.0,91.0,26.0,29.0,107.0,21.0,3.0,2.93,2.78,0.7,4.0,3.0,2.0,182.91,131.0,132.51,24.0,1.22,0.53,0.53,7.1,7.25,7.17,8476473,8478452,Connor Murphy,Caleb Jones,3.0310684516291992,7.577671129072999,-0.01911654404450458,-0.01886207159758785,3.5928529187205,3.5982727118476987,-0.03797861564209243,0.03797861564209243
84773698478840,Soucy-Borgen,pairing,18,6638.0,0.53,0.48,0.48,51.4,4.22,3.53,11.69,1.69,30.45,21.42,4.14,4.2,4.12,52.0,21.0,16.0,89.0,2.0,3.0,0.0,12.0,1.0,23.0,32.0,50.0,71.0,11.0,22.0,42.0,40.0,23.0,14.0,58.0,11.0,4.0,1.9,1.33,0.99,1.0,1.0,0.0,87.0,73.0,71.91,9.0,0.73,0.76,0.76,4.18,4.16,4.11,55.65,3.76,3.46,13.05,1.82,31.86,24.04,3.73,3.8,3.77,53.0,25.0,18.0,96.0,3.0,4.0,0.0,12.0,3.0,22.0,34.0,50.0,75.0,5.0,10.0,53.0,41.0,12.0,17.0,63.0,13.0,2.0,1.73,1.56,0.47,1.0,1.0,1.0,98.69,78.0,79.72,9.0,0.72,0.58,0.58,3.89,3.93,3.91,8477369,8478840,Carson Soucy,Will Borgen,1.084664055438385,4.880988249472733,0.006278703002775721,-0.026727486595907624,4.133724777650689,3.4307538992337374,-0.020448783593131903,0.020448783593131903
84799458480871,Bayreuther-Boqvist,pairing,15,6063.0,0.42,0.46,0.44,46.28,3.47,3.0,10.59,1.48,25.59,19.87,3.37,3.56,3.46,45.0,19.0,22.0,86.0,3.0,3.0,1.0,9.0,4.0,20.0,25.0,42.0,61.0,7.0,17.0,35.0,47.0,13.0,15.0,47.0,14.0,3.0,1.06,1.73,0.67,1.0,2.0,0.0,88.38,64.0,65.77,6.0,0.62,0.55,0.55,3.53,3.62,3.58,56.86,4.75,3.6,13.86,1.94,32.81,24.04,4.33,4.67,4.26,61.0,20.0,21.0,102.0,5.0,6.0,2.0,13.0,1.0,28.0,28.0,56.0,76.0,10.0,23.0,40.0,58.0,16.0,14.0,64.0,12.0,5.0,2.08,1.33,1.34,2.0,2.0,1.0,101.8,81.0,80.57,7.0,0.73,1.12,1.46,4.02,3.96,3.89,8479945,8480871,Gavin Bayreuther,Adam Boqvist,1.7812963879267691,3.5625927758535383,-0.02851809392792992,-0.017870676360431714,3.392617270183356,3.6193875993641247,-0.046388770288361636,0.046388770288361636
84706008475906,Suter-Klingberg,pairing,70,24124.0,0.49,0.51,0.49,203.04,17.93,13.55,47.53,6.54,114.04,84.41,17.25,17.76,17.1,206.0,78.0,112.0,396.0,20.0,16.0,4.0,48.0,9.0,74.0,117.0,186.0,264.0,22.0,44.0,205.0,149.0,38.0,70.0,208.0,59.0,17.0,6.36,6.9,4.67,5.0,9.0,6.0,396.18,284.0,283.72,38.0,2.81,3.58,3.58,17.16,17.05,16.69,211.63,18.62,14.16,52.07,7.07,117.55,86.53,18.05,18.56,18.01,209.0,87.0,92.0,388.0,19.0,21.0,3.0,43.0,8.0,89.0,116.0,190.0,277.0,22.0,44.0,156.0,142.0,43.0,62.0,214.0,68.0,14.0,6.11,8.53,3.98,9.0,5.0,5.0,383.01,296.0,293.46,34.0,2.93,4.21,4.21,17.35,17.33,17.11,8470600,8475906,Ryan Suter,John Klingberg,2.9845796716962365,5.670701376222849,0.009199662783779705,-0.011083293186860965,4.195935826185503,3.7639463251574163,-0.00188363040308126,0.00188363040308126
84754558480145,Dillon-Pionk,pairing,67,47377.0,0.47,0.48,0.47,394.07,36.19,27.31,90.98,12.97,226.04,162.52,34.99,36.19,34.99,397.0,159.0,175.0,731.0,37.0,26.0,3.0,107.0,11.0,157.0,218.0,360.0,519.0,63.0,141.0,397.0,415.0,95.0,152.0,403.0,120.0,33.0,13.09,14.63,8.48,15.0,15.0,7.0,736.52,556.0,558.71,121.0,5.65,5.66,5.92,35.92,35.94,35.24,446.88,41.03,30.2,108.02,14.41,243.56,180.78,39.33,41.23,39.52,435.0,183.0,182.0,800.0,33.0,42.0,9.0,102.0,11.0,196.0,234.0,402.0,585.0,53.0,123.0,362.0,288.0,83.0,144.0,448.0,125.0,45.0,13.34,15.45,12.24,8.0,13.0,12.0,795.67,618.0,617.08,113.0,6.27,8.94,9.2,38.1,38.27,37.39,8475455,8480145,Brenden Dillon,Neal Pionk,2.811490807775925,9.194334803807754,-0.03714113548379461,0.007046137185964529,3.2089624111749147,4.150069708357411,-0.030094998297830078,0.030094998297830078
84779388478468,Fleury-Lauzon,pairing,18,6254.0,0.45,0.43,0.47,43.98,4.05,2.95,10.51,1.39,23.7,17.39,3.96,4.07,3.97,46.0,14.0,14.0,74.0,3.0,2.0,0.0,12.0,4.0,15.0,24.0,43.0,57.0,9.0,21.0,41.0,59.0,8.0,9.0,43.0,13.0,4.0,1.13,1.88,1.05,2.0,1.0,0.0,73.52,60.0,60.03,9.0,0.61,0.57,0.57,4.09,4.09,3.99,52.48,4.96,3.42,13.14,1.57,26.29,19.63,4.8,5.01,4.85,56.0,13.0,29.0,98.0,4.0,3.0,1.0,13.0,0.0,24.0,25.0,52.0,65.0,4.0,11.0,52.0,52.0,8.0,15.0,51.0,12.0,6.0,1.49,1.59,1.88,3.0,0.0,1.0,98.79,69.0,69.26,7.0,0.71,1.01,1.01,4.67,4.72,4.69,8477938,8478468,Haydn Fleury,Jeremy Lauzon,1.726894787336105,5.180684362008314,-0.08423194577405119,-0.0621324085226565,2.2060151252989284,2.6766944525133844,-0.1463643542967077,0.1463643542967077
84712848475825,Sekera-Hakanpaa,pairing,21,12224.0,0.5,0.47,0.5,95.82,7.57,5.93,23.47,3.02,53.59,39.42,7.45,7.62,7.49,87.0,46.0,37.0,170.0,10.0,6.0,2.0,15.0,1.0,48.0,53.0,77.0,123.0,14.0,34.0,83.0,102.0,17.0,32.0,104.0,19.0,10.0,2.53,2.12,2.92,3.0,2.0,5.0,173.09,133.0,135.32,19.0,1.22,1.66,1.66,7.13,7.22,7.16,94.78,7.69,6.58,23.31,3.2,54.29,37.92,7.39,7.59,7.3,88.0,45.0,60.0,193.0,7.0,6.0,0.0,25.0,2.0,53.0,40.0,81.0,126.0,10.0,26.0,81.0,95.0,22.0,27.0,108.0,17.0,8.0,3.35,2.04,2.3,5.0,2.0,0.0,189.59,133.0,130.65,16.0,1.36,1.49,1.49,7.56,7.46,7.33,8471284,8475825,Andrej Sekera,Jani Hakanpaa,2.945026178010472,5.595549738219895,-0.024868637934599647,-0.0035442509217051277,3.470343942561125,3.9245140013417203,-0.028412888856304774,0.028412888856304774
84774998477948,Sanheim-Ristolainen,pairing,64,59068.0,0.48,0.46,0.46,488.09,43.66,32.53,115.9,15.75,261.54,195.62,42.42,43.39,42.16,486.0,179.0,207.0,872.0,47.0,45.0,8.0,106.0,26.0,208.0,233.0,439.0,618.0,69.0,155.0,494.0,467.0,101.0,132.0,481.0,141.0,43.0,14.42,17.53,11.71,18.0,17.0,12.0,863.59,665.0,661.05,88.0,6.73,8.54,8.35,42.04,41.84,41.18,557.83,46.39,37.45,131.19,17.96,311.3,230.72,44.82,46.89,45.31,555.0,220.0,254.0,1029.0,43.0,40.0,6.0,147.0,21.0,237.0,287.0,512.0,732.0,71.0,155.0,467.0,458.0,115.0,152.0,583.0,158.0,34.0,17.78,19.34,9.25,15.0,22.0,6.0,1041.55,775.0,781.37,105.0,7.74,7.34,7.34,46.78,47.18,46.3,8477499,8477948,Rasmus Ristolainen,Travis Sanheim,2.8644951581228413,5.363310083293831,0.01586305320835102,-0.05756728842194542,4.337853735430708,2.7739230792132616,-0.0417042352135944,0.0417042352135944
84764578478468,Lauzon-Larsson,pairing,51,16395.0,0.42,0.46,0.46,110.22,7.87,7.24,26.31,3.57,65.54,47.47,7.75,7.62,7.51,103.0,55.0,40.0,198.0,10.0,8.0,1.0,27.0,3.0,39.0,71.0,93.0,148.0,15.0,36.0,102.0,142.0,32.0,32.0,128.0,25.0,5.0,3.76,2.95,1.15,4.0,5.0,1.0,192.17,158.0,154.0,20.0,1.48,1.28,1.28,8.07,7.84,7.77,129.44,10.86,8.63,32.29,4.31,73.56,52.35,10.5,11.24,10.86,130.0,52.0,55.0,237.0,14.0,15.0,3.0,42.0,6.0,51.0,54.0,116.0,168.0,15.0,36.0,131.0,125.0,16.0,30.0,142.0,26.0,14.0,3.88,3.08,3.9,6.0,4.0,4.0,246.67,182.0,188.38,10.0,1.78,3.49,3.49,9.16,9.5,9.36,8476457,8478468,Adam Larsson,Jeremy Lauzon,2.195791399817017,4.391582799634035,-0.02981978383313688,-0.0333863067377817,3.364893679329163,3.288933328569003,-0.06320609057091858,0.06320609057091858
