lineId,playerNames,position,games_played,icetime,xGoalsPercentage,corsiPercentage,fenwickPercentage,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst,playerId1,playerId2,player1Name,player2Name,goalsFor_per60,dZoneGiveaways_per60,corsi_influence_on_player1,corsi_influence_on_player2,corsi_influence_on_player1_stdDevs,corsi_influence_on_player2_stdDevs,combined_corsi_influence
84734468477073,Macdermid-Johnson,pairing,31,7478.0,0.54,0.52,0.5,61.3,5.09,3.8,15.56,2.0,34.3,25.24,5.0,5.16,5.07,65.0,21.0,34.0,120.0,5.0,6.0,0.0,17.0,2.0,27.0,29.0,60.0,81.0,10.0,26.0,46.0,65.0,20.0,12.0,69.0,9.0,8.0,1.71,1.12,2.27,4.0,1.0,0.0,124.72,86.0,88.41,10.0,0.77,1.5,1.5,4.36,4.47,4.41,62.01,4.31,3.72,14.86,2.05,34.25,25.81,4.22,4.15,4.07,61.0,24.0,26.0,111.0,2.0,2.0,0.0,15.0,2.0,26.0,38.0,59.0,83.0,9.0,24.0,57.0,54.0,12.0,11.0,70.0,13.0,2.0,1.98,1.71,0.62,1.0,0.0,1.0,107.06,85.0,82.57,6.0,0.77,0.22,0.22,4.86,4.69,4.62,8473446,8477073,Erik Johnson,Kurtis MacDermid,2.407060711420166,4.814121422840332,0.03773463462978216,0.042488401815455656,3.8036780244848023,3.904924485676914,0.08022303644523782
84742078479458,Holden-Zaitsev,pairing,54,30084.0,0.5,0.48,0.47,233.31,22.36,16.59,53.9,7.66,130.12,92.37,21.71,22.46,21.79,222.0,101.0,112.0,435.0,16.0,23.0,3.0,49.0,6.0,101.0,128.0,206.0,307.0,18.0,45.0,228.0,277.0,54.0,68.0,224.0,77.0,22.0,7.16,9.52,5.68,7.0,4.0,5.0,437.17,323.0,325.62,45.0,3.44,4.2,4.16,21.64,21.72,21.5,263.0,22.4,17.5,61.85,8.43,149.49,109.33,21.8,22.65,22.04,286.0,83.0,110.0,479.0,26.0,16.0,2.0,65.0,3.0,117.0,142.0,260.0,343.0,21.0,51.0,232.0,244.0,38.0,90.0,280.0,71.0,18.0,8.75,8.7,4.95,10.0,10.0,6.0,481.13,369.0,370.01,59.0,3.62,3.53,3.53,22.49,22.65,22.29,8474207,8479458,Nick Holden,Nikita Zaitsev,1.914639010769844,5.384922217790187,-0.0030877230687140766,0.006302842626321026,2.934237201436642,3.134238907048072,0.003215119557606949
84768538480043,Rielly-Liljegren,pairing,41,8694.0,0.62,0.56,0.55,101.62,11.08,7.24,22.73,3.29,54.79,38.88,10.27,11.23,10.39,95.0,43.0,45.0,183.0,17.0,15.0,5.0,20.0,2.0,41.0,43.0,78.0,121.0,8.0,19.0,90.0,59.0,19.0,23.0,94.0,32.0,12.0,3.17,3.97,3.94,4.0,7.0,6.0,186.74,138.0,140.79,12.0,1.51,3.97,3.97,8.62,8.78,8.52,80.66,6.92,5.49,18.44,2.64,45.53,34.97,6.79,6.93,6.8,87.0,27.0,28.0,142.0,13.0,4.0,2.0,22.0,4.0,30.0,41.0,74.0,101.0,12.0,27.0,70.0,73.0,9.0,23.0,80.0,29.0,5.0,2.24,3.38,1.3,4.0,6.0,3.0,140.74,114.0,112.45,17.0,1.14,1.0,1.0,7.06,7.1,6.99,8476853,8480043,Morgan Rielly,Timothy Liljegren,7.0393374741200825,4.968944099378882,0.05830237550106743,0.021073231371958157,4.24173291791959,3.4488209074948784,0.07937560687302558
84745678479984,Foote-Bogosian,pairing,18,6857.0,0.56,0.51,0.54,57.97,4.86,4.31,12.74,1.97,33.18,22.93,4.55,5.01,4.67,58.0,22.0,11.0,91.0,4.0,3.0,0.0,12.0,6.0,23.0,32.0,54.0,76.0,12.0,24.0,46.0,84.0,10.0,10.0,60.0,17.0,3.0,1.95,2.04,0.87,1.0,2.0,1.0,94.33,80.0,82.17,5.0,0.89,0.74,0.74,5.01,5.09,5.01,47.5,3.85,3.27,10.67,1.58,27.18,20.45,3.77,3.91,3.84,49.0,18.0,22.0,89.0,3.0,3.0,0.0,20.0,3.0,17.0,21.0,46.0,64.0,6.0,12.0,51.0,57.0,13.0,5.0,48.0,18.0,1.0,1.52,1.98,0.35,1.0,2.0,0.0,88.26,67.0,66.91,1.0,0.67,0.56,0.56,3.96,4.03,4.01,8474567,8479984,Zach Bogosian,Cal Foote,2.1000437509114778,2.6250546886393464,0.02905206887004763,0.01524747996898429,3.618755409870815,3.3247431623512615,0.04429954883903192
84740138477950,Cole-Deangelo,pairing,36,8660.0,0.53,0.58,0.57,90.33,6.61,5.78,22.07,2.98,51.65,37.91,6.48,6.66,6.52,84.0,43.0,44.0,171.0,12.0,5.0,0.0,24.0,2.0,44.0,40.0,72.0,115.0,17.0,34.0,77.0,51.0,17.0,36.0,101.0,23.0,3.0,2.97,2.75,0.9,6.0,5.0,1.0,175.05,127.0,129.33,23.0,1.19,1.18,0.92,6.88,6.94,6.83,68.67,5.81,4.29,17.18,2.25,36.89,27.58,5.74,5.79,5.73,68.0,26.0,32.0,126.0,4.0,5.0,0.0,14.0,2.0,33.0,36.0,64.0,90.0,15.0,28.0,81.0,87.0,18.0,32.0,70.0,19.0,5.0,2.12,2.46,1.23,1.0,3.0,0.0,123.44,94.0,92.56,17.0,0.89,0.93,0.93,5.76,5.79,5.76,8474013,8477950,Ian Cole,Tony DeAngelo,4.988452655889145,9.56120092378753,0.06992292881444928,0.08913501083263675,4.489229241176635,4.898411104843882,0.15905793964708603
84756908478430,Kylington-Tanev,pairing,73,63308.0,0.57,0.54,0.54,558.85,45.93,36.67,133.78,18.18,318.42,233.02,44.76,47.01,45.8,563.0,223.0,267.0,1053.0,56.0,32.0,6.0,136.0,23.0,216.0,323.0,507.0,730.0,58.0,119.0,589.0,403.0,123.0,196.0,595.0,154.0,37.0,17.38,18.2,10.35,22.0,24.0,10.0,1086.07,786.0,805.4,97.0,7.55,6.58,6.56,46.93,47.93,47.3,476.67,33.96,30.79,116.86,15.33,268.91,200.16,33.22,33.63,32.92,470.0,196.0,219.0,885.0,35.0,21.0,4.0,131.0,18.0,201.0,260.0,435.0,631.0,55.0,109.0,553.0,435.0,133.0,187.0,535.0,114.0,17.0,15.32,13.66,4.98,12.0,18.0,5.0,864.21,666.0,654.31,123.0,6.32,4.53,4.53,35.74,35.35,34.88,8475690,8478430,Christopher Tanev,Oliver Kylington,3.184431667403804,5.515890566753017,0.043115775255802846,0.05001326114727195,3.91828638124313,4.065190091575933,0.0931290364030748
84768548479325,Lindholm-Mcavoy,pairing,10,8031.0,0.65,0.6,0.64,99.93,9.37,6.71,22.96,3.35,55.66,40.96,8.93,9.29,8.85,107.0,32.0,24.0,163.0,12.0,8.0,4.0,21.0,0.0,43.0,55.0,95.0,127.0,11.0,22.0,93.0,56.0,14.0,20.0,97.0,32.0,10.0,2.6,3.68,3.09,3.0,4.0,5.0,166.5,139.0,140.3,9.0,1.39,2.52,2.52,8.24,8.17,7.93,57.22,5.09,3.88,13.78,2.01,31.38,22.86,4.89,5.16,4.96,57.0,22.0,29.0,108.0,3.0,5.0,1.0,20.0,1.0,19.0,31.0,54.0,76.0,13.0,26.0,58.0,63.0,28.0,30.0,59.0,16.0,4.0,1.76,2.28,1.05,1.0,1.0,1.0,106.27,79.0,78.47,9.0,0.81,0.67,0.86,5.04,5.11,5.04,8476854,8479325,Hampus Lindholm,Charlie McAvoy,5.37915577138588,4.034366828539411,0.07876844655866821,0.043973459287930616,4.67762243209966,3.9365534670473363,0.12274190584659883
84770188479639,Hutton-Coghlan,pairing,34,11315.0,0.47,0.52,0.53,95.18,6.55,6.31,23.15,3.19,55.82,40.98,6.34,6.47,6.26,94.0,42.0,44.0,180.0,8.0,6.0,0.0,18.0,5.0,51.0,48.0,86.0,128.0,25.0,59.0,92.0,92.0,34.0,26.0,110.0,23.0,3.0,3.05,2.77,0.74,6.0,2.0,0.0,179.28,136.0,135.06,9.0,1.3,0.95,0.95,6.9,6.87,6.72,87.11,7.39,5.77,20.9,2.72,48.88,35.34,7.17,7.43,7.2,93.0,28.0,44.0,165.0,5.0,5.0,3.0,14.0,4.0,51.0,42.0,88.0,116.0,22.0,53.0,89.0,117.0,33.0,21.0,87.0,29.0,5.0,2.08,3.72,1.59,1.0,2.0,2.0,165.07,121.0,121.07,9.0,1.18,1.37,1.37,7.21,7.17,7.06,8477018,8479639,Ben Hutton,Dylan Coghlan,2.545293857711003,2.863455589924879,0.03021835243383314,-0.01597498067832559,3.643595095738409,2.6597624161807416,0.01424337175550755
84768548482142,Lindholm-Drysdale,pairing,60,55420.0,0.48,0.5,0.5,448.27,33.29,29.73,108.55,15.2,257.69,190.53,32.3,33.23,32.24,452.0,183.0,193.0,828.0,33.0,34.0,3.0,105.0,9.0,194.0,260.0,419.0,602.0,57.0,124.0,419.0,252.0,91.0,139.0,506.0,105.0,24.0,14.84,12.3,6.16,15.0,13.0,5.0,825.6,635.0,633.09,79.0,6.13,5.61,5.52,33.89,33.75,33.26,453.81,35.73,30.56,107.36,14.98,261.43,192.95,34.86,35.97,35.08,473.0,170.0,197.0,840.0,38.0,29.0,1.0,134.0,22.0,172.0,248.0,435.0,605.0,66.0,148.0,449.0,330.0,94.0,168.0,497.0,121.0,25.0,14.55,14.5,6.68,17.0,19.0,2.0,848.8,643.0,649.0,89.0,6.3,5.47,5.47,36.56,36.69,36.18,8476854,8482142,Hampus Lindholm,Jamie Drysdale,2.143630458318297,5.131721400216528,-0.02440791367916917,0.0688808492028784,2.480156518277556,4.467034870095533,0.044472935523709234
84702818480803,Keith-Bouchard,pairing,50,25773.0,0.51,0.55,0.55,250.53,21.78,16.23,60.1,8.21,137.28,105.4,21.2,22.11,21.51,264.0,85.0,126.0,475.0,26.0,17.0,7.0,55.0,10.0,111.0,130.0,238.0,323.0,28.0,59.0,217.0,177.0,73.0,100.0,261.0,64.0,24.0,7.47,7.67,6.63,4.0,11.0,11.0,487.44,349.0,356.66,67.0,3.36,3.9,3.9,21.24,21.51,21.24,208.93,20.72,14.46,47.8,6.87,112.26,83.9,19.69,20.84,19.82,206.0,80.0,109.0,395.0,15.0,14.0,1.0,43.0,8.0,83.0,123.0,191.0,271.0,26.0,57.0,202.0,190.0,58.0,105.0,197.0,67.0,22.0,6.99,7.77,5.96,5.0,8.0,2.0,390.66,286.0,285.54,71.0,3.01,2.75,2.75,20.98,21.12,20.5,8470281,8480803,Duncan Keith,Evan Bouchard,3.631707600977768,9.358631125596554,0.03272292734712534,0.006231493943472444,3.6969379156235713,3.1327193118792325,0.038954421290597785
84741458480157,Rosen-Bortuzzo,pairing,16,6676.0,0.54,0.52,0.52,60.66,5.63,4.4,12.93,1.94,35.84,25.26,5.54,5.82,5.73,50.0,36.0,23.0,109.0,4.0,4.0,0.0,9.0,3.0,29.0,37.0,46.0,82.0,1.0,2.0,55.0,48.0,21.0,20.0,68.0,14.0,4.0,2.68,1.84,1.11,1.0,2.0,1.0,114.38,86.0,89.02,13.0,0.91,0.72,0.72,5.82,6.01,5.98,57.43,4.76,3.76,13.62,1.85,32.26,23.76,4.59,4.71,4.54,59.0,21.0,22.0,102.0,8.0,4.0,0.0,12.0,1.0,22.0,33.0,51.0,72.0,6.0,12.0,45.0,53.0,14.0,18.0,59.0,16.0,5.0,1.79,1.61,1.37,4.0,3.0,1.0,100.47,80.0,79.24,14.0,0.78,1.16,1.16,4.39,4.33,4.18,8474145,8480157,Robert Bortuzzo,Calle Rosen,2.156980227681246,7.010185739964051,0.011719070193365377,0.013567315371358912,3.249594550847172,3.288958759563825,0.02528638556472429
84751778478452,Jones-De Haan,pairing,38,8562.0,0.56,0.56,0.54,69.82,5.74,4.59,17.16,2.31,40.09,29.13,5.61,5.71,5.58,76.0,23.0,41.0,140.0,5.0,6.0,0.0,17.0,3.0,34.0,34.0,71.0,94.0,3.0,9.0,70.0,50.0,18.0,27.0,77.0,15.0,7.0,2.12,1.8,1.81,3.0,2.0,0.0,135.43,99.0,96.81,19.0,0.94,1.44,1.22,5.46,5.41,5.34,61.85,4.45,3.88,14.54,1.97,34.77,26.4,4.4,4.59,4.54,68.0,18.0,26.0,112.0,7.0,2.0,1.0,14.0,4.0,20.0,39.0,61.0,79.0,13.0,29.0,60.0,63.0,20.0,17.0,66.0,19.0,1.0,1.77,2.22,0.46,5.0,1.0,1.0,115.47,86.0,87.82,14.0,0.8,0.6,0.6,4.65,4.74,4.71,8475177,8478452,Calvin de Haan,Caleb Jones,2.102312543798178,7.988787666433077,0.05503990842415851,0.08797751721570829,4.172248394721174,4.8737586286099495,0.1430174256398668
84774958478452,Jones-Jones,pairing,40,7989.0,0.43,0.52,0.52,58.45,3.38,3.45,15.35,1.8,33.67,24.34,3.34,3.45,3.4,63.0,19.0,37.0,119.0,3.0,2.0,0.0,21.0,3.0,24.0,29.0,60.0,79.0,7.0,19.0,56.0,40.0,10.0,24.0,71.0,10.0,1.0,1.85,1.22,0.31,2.0,0.0,1.0,118.3,82.0,82.09,18.0,0.69,0.29,0.29,3.79,3.85,3.81,52.51,4.45,3.5,12.87,1.85,30.19,22.15,4.34,4.51,4.41,54.0,21.0,34.0,109.0,3.0,6.0,0.0,13.0,4.0,20.0,29.0,51.0,72.0,5.0,10.0,58.0,59.0,18.0,27.0,60.0,10.0,5.0,1.61,1.24,1.6,0.0,2.0,1.0,112.37,75.0,76.82,24.0,0.72,1.51,1.51,3.66,3.75,3.72,8477495,8478452,Seth Jones,Caleb Jones,1.3518588058580547,8.11115283514833,0.005130070122765118,0.04523491823451803,3.1092610187479686,3.9634202127865916,0.05036498835728315
84734468476850,Murray-Johnson,pairing,26,8948.0,0.61,0.5,0.54,76.99,6.67,5.32,17.37,2.44,42.94,31.26,6.43,6.75,6.51,83.0,23.0,27.0,133.0,7.0,6.0,0.0,21.0,2.0,26.0,44.0,76.0,99.0,6.0,12.0,71.0,48.0,17.0,14.0,82.0,16.0,8.0,2.77,1.97,1.93,3.0,2.0,2.0,136.09,106.0,108.35,9.0,1.1,1.3,1.3,6.47,6.54,6.42,65.46,4.31,4.26,15.16,2.07,37.47,28.73,4.28,4.2,4.17,71.0,21.0,40.0,132.0,7.0,3.0,1.0,20.0,4.0,24.0,34.0,64.0,85.0,7.0,14.0,61.0,48.0,16.0,8.0,76.0,15.0,1.0,2.22,1.84,0.26,3.0,3.0,1.0,127.92,92.0,89.55,4.0,0.88,0.13,0.13,5.06,4.92,4.88,8473446,8476850,Erik Johnson,Ryan Murray,2.8162717925793475,3.620920876173447,0.017512335444895055,0.010951623232671681,3.3729804009645896,3.233249348003194,0.028463958677566736
84745658477018,Hutton-Pietrangelo,pairing,48,20697.0,0.54,0.53,0.54,184.74,16.21,12.52,44.13,6.26,103.95,76.92,15.7,16.28,15.77,189.0,71.0,86.0,346.0,10.0,12.0,2.0,41.0,7.0,98.0,92.0,179.0,250.0,8.0,25.0,145.0,121.0,47.0,54.0,190.0,56.0,14.0,5.92,6.78,3.51,4.0,2.0,4.0,346.76,260.0,260.38,28.0,2.58,2.22,2.83,15.97,15.97,15.77,159.12,14.02,10.5,37.29,5.41,90.13,67.65,13.69,14.1,13.77,166.0,59.0,87.0,312.0,12.0,14.0,2.0,38.0,4.0,70.0,87.0,154.0,213.0,20.0,47.0,162.0,246.0,45.0,54.0,169.0,42.0,14.0,4.99,5.36,3.67,3.0,8.0,1.0,309.49,225.0,225.6,31.0,2.16,2.51,2.51,13.66,13.68,13.53,8474565,8477018,Alex Pietrangelo,Ben Hutton,1.739382519205682,4.87027105377591,0.00773363548930972,0.04143148646944034,3.1647121524592294,3.88241414085267,0.04916512195875006
84779868479523,Carlsson-Montour,pairing,36,17661.0,0.55,0.55,0.54,170.45,16.97,12.41,37.81,5.7,95.73,67.37,16.05,16.87,15.98,180.0,56.0,72.0,308.0,13.0,18.0,1.0,38.0,6.0,72.0,89.0,167.0,223.0,17.0,39.0,144.0,137.0,41.0,54.0,164.0,56.0,16.0,6.03,6.68,4.27,7.0,4.0,2.0,311.76,236.0,237.56,23.0,2.59,4.14,3.97,15.6,15.63,15.29,147.24,13.84,9.9,35.79,5.18,77.83,59.46,13.15,13.76,13.09,161.0,41.0,48.0,250.0,16.0,16.0,5.0,41.0,1.0,56.0,72.0,145.0,186.0,15.0,33.0,150.0,154.0,38.0,54.0,146.0,40.0,16.0,4.39,4.71,4.74,6.0,8.0,2.0,244.79,202.0,199.82,31.0,2.06,3.32,3.32,12.58,12.53,12.43,8477986,8479523,Brandon Montour,Lucas Carlsson,2.6499065738066925,4.688296245965688,0.048034333324013856,0.031904299152608284,4.023042583876499,3.6795026470271774,0.07993863247662214
84751978476967,Kulak-Barrie,pairing,15,10604.0,0.53,0.57,0.58,91.25,7.28,6.32,20.08,2.88,51.89,38.55,6.97,7.43,7.12,90.0,37.0,37.0,164.0,12.0,4.0,2.0,16.0,5.0,43.0,47.0,78.0,115.0,12.0,24.0,85.0,86.0,27.0,40.0,98.0,21.0,8.0,2.91,2.42,1.95,5.0,3.0,4.0,169.34,127.0,130.8,27.0,1.3,0.64,0.64,7.94,8.11,7.86,67.07,6.41,4.35,15.9,2.17,36.3,26.87,6.25,6.28,6.12,68.0,24.0,33.0,125.0,5.0,6.0,2.0,18.0,1.0,26.0,36.0,63.0,87.0,12.0,24.0,77.0,87.0,19.0,31.0,68.0,17.0,7.0,2.06,2.0,2.35,0.0,3.0,2.0,121.17,92.0,89.75,14.0,0.9,2.03,2.03,5.28,5.18,5.1,8475197,8476967,Tyson Barrie,Brett Kulak,4.073934364390796,9.166352319879293,0.07946247368871506,0.030642823157830956,4.692403928151955,3.652635538192964,0.11010529684654602
84768798477498,Nurse-Ceci,pairing,65,30235.0,0.54,0.52,0.53,286.51,25.63,19.41,64.02,8.99,155.99,117.97,24.81,25.76,24.94,291.0,101.0,117.0,509.0,25.0,20.0,5.0,76.0,9.0,127.0,135.0,266.0,367.0,30.0,60.0,277.0,230.0,82.0,117.0,278.0,89.0,25.0,8.65,10.53,6.45,10.0,9.0,6.0,517.62,392.0,397.22,65.0,4.02,4.38,4.38,25.27,25.43,24.98,254.15,21.71,16.69,59.89,8.24,140.97,104.48,20.89,21.77,20.94,261.0,91.0,111.0,463.0,20.0,18.0,5.0,65.0,15.0,114.0,120.0,241.0,332.0,20.0,40.0,228.0,235.0,68.0,110.0,263.0,73.0,16.0,7.8,9.02,4.89,6.0,9.0,5.0,456.58,352.0,348.0,64.0,3.44,3.94,3.94,21.22,21.19,20.76,8476879,8477498,Cody Ceci,Darnell Nurse,2.9766826525549863,7.739374896642963,0.05203844090944787,0.02483659300072527,4.108322680150345,3.5289735595320164,0.07687503391017314
84746028475625,Irwin-Schultz,pairing,13,7138.0,0.63,0.58,0.61,73.16,5.78,5.14,17.55,2.4,41.34,29.8,5.51,5.85,5.58,76.0,26.0,26.0,128.0,8.0,8.0,2.0,17.0,3.0,29.0,37.0,68.0,94.0,5.0,10.0,56.0,59.0,10.0,11.0,74.0,24.0,4.0,2.01,2.79,0.98,1.0,6.0,1.0,130.62,102.0,103.18,9.0,1.07,1.24,1.24,5.62,5.67,5.53,46.38,3.47,3.02,10.87,1.46,25.66,19.52,3.41,3.49,3.44,48.0,16.0,27.0,91.0,6.0,2.0,0.0,10.0,4.0,19.0,23.0,42.0,58.0,4.0,8.0,58.0,47.0,11.0,19.0,49.0,14.0,1.0,1.41,1.82,0.24,3.0,3.0,0.0,90.92,64.0,64.04,15.0,0.62,0.36,0.36,3.72,3.74,3.72,8474602,8475625,Justin Schultz,Matt Irwin,4.0347436256654525,4.5390865788736345,0.09706327354468847,0.07233872084273885,5.067268457685171,4.540681149586781,0.1694019943874273
84709668477369,Giordano-Soucy,pairing,27,10826.0,0.49,0.54,0.53,84.93,6.56,6.03,20.13,2.89,49.5,34.89,6.42,6.57,6.44,87.0,33.0,45.0,165.0,7.0,6.0,1.0,27.0,6.0,35.0,39.0,80.0,113.0,19.0,47.0,76.0,63.0,27.0,24.0,91.0,27.0,2.0,2.68,3.37,0.51,2.0,4.0,1.0,162.54,120.0,119.13,8.0,1.25,0.89,1.01,6.79,6.79,6.71,76.59,6.87,4.95,18.03,2.53,41.5,32.12,6.71,6.91,6.76,73.0,33.0,33.0,139.0,7.0,7.0,1.0,17.0,2.0,26.0,47.0,66.0,99.0,13.0,35.0,110.0,77.0,20.0,27.0,77.0,23.0,6.0,2.22,2.64,2.01,4.0,3.0,0.0,144.22,106.0,109.01,14.0,1.03,1.56,1.56,6.33,6.4,6.36,8470966,8477369,Mark Giordano,Carson Soucy,2.327729539996305,2.6602623314243488,0.011081593017958746,0.07115922876949748,3.2360174643850548,4.515560146862935,0.08224082178745623
84757508480884,Merrill-Addison,pairing,13,7561.0,0.64,0.55,0.54,71.13,6.34,4.92,17.09,2.3,38.26,29.1,6.08,6.55,6.28,75.0,23.0,37.0,135.0,8.0,10.0,0.0,14.0,3.0,35.0,28.0,67.0,90.0,10.0,26.0,44.0,54.0,12.0,20.0,70.0,20.0,8.0,1.87,2.32,2.16,4.0,2.0,2.0,136.56,98.0,98.54,7.0,1.02,1.73,1.73,5.63,5.82,5.74,60.93,3.51,3.82,14.2,1.92,35.43,26.12,3.46,3.44,3.39,71.0,14.0,24.0,109.0,7.0,2.0,0.0,18.0,0.0,18.0,40.0,64.0,78.0,13.0,29.0,56.0,67.0,10.0,17.0,69.0,15.0,1.0,1.69,1.58,0.24,5.0,1.0,1.0,107.23,85.0,84.0,10.0,0.77,0.19,0.35,3.93,3.84,3.81,8475750,8480884,Jon Merrill,Calen Addison,3.80901997090332,3.332892474540405,0.049133851398507455,0.042059375533185506,4.0464602881331855,3.8957870182449437,0.09119322693169296
84779868478055,Forsling-Montour,pairing,71,17036.0,0.54,0.59,0.57,173.63,14.69,11.56,41.13,5.47,94.03,71.12,14.29,14.59,14.2,177.0,61.0,78.0,316.0,21.0,10.0,1.0,36.0,8.0,85.0,78.0,156.0,217.0,17.0,37.0,112.0,108.0,41.0,47.0,170.0,55.0,13.0,5.07,6.52,3.1,10.0,9.0,2.0,317.46,238.0,238.97,29.0,2.39,1.73,1.8,15.27,15.28,15.01,128.37,12.33,8.97,29.82,4.39,69.57,50.91,12.03,12.31,12.01,132.0,44.0,45.0,221.0,13.0,13.0,0.0,28.0,3.0,54.0,65.0,119.0,163.0,24.0,51.0,137.0,145.0,37.0,57.0,124.0,40.0,12.0,3.81,5.03,3.49,8.0,4.0,1.0,220.64,176.0,175.5,32.0,1.86,2.77,2.77,11.42,11.43,11.29,8477986,8478055,Brandon Montour,Gustav Forsling,4.437661422869218,6.128199107771778,0.08985244002846815,0.07652754783259663,4.913691021675472,4.62989542801153,0.16637998786106478
84740568478399,Siegenthaler-Subban,pairing,52,16252.0,0.49,0.52,0.52,131.42,10.53,8.11,31.68,4.45,72.42,54.81,10.35,10.43,10.25,140.0,42.0,67.0,249.0,10.0,8.0,1.0,36.0,4.0,58.0,66.0,130.0,172.0,11.0,27.0,120.0,87.0,56.0,43.0,135.0,42.0,5.0,3.88,5.08,1.56,6.0,3.0,1.0,243.95,182.0,180.09,24.0,1.67,0.91,0.91,11.29,11.17,11.02,124.79,10.83,7.86,29.36,3.88,65.83,52.23,10.38,10.98,10.54,133.0,37.0,63.0,233.0,11.0,10.0,3.0,33.0,6.0,49.0,61.0,122.0,159.0,16.0,35.0,112.0,112.0,35.0,33.0,129.0,30.0,11.0,3.69,3.71,3.43,4.0,2.0,5.0,236.23,170.0,171.72,16.0,1.62,2.25,2.25,10.21,10.37,10.22,8474056,8478399,P.K. Subban,Jonas Siegenthaler,2.215111986217081,5.316268766920993,-2.4207644028995112e-05,0.015400765017821505,2.999484421891943,3.328007850785142,0.01537655737379251
84751798476463,Brodin-Kulikov,pairing,50,17325.0,0.55,0.53,0.51,145.97,12.73,10.3,34.05,4.61,79.42,58.89,12.32,13.07,12.64,150.0,50.0,81.0,281.0,16.0,11.0,1.0,41.0,6.0,57.0,69.0,134.0,184.0,20.0,45.0,115.0,128.0,32.0,37.0,139.0,53.0,8.0,4.29,6.37,2.07,5.0,9.0,2.0,287.09,200.0,203.97,22.0,2.15,1.99,1.99,12.89,13.24,12.98,137.08,10.52,8.76,33.12,4.49,78.02,57.07,10.18,10.49,10.15,121.0,71.0,61.0,253.0,9.0,10.0,2.0,36.0,5.0,55.0,77.0,112.0,183.0,22.0,47.0,151.0,137.0,35.0,50.0,149.0,34.0,9.0,3.96,3.97,2.6,1.0,5.0,3.0,254.26,192.0,192.98,28.0,1.8,2.33,2.16,10.16,10.09,10.0,8475179,8476463,Dmitry Kulikov,Jonas Brodin,3.324675324675325,4.571428571428572,0.03657851013912444,0.03914472489058929,3.77905470811176,3.833710342705695,0.07572323502971373
