lineId,season,name,team,position,situation,games_played,icetime,iceTimeRank,xGoalsPercentage,corsiPercentage,fenwickPercentage,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
8.47464E+20,2021,Aston-Reese-Henrique-Simon,ANA,line,5on5,4,1431,13,0.6,0.56,0.55,17.79,2.11,1.19,3.88,0.58,9.35,6.91,2.01,2.02,1.93,19,5,6,30,3,4,1,3,0,5,9,16,21,1,2,17,7,5,3,13,8,3,0.28,1.17,0.65,1,2,0,28.13,24,22.7,2,0.25,0.75,0.75,1.61,1.56,1.55,14.14,1.41,0.93,3.15,0.46,8.24,5.81,1.37,1.44,1.39,17,3,4,24,1,0,0,4,0,11,4,16,19,0,0,16,5,5,3,13,6,1,0.48,0.72,0.2,0,1,0,25.93,20,21.32,2,0.19,0,0,1.6,1.64,1.59
8.47456E+13,2021,Anderson-Doughty,LAK,pairing,5on5,36,35275,49,0.57,0.59,0.59,336.02,27.8,22.43,79.19,10.99,184.36,138.24,26.84,27.94,26.98,341,122,149,612,26,22,5,82,4,125,204,315,437,34,80,278,223,50,64,355,85,23,10.57,10.67,6.55,11,8,7,619.3,463,467.4,41,4.64,5.4,4.78,27.66,27.79,27.42,237.8,21.06,16.33,55.1,7.61,130.11,95.8,20.41,21.45,20.79,238,88,96,422,25,25,5,64,10,87,115,213,301,46,105,285,285,46,83,239,66,21,7.57,7.7,5.79,7,13,5,425.9,326,329.75,58,3.39,4.4,4.64,19.8,20.12,19.87
8.47648E+20,2021,Moore-Danault-Kaliyev,LAK,line,5on5,14,4683,101,0.64,0.66,0.64,54.43,4.39,3.74,13.11,1.71,30.16,21.88,4.34,4.28,4.23,53,22,23,98,2,6,1,14,2,25,26,51,73,5,10,46,26,9,5,57,15,3,1.6,1.8,0.99,1,0,1,94.95,75,72.97,4,0.78,1.24,1.24,3.93,3.82,3.79,31.53,2.48,2.21,6.66,0.97,17.55,13.14,2.45,2.53,2.51,30,13,7,50,1,0,0,9,1,8,24,29,42,4,8,38,46,3,9,33,10,0,1.22,1.25,0,1,0,0,51.27,43,43.77,6,0.46,0,0,2.94,3,2.97
8.47122E+20,2021,Roussel-Nash-Ladd,ARI,line,5on5,3,979,27,0.27,0.23,0.25,5.36,0.26,0.27,1.29,0.15,2.74,2.28,0.26,0.25,0.25,4,3,1,8,0,0,0,0,0,2,5,4,7,0,0,11,8,6,4,6,1,0,0.15,0.12,0,0,0,0,7.9,7,6.93,3,0.05,0,0,0.32,0.3,0.3,14.54,0.73,0.91,4.05,0.52,8.28,6.5,0.71,0.75,0.73,10,11,6,27,0,3,0,4,0,8,6,10,21,2,4,6,12,4,1,19,2,0,0.48,0.25,0,0,0,0,26.92,21,21.12,1,0.19,0.22,0.22,0.7,0.73,0.72
8.47685E+13,2021,Rielly-Dermott,TOR,pairing,5on5,28,5256,204,0.39,0.5,0.46,42.35,3.57,2.93,9.01,1.22,23.43,16.85,3.53,3.45,3.42,42,15,24,81,5,0,0,10,1,12,29,37,52,4,8,36,23,17,23,39,16,2,1.26,1.87,0.44,1,2,2,78.01,57,55.37,13,0.61,0,0,4.17,4.04,4,49.46,5.64,3.48,11.18,1.64,25.21,19.86,5.4,5.92,5.66,49,18,14,81,6,5,3,11,0,21,24,43,61,4,8,35,38,6,23,46,11,10,1.2,1.44,2.99,0,2,4,82.98,67,69.15,20,0.73,1.43,1.34,5.03,5.24,5.11
8.47575E+20,2021,Hall-Coyle-Studnicka,BOS,line,5on5,4,900,33,0.58,0.56,0.54,9.62,1.03,0.82,1.8,0.31,5.2,3.85,0.96,1.06,0.99,8,5,6,19,1,1,0,2,0,6,3,7,12,0,0,6,17,1,1,8,4,1,0.24,0.49,0.3,1,0,0,18.8,13,13.03,0,0.17,0.3,0.3,0.91,0.93,0.89,7.47,0.75,0.48,1.81,0.29,4.42,3.24,0.75,0.73,0.73,7,4,4,15,1,1,0,2,0,3,4,6,10,1,2,5,13,1,7,8,3,0,0.37,0.38,0,0,1,0,14.69,11,10.83,4,0.1,0.07,0.07,0.78,0.77,0.76
8.4752E+13,2021,Nurse-Barrie,EDM,pairing,5on5,48,18303,210,0.5,0.5,0.47,163.45,13.78,11.19,38.1,5.22,92.02,67.68,13.18,13.94,13.33,166,62,81,309,14,10,4,41,5,76,82,152,214,27,54,179,126,33,62,176,42,10,5.51,5.3,2.96,5,5,4,313.02,228,229.8,39,2.33,2.65,2.9,13.21,13.32,13.02,183.79,13.91,12.02,44.56,6.1,106.31,76.1,13.54,13.91,13.54,186,73,51,310,12,16,1,32,8,91,100,174,247,19,38,137,121,45,42,200,55,4,6.38,6.4,1.13,9,2,1,309.51,259,259.55,29,2.46,1.74,1.74,14.63,14.63,14.34
8.47355E+20,2021,Crouse-Galchenyuk-Kessel,ARI,line,5on5,19,6417,129,0.25,0.35,0.32,39.25,2.74,2.69,9.52,1.26,23.7,16.1,2.66,2.76,2.68,36,20,21,77,4,3,0,8,2,18,21,32,52,14,31,48,47,8,22,43,13,0,1.17,1.57,0,1,3,0,76.35,56,56.12,11,0.56,0.29,0.29,3,3.04,2.95,87.84,8.06,6.27,20.59,2.91,48.01,34.16,7.7,8.18,7.82,86,34,26,146,6,11,2,27,2,47,27,80,114,6,15,53,32,14,19,85,26,9,2.46,3.29,2.3,2,2,2,148.33,120,121.65,9,1.3,2.11,2.11,7.25,7.36,7.12
8.47569E+20,2021,Kaprizov-Gaudreau-Zuccarello,MIN,line,5on5,33,4566,285,0.51,0.51,0.51,33.04,2.14,2.12,7.51,1.01,19.48,14.73,2.09,2.14,2.09,25,22,18,65,2,2,0,7,1,9,26,23,45,2,4,21,23,9,14,40,6,1,1.14,0.67,0.32,1,1,0,64.89,47,47.13,8,0.43,0.37,0.37,2.2,2.19,2.17,31.21,2.04,2.06,7.57,1.1,18.44,13.79,2.01,2.07,2.03,33,12,18,63,3,2,0,7,1,12,20,30,42,4,8,34,27,9,16,36,9,0,0.98,1.07,0,0,3,0,63.48,45,45.54,9,0.42,0.22,0.22,2.24,2.26,2.24
8.47403E+13,2021,Fowler-Shattenkirk,ANA,pairing,5on5,76,20585,348,0.54,0.52,0.53,175.84,15.13,11.17,40.73,5.74,93.05,75.17,14.64,15.04,14.56,170,71,69,310,20,16,5,40,4,65,96,150,221,16,38,138,122,38,53,180,46,15,5.33,5.74,4.05,6,7,7,305.19,241,238.01,28,2.31,3.34,3.52,13.93,13.94,13.74,154.57,12.89,10.5,35.24,4.87,88.03,64.48,12.61,12.84,12.57,163,53,76,292,12,9,2,38,10,62,85,151,204,19,44,174,108,31,72,161,49,6,5.14,6.04,1.71,5,5,2,290.75,216,215.6,35,2.17,2.02,2.02,13.05,12.97,12.78
8.47167E+20,2021,Ehlers-Stastny-Connor,WPG,line,5on5,7,2774,49,0.37,0.42,0.34,15.52,1.87,1.16,3.23,0.49,8.82,6.43,1.83,1.96,1.92,20,2,14,36,1,1,0,5,0,7,8,19,21,1,2,23,10,6,6,15,6,1,0.62,0.83,0.42,0,1,0,36.92,22,22.39,4,0.25,0.42,0.42,1.7,1.76,1.74,31.1,3.16,2.42,6.45,0.93,16.72,12.31,3,3.02,2.86,31,11,8,50,1,2,1,6,1,12,20,30,41,1,2,16,13,9,5,27,12,3,0.88,1.57,0.72,0,0,1,48.21,42,40.6,3,0.5,0.49,0.49,3.18,3.05,2.97
8.47892E+13,2021,Romanov-Niku,MTL,pairing,5on5,8,1081,60,0.6,0.45,0.56,9.96,0.86,0.69,2.3,0.31,5.8,4.03,0.85,0.89,0.88,10,4,1,15,2,0,0,2,0,4,6,8,12,1,2,8,10,2,3,11,3,0,0.46,0.4,0,0,2,0,15.56,14,14.51,3,0.14,0,0,1,1.04,1.03,8.02,0.58,0.47,2,0.3,4.4,3.25,0.58,0.6,0.59,9,2,7,18,0,0,0,2,0,5,4,9,11,1,2,8,12,0,3,9,2,0,0.33,0.25,0,0,0,0,18.36,11,11.37,3,0.1,0,0,0.68,0.7,0.69
8.47639E+20,2021,Trenin-Sissons-Cousins,NSH,line,5on5,10,860,88,0.55,0.57,0.5,6.94,0.63,0.49,1.7,0.25,4.09,2.84,0.62,0.64,0.63,7,3,3,13,0,1,0,2,0,3,4,7,10,3,9,5,9,0,3,6,4,0,0.14,0.48,0,0,0,0,13.45,10,10.46,2,0.1,0.12,0.12,0.61,0.62,0.62,7.19,0.5,0.49,2.08,0.22,3.98,2.73,0.49,0.49,0.48,8,2,0,10,1,0,0,3,0,2,4,7,9,5,13,9,12,1,1,9,1,0,0.33,0.17,0,0,1,0,9.83,10,9.92,1,0.1,0,0,0.61,0.59,0.58
8.48112E+13,2021,Benoit-Drysdale,ANA,pairing,5on5,24,863,189,0.32,0.25,0.26,5.65,0.7,0.33,1.29,0.19,2.3,2.19,0.63,0.69,0.62,6,1,3,10,0,1,0,2,0,2,2,6,7,0,0,1,5,0,2,4,1,2,0.1,0.09,0.51,0,0,0,9.79,7,6.94,1,0.07,0.21,0.21,0.57,0.56,0.54,14.67,1.47,0.91,3.45,0.49,7.65,6.03,1.44,1.53,1.5,14,6,10,30,2,2,0,3,0,7,6,12,18,0,0,0,7,5,2,15,3,2,0.37,0.34,0.77,1,0,1,31.29,20,20.95,1,0.19,0.48,0.48,1.18,1.24,1.22
8.47695E+20,2021,Harkins-Toninato-Poganski,WPG,line,5on5,9,701,108,0.18,0.26,0.22,2.93,0.25,0.15,0.82,0.1,1.34,1.34,0.25,0.24,0.24,2,2,2,6,0,0,0,0,0,2,2,2,4,1,2,4,9,0,1,2,2,0,0.04,0.21,0,0,0,0,5.9,4,3.91,1,0.03,0,0,0.29,0.27,0.27,10.56,1.12,0.74,2.12,0.33,5.29,4.4,1.05,1.13,1.07,9,5,3,17,0,2,0,0,0,6,6,9,14,0,0,4,7,1,0,9,3,2,0.24,0.39,0.5,0,0,0,17.52,14,14.69,0,0.16,0.43,0.43,0.84,0.88,0.86
8.47685E+13,2021,Lindholm-Mahura,ANA,pairing,5on5,10,660,62,0.88,0.83,0.78,4.79,0.31,0.3,0.94,0.16,2.91,2.39,0.31,0.29,0.29,3,4,3,10,0,0,0,0,0,0,7,3,7,1,2,2,2,3,1,5,2,0,0.12,0.19,0,0,0,0,9.76,7,6.88,1,0.06,0,0,0.37,0.35,0.35,1.47,0.04,0.08,0.42,0.04,0.8,0.61,0.04,0.04,0.04,1,1,0,2,0,0,0,0,0,1,1,1,2,3,6,2,3,3,2,2,0,0,0.04,0,0,0,0,0,2.15,2,2.12,0,0.01,0,0,0.06,0.06,0.06
8.47749E+20,2021,Drouin-Dvorak-Pitlick,MTL,line,5on5,2,1181,3,0.38,0.4,0.48,6.78,0.43,0.49,1.79,0.25,4.07,2.96,0.42,0.43,0.42,7,3,0,10,1,0,0,1,1,3,4,6,9,1,2,12,14,1,6,9,1,0,0.32,0.1,0,0,1,0,9.8,10,9.81,4,0.1,0,0,0.53,0.53,0.52,7.64,0.7,0.57,1.7,0.23,4.72,3.08,0.69,0.69,0.68,8,3,4,15,1,0,0,2,2,4,2,7,10,1,2,9,10,0,6,7,4,0,0.21,0.48,0,0,1,0,14.83,11,11.02,4,0.12,0,0,0.82,0.81,0.8
8.47461E+20,2021,Drury-Stepan-Noesen,CAR,line,5on5,2,646,8,0.71,0.73,0.75,4.33,0.25,0.26,1.2,0.14,2.47,1.68,0.24,0.25,0.24,3,3,5,11,0,0,0,1,0,3,2,3,6,0,0,9,5,0,4,5,1,0,0.12,0.13,0,0,0,0,11.48,6,6.25,1,0.05,0,0,0.31,0.31,0.29,1.45,0.1,0.07,0.38,0.04,0.84,0.57,0.1,0.1,0.1,0,2,2,4,0,0,0,0,0,0,2,0,2,0,0,5,5,2,2,2,0,0,0.1,0,0,0,0,0,3.92,2,1.92,0,0.01,0,0,0.12,0.12,0.12
8.47639E+20,2021,Lorentz-Trocheck-Necas,CAR,line,5on5,8,1414,71,0.23,0.36,0.31,7.85,0.46,0.49,1.99,0.23,4.6,3.22,0.46,0.49,0.48,6,5,5,16,2,0,0,2,0,2,5,4,9,4,8,13,13,0,5,9,2,0,0.27,0.19,0,0,2,0,17.11,11,11.71,1,0.1,0,0,0.57,0.6,0.59,17.56,1.56,1.19,4.05,0.55,9.49,7.16,1.44,1.49,1.38,19,5,4,28,1,3,0,3,0,8,9,18,23,0,0,11,21,1,2,17,6,1,0.49,0.72,0.35,1,0,0,27.08,24,23.19,2,0.25,0.65,0.65,1.16,1.12,1.09
8.47629E+20,2021,Galchenyuk-Dzingel-Schmaltz,ARI,line,5on5,2,803,7,0.2,0.23,0.11,0.88,0.12,0.09,0.12,0.02,0.42,0.23,0.12,0.12,0.12,1,0,2,3,1,0,0,0,0,0,0,0,0,1,2,7,6,2,5,0,1,0,0,0.12,0,0,1,0,2.73,1,1.04,4,0.02,0,0,0.14,0.14,0.14,5.68,0.47,0.4,1.22,0.17,3.37,2.38,0.47,0.52,0.52,7,1,2,10,1,0,0,0,0,2,5,6,7,0,0,7,5,3,3,5,3,0,0.19,0.28,0,0,1,0,10.65,8,8.51,2,0.08,0,0,0.55,0.61,0.61
8.47459E+20,2021,Formenton-Stutzle-Ennis,OTT,line,5on5,19,1740,288,0.54,0.53,0.57,18.3,1.07,1.22,3.98,0.6,10.97,8.17,1.05,1.03,1.02,17,9,5,31,0,0,0,4,1,10,11,17,26,1,2,7,13,4,5,24,2,0,0.83,0.23,0,0,0,0,30.24,26,25.42,5,0.25,0,0,1.31,1.27,1.25,13.97,0.9,0.94,3.25,0.44,8.33,6.15,0.89,0.95,0.94,12,8,7,27,0,0,0,4,0,8,8,12,20,1,2,17,6,0,2,18,2,0,0.67,0.22,0,0,0,0,28.45,20,20.63,0,0.19,0,0,1.09,1.14,1.14
8.47748E+20,2021,Bertuzzi-Suter-Fabbri,DET,line,5on5,27,11202,144,0.49,0.51,0.49,89.53,7.77,6.07,20.59,2.87,49.44,36.26,7.48,7.73,7.44,85,38,41,164,9,8,2,18,7,34,47,76,114,13,31,105,34,14,23,88,31,4,2.86,3.72,1.19,2,6,1,162.52,123,122.17,12,1.26,1.42,1.42,7.61,7.57,7.48,91.43,8.02,6.35,21.14,2.85,51.02,36.62,7.79,8.27,8.04,98,28,31,157,10,5,2,18,3,43,47,88,116,11,27,76,45,20,20,87,33,6,2.31,3.98,1.72,5,2,3,161.64,126,129.24,11,1.31,0.6,0.58,8.75,9.04,8.85
8.4758E+13,2021,Pysyk-Miller,BUF,pairing,5on5,20,2824,163,0.45,0.49,0.44,23.13,1.46,1.44,5.66,0.71,13.17,9.56,1.41,1.42,1.37,20,12,15,47,1,1,0,4,0,11,15,19,31,3,6,7,10,4,5,26,5,1,0.67,0.55,0.24,1,0,0,45.62,32,31.33,4,0.29,0.18,0.18,1.57,1.54,1.5,29.15,1.76,1.76,7.09,0.88,15.64,12.86,1.72,1.77,1.72,29,11,8,48,1,2,0,10,2,11,14,28,39,2,4,21,19,2,7,35,3,2,1.03,0.32,0.41,1,0,0,48.71,40,40.56,2,0.36,0.41,0.41,1.71,1.72,1.68
8.47735E+13,2021,Carlsson-Weegar,FLA,pairing,5on5,16,2103,132,0.59,0.65,0.69,25.74,1.85,1.86,5.75,0.85,14.4,11.29,1.81,1.97,1.93,29,7,15,51,2,1,1,11,0,12,10,27,34,2,4,15,19,7,4,31,4,1,0.97,0.57,0.31,0,1,1,55.22,36,38.05,1,0.38,0.31,0.31,1.92,2.01,1.99,12.05,1.27,0.87,3.04,0.48,6.15,4.19,1.23,1.3,1.26,14,2,11,27,0,1,0,4,0,3,8,14,16,0,0,21,23,7,8,10,5,1,0.37,0.62,0.28,0,0,0,26.38,16,15.83,6,0.19,0.28,0.28,1.18,1.2,1.19
