lineId,playerNames,position,games_played,icetime,iceTimeRank,xGoalsPercentage,corsiPercentage,fenwickPercentage,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst,playerId1,playerId2,player1Name,player2Name,corsi_influence_on_player1,corsi_influence_on_player2
84774198480860,Bahl-Geertsen,pairing,3,762.0,14.0,0.4,0.36,0.29,3.65,0.4,0.21,0.94,0.13,1.99,1.33,0.4,0.4,0.4,4.0,1.0,3.0,8.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,4.0,5.0,1.0,2.0,7.0,9.0,1.0,0.0,3.0,2.0,0.0,0.12,0.28,0.0,0.0,0.0,0.0,7.64,5.0,4.83,0.0,0.04,0.0,0.0,0.45,0.44,0.44,8.74,0.62,0.46,2.11,0.27,4.85,3.69,0.6,0.64,0.63,7.0,5.0,2.0,14.0,2.0,0.0,0.0,0.0,1.0,4.0,5.0,5.0,10.0,0.0,0.0,6.0,2.0,1.0,1.0,9.0,3.0,0.0,0.31,0.31,0.0,0.0,2.0,0.0,14.65,12.0,12.42,1.0,0.1,0.0,0.0,0.71,0.74,0.73,8477419,8480860,Mason Geertsen,Kevin Bahl,-0.09460902548142386,-0.08632562000622601
84758258476902,Lindell-Hakanpaa,pairing,72,16662.0,352.0,0.46,0.41,0.43,102.76,9.07,6.56,24.89,3.35,54.2,40.93,8.71,9.01,8.66,100.0,39.0,47.0,186.0,9.0,8.0,2.0,27.0,5.0,28.0,62.0,91.0,130.0,17.0,37.0,157.0,167.0,30.0,35.0,96.0,31.0,12.0,2.27,3.54,3.26,2.0,4.0,3.0,186.4,139.0,139.05,22.0,1.37,1.99,1.99,8.44,8.4,8.32,131.94,10.84,8.76,31.48,4.32,73.71,53.89,10.3,10.87,10.29,136.0,47.0,87.0,270.0,8.0,10.0,1.0,35.0,4.0,60.0,66.0,128.0,175.0,18.0,39.0,106.0,124.0,22.0,53.0,137.0,37.0,9.0,3.91,4.19,2.74,3.0,4.0,1.0,269.79,183.0,181.5,30.0,1.8,2.24,2.24,10.4,10.36,10.18,8475825,8476902,Jani Hakanpaa,Esa Lindell,-0.07646828057107391,-0.07315260588168498
84794028480871,Bean-Boqvist,pairing,26,3844.0,176.0,0.29,0.4,0.38,28.25,1.72,1.61,6.8,0.88,15.44,12.56,1.7,1.69,1.68,27.0,12.0,8.0,47.0,5.0,0.0,0.0,9.0,4.0,5.0,16.0,22.0,34.0,4.0,8.0,29.0,21.0,7.0,15.0,34.0,5.0,0.0,1.12,0.6,0.0,3.0,2.0,0.0,44.99,39.0,37.99,9.0,0.33,0.0,0.0,2.05,2.02,2.0,45.81,4.24,3.1,10.0,1.34,24.74,18.63,4.12,4.47,4.34,50.0,13.0,9.0,72.0,2.0,5.0,0.0,15.0,1.0,18.0,22.0,48.0,61.0,1.0,2.0,29.0,17.0,5.0,8.0,44.0,14.0,5.0,1.3,1.64,1.29,1.0,1.0,0.0,78.09,63.0,67.02,4.0,0.64,1.06,1.06,3.75,3.94,3.89,8479402,8480871,Jake Bean,Adam Boqvist,-0.07974166560537632,-0.09610518058051892
84716778479439,Johnson-Macdonald,pairing,5,1396.0,30.0,0.62,0.65,0.58,12.61,1.01,0.88,2.78,0.4,7.4,5.53,1.0,1.05,1.03,12.0,6.0,10.0,28.0,1.0,1.0,0.0,3.0,0.0,8.0,5.0,11.0,17.0,3.0,9.0,13.0,8.0,1.0,2.0,14.0,3.0,1.0,0.27,0.4,0.34,1.0,0.0,0.0,29.39,18.0,18.4,0.0,0.18,0.34,0.34,0.85,0.88,0.87,9.53,0.61,0.53,2.34,0.3,5.27,3.94,0.61,0.59,0.59,11.0,2.0,2.0,15.0,1.0,0.0,0.0,5.0,0.0,7.0,0.0,10.0,12.0,2.0,7.0,6.0,10.0,6.0,3.0,10.0,2.0,1.0,0.18,0.22,0.21,0.0,1.0,0.0,14.19,13.0,12.53,2.0,0.11,0.0,0.0,0.72,0.69,0.69,8471677,8479439,Jack Johnson,Jacob MacDonald,0.041830699626254186,0.1746547354229862
84789158481014,Romanov-Niku,pairing,8,1081.0,60.0,0.6,0.45,0.56,9.96,0.86,0.69,2.3,0.31,5.8,4.03,0.85,0.89,0.88,10.0,4.0,1.0,15.0,2.0,0.0,0.0,2.0,0.0,4.0,6.0,8.0,12.0,1.0,2.0,8.0,10.0,2.0,3.0,11.0,3.0,0.0,0.46,0.4,0.0,0.0,2.0,0.0,15.56,14.0,14.51,3.0,0.14,0.0,0.0,1.0,1.04,1.03,8.02,0.58,0.47,2.0,0.3,4.4,3.25,0.58,0.6,0.59,9.0,2.0,7.0,18.0,0.0,0.0,0.0,2.0,0.0,5.0,4.0,9.0,11.0,1.0,2.0,8.0,12.0,0.0,3.0,9.0,2.0,0.0,0.33,0.25,0.0,0.0,0.0,0.0,18.36,11.0,11.37,3.0,0.1,0.0,0.0,0.68,0.7,0.69,8478915,8481014,Sami Niku,Alexander Romanov,-0.05064701730698412,0.009829563277682918
84811228482142,Benoit-Drysdale,pairing,24,863.0,189.0,0.32,0.25,0.26,5.65,0.7,0.33,1.29,0.19,2.3,2.19,0.63,0.69,0.62,6.0,1.0,3.0,10.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,6.0,7.0,0.0,0.0,1.0,5.0,0.0,2.0,4.0,1.0,2.0,0.1,0.09,0.51,0.0,0.0,0.0,9.79,7.0,6.94,1.0,0.07,0.21,0.21,0.57,0.56,0.54,14.67,1.47,0.91,3.45,0.49,7.65,6.03,1.44,1.53,1.5,14.0,6.0,10.0,30.0,2.0,2.0,0.0,3.0,0.0,7.0,6.0,12.0,18.0,0.0,0.0,0.0,7.0,5.0,2.0,15.0,3.0,2.0,0.37,0.34,0.77,1.0,0.0,1.0,31.29,20.0,20.95,1.0,0.19,0.48,0.48,1.18,1.24,1.22,8481122,8482142,Simon Benoit,Jamie Drysdale,-0.21901318863660207,-0.22049977419840439
84757968476525,Pysyk-Miller,pairing,20,2824.0,163.0,0.45,0.49,0.44,23.13,1.46,1.44,5.66,0.71,13.17,9.56,1.41,1.42,1.37,20.0,12.0,15.0,47.0,1.0,1.0,0.0,4.0,0.0,11.0,15.0,19.0,31.0,3.0,6.0,7.0,10.0,4.0,5.0,26.0,5.0,1.0,0.67,0.55,0.24,1.0,0.0,0.0,45.62,32.0,31.33,4.0,0.29,0.18,0.18,1.57,1.54,1.5,29.15,1.76,1.76,7.09,0.88,15.64,12.86,1.72,1.77,1.72,29.0,11.0,8.0,48.0,1.0,2.0,0.0,10.0,2.0,11.0,14.0,28.0,39.0,2.0,4.0,21.0,19.0,2.0,7.0,35.0,3.0,2.0,1.03,0.32,0.41,1.0,0.0,0.0,48.71,40.0,40.56,2.0,0.36,0.41,0.41,1.71,1.72,1.68,8475796,8476525,Mark Pysyk,Colin Miller,-0.003674757358917591,0.015146061826555035
84773468479523,Carlsson-Weegar,pairing,16,2103.0,132.0,0.59,0.65,0.69,25.74,1.85,1.86,5.75,0.85,14.4,11.29,1.81,1.97,1.93,29.0,7.0,15.0,51.0,2.0,1.0,1.0,11.0,0.0,12.0,10.0,27.0,34.0,2.0,4.0,15.0,19.0,7.0,4.0,31.0,4.0,1.0,0.97,0.57,0.31,0.0,1.0,1.0,55.22,36.0,38.05,1.0,0.38,0.31,0.31,1.92,2.01,1.99,12.05,1.27,0.87,3.04,0.48,6.15,4.19,1.23,1.3,1.26,14.0,2.0,11.0,27.0,0.0,1.0,0.0,4.0,0.0,3.0,8.0,14.0,16.0,0.0,0.0,21.0,23.0,7.0,8.0,10.0,5.0,1.0,0.37,0.62,0.28,0.0,0.0,0.0,26.38,16.0,15.83,6.0,0.19,0.28,0.28,1.18,1.2,1.19,8477346,8479523,MacKenzie Weegar,Lucas Carlsson,0.1249750508671641,0.08639289494746083
84793458479982,Chychrun-Timmins,pairing,5,1296.0,36.0,0.68,0.63,0.62,16.97,1.48,1.2,4.01,0.55,9.53,7.24,1.44,1.45,1.4,13.0,11.0,9.0,33.0,0.0,3.0,0.0,3.0,0.0,10.0,8.0,13.0,24.0,2.0,7.0,11.0,6.0,1.0,0.0,19.0,4.0,1.0,0.66,0.52,0.3,0.0,0.0,0.0,30.35,24.0,22.77,0.0,0.25,0.49,0.49,1.24,1.22,1.19,10.77,0.69,0.66,2.74,0.33,6.18,4.4,0.68,0.71,0.71,14.0,1.0,4.0,19.0,2.0,0.0,0.0,4.0,0.0,5.0,4.0,12.0,13.0,3.0,9.0,9.0,4.0,6.0,2.0,13.0,2.0,0.0,0.4,0.28,0.0,2.0,0.0,0.0,21.15,15.0,16.03,1.0,0.13,0.0,0.0,0.82,0.85,0.85,8479345,8479982,Jakob Chychrun,Conor Timmins,0.07309557430687108,0.1429755823372844
84754558477504,Morrissey-Dillon,pairing,55,3134.0,413.0,0.59,0.52,0.6,28.0,2.47,1.81,6.38,0.9,15.95,12.5,2.43,2.43,2.39,29.0,11.0,8.0,48.0,3.0,1.0,0.0,8.0,0.0,13.0,15.0,26.0,37.0,5.0,10.0,3.0,30.0,7.0,6.0,30.0,9.0,1.0,1.07,1.07,0.33,1.0,2.0,0.0,47.83,40.0,39.7,5.0,0.37,0.33,0.33,2.51,2.48,2.46,19.48,1.71,1.35,4.19,0.61,10.96,8.19,1.7,1.72,1.71,18.0,9.0,17.0,44.0,1.0,0.0,0.0,3.0,1.0,10.0,12.0,17.0,26.0,6.0,13.0,0.0,24.0,8.0,9.0,18.0,9.0,0.0,0.6,1.11,0.0,0.0,1.0,0.0,44.02,27.0,26.93,7.0,0.28,0.0,0.0,1.98,1.99,1.99,8475455,8477504,Brenden Dillon,Josh Morrissey,0.030067326030070507,0.021222551043246884
84757968480035,Jokiharju-Pysyk,pairing,39,1747.0,337.0,0.37,0.3,0.28,10.05,1.19,0.67,2.2,0.34,5.42,4.18,1.13,1.13,1.08,10.0,4.0,5.0,19.0,2.0,1.0,1.0,1.0,0.0,4.0,6.0,8.0,12.0,1.0,2.0,0.0,7.0,3.0,2.0,8.0,5.0,1.0,0.25,0.59,0.35,0.0,1.0,1.0,18.55,14.0,13.58,1.0,0.14,0.35,0.35,0.98,0.95,0.94,23.03,2.04,1.58,5.13,0.8,14.0,10.58,2.01,2.16,2.13,32.0,4.0,9.0,45.0,1.0,5.0,0.0,9.0,2.0,4.0,15.0,31.0,35.0,2.0,2.0,4.0,9.0,4.0,2.0,29.0,5.0,2.0,0.94,0.52,0.58,0.0,0.0,1.0,47.36,36.0,37.5,1.0,0.32,0.8,0.65,1.57,1.65,1.64,8475796,8480035,Mark Pysyk,Henri Jokiharju,-0.19292440792598148,-0.17762400967259545
84773598480056,Rathbone-Poolman,pairing,7,775.0,46.0,0.31,0.37,0.38,4.31,0.27,0.25,1.03,0.13,2.45,1.88,0.27,0.28,0.28,4.0,2.0,1.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,6.0,1.0,4.0,5.0,4.0,0.0,0.0,4.0,2.0,0.0,0.06,0.21,0.0,0.0,0.0,0.0,7.03,6.0,6.18,0.0,0.05,0.0,0.0,0.32,0.33,0.33,7.59,0.61,0.43,1.48,0.2,3.61,3.67,0.59,0.61,0.58,7.0,3.0,2.0,12.0,0.0,1.0,0.0,1.0,1.0,1.0,6.0,7.0,10.0,3.0,6.0,4.0,5.0,1.0,0.0,8.0,1.0,1.0,0.21,0.08,0.32,0.0,0.0,0.0,12.2,10.0,10.16,0.0,0.09,0.32,0.32,0.38,0.38,0.38,8477359,8480056,Tucker Poolman,Jack Rathbone,-0.09507167454152321,-0.1061434003259098
84789118479421,Moverare-Roy,pairing,6,1716.0,35.0,0.41,0.51,0.5,13.72,0.67,0.79,3.06,0.42,7.82,6.23,0.66,0.63,0.63,17.0,2.0,8.0,27.0,0.0,0.0,0.0,4.0,0.0,9.0,6.0,17.0,19.0,2.0,7.0,15.0,17.0,1.0,2.0,17.0,2.0,0.0,0.48,0.19,0.0,0.0,0.0,0.0,25.5,19.0,18.15,1.0,0.16,0.0,0.0,0.83,0.79,0.78,13.67,0.95,0.89,3.16,0.49,7.61,5.9,0.95,1.01,1.0,13.0,6.0,7.0,26.0,0.0,0.0,0.0,5.0,0.0,6.0,8.0,13.0,19.0,1.0,5.0,11.0,17.0,0.0,2.0,15.0,4.0,0.0,0.51,0.45,0.0,0.0,0.0,0.0,28.06,19.0,19.91,2.0,0.18,0.0,0.0,1.13,1.2,1.19,8478911,8479421,Matt Roy,Jacob Moverare,-0.033421962244084114,-0.02679620980177444
84774718479376,Mete-Heatherington,pairing,4,1640.0,12.0,0.6,0.45,0.5,14.18,1.56,1.0,3.07,0.47,6.49,5.41,1.45,1.66,1.54,13.0,5.0,2.0,20.0,0.0,2.0,0.0,3.0,0.0,4.0,9.0,13.0,18.0,3.0,12.0,9.0,19.0,4.0,6.0,10.0,5.0,3.0,0.2,0.66,0.69,0.0,0.0,0.0,21.17,18.0,18.92,4.0,0.21,0.46,0.46,1.31,1.39,1.37,13.55,1.05,0.9,2.87,0.38,7.32,5.48,1.03,1.0,0.97,12.0,6.0,6.0,24.0,0.0,0.0,0.0,3.0,0.0,7.0,8.0,12.0,18.0,4.0,14.0,8.0,10.0,3.0,2.0,14.0,4.0,0.0,0.49,0.56,0.0,0.0,0.0,0.0,22.21,18.0,17.05,0.0,0.19,0.0,0.0,1.24,1.18,1.15,8477471,8479376,Dillon Heatherington,Victor Mete,-0.0592714844158288,0.05623762376237623
84746008479026,Josi-Myers,pairing,25,4296.0,140.0,0.58,0.59,0.54,33.7,2.63,2.23,8.65,1.13,18.91,13.45,2.52,2.68,2.57,31.0,16.0,23.0,70.0,3.0,2.0,0.0,5.0,2.0,18.0,17.0,28.0,44.0,7.0,14.0,13.0,45.0,5.0,15.0,36.0,10.0,1.0,1.11,1.28,0.23,1.0,1.0,1.0,70.73,47.0,47.68,8.0,0.46,0.19,0.19,2.9,2.95,2.83,27.95,1.9,1.82,6.64,0.95,16.47,12.23,1.8,1.93,1.82,34.0,6.0,8.0,48.0,2.0,3.0,0.0,5.0,1.0,10.0,19.0,32.0,38.0,6.0,12.0,28.0,31.0,1.0,12.0,31.0,8.0,1.0,0.81,0.84,0.24,1.0,1.0,0.0,47.22,40.0,40.09,7.0,0.37,0.51,0.51,1.75,1.75,1.71,8474600,8479026,Roman Josi,Philippe Myers,0.0768960767721143,0.07203145438373126
84768508480069,Murray-Makar,pairing,25,1972.0,219.0,0.25,0.44,0.39,13.78,0.76,0.73,3.41,0.4,7.51,6.19,0.76,0.78,0.78,15.0,4.0,10.0,29.0,1.0,0.0,0.0,3.0,0.0,4.0,11.0,14.0,18.0,5.0,10.0,10.0,9.0,4.0,4.0,17.0,2.0,0.0,0.49,0.27,0.0,1.0,0.0,0.0,29.66,19.0,19.2,1.0,0.15,0.0,0.0,0.91,0.93,0.92,21.46,2.24,1.34,5.24,0.79,11.67,8.71,1.77,2.35,1.83,26.0,4.0,7.0,37.0,2.0,3.0,0.0,7.0,0.0,5.0,13.0,24.0,28.0,3.0,6.0,8.0,11.0,7.0,1.0,25.0,2.0,3.0,0.85,0.27,1.12,1.0,1.0,0.0,36.97,30.0,30.05,1.0,0.28,1.12,1.12,1.39,1.4,1.37,8476850,8480069,Ryan Murray,Cale Makar,-0.1222325940373073,-0.04624619238476951
84734468477073,Macdermid-Johnson,pairing,31,7478.0,181.0,0.54,0.52,0.5,61.3,5.09,3.8,15.56,2.0,34.3,25.24,5.0,5.16,5.07,65.0,21.0,34.0,120.0,5.0,6.0,0.0,17.0,2.0,27.0,29.0,60.0,81.0,10.0,26.0,46.0,65.0,20.0,12.0,69.0,9.0,8.0,1.71,1.12,2.27,4.0,1.0,0.0,124.72,86.0,88.41,10.0,0.77,1.5,1.5,4.36,4.47,4.41,62.01,4.31,3.72,14.86,2.05,34.25,25.81,4.22,4.15,4.07,61.0,24.0,26.0,111.0,2.0,2.0,0.0,15.0,2.0,26.0,38.0,59.0,83.0,9.0,24.0,57.0,54.0,12.0,11.0,70.0,13.0,2.0,1.98,1.71,0.62,1.0,0.0,1.0,107.06,85.0,82.57,6.0,0.77,0.22,0.22,4.86,4.69,4.62,8473446,8477073,Erik Johnson,Kurtis MacDermid,0.03334822181021402,0.009372420381017599
84757968477462,Hagg-Pysyk,pairing,42,20841.0,173.0,0.44,0.46,0.46,146.97,10.72,9.76,35.32,5.1,83.85,60.25,10.58,10.84,10.7,154.0,51.0,72.0,277.0,8.0,10.0,1.0,40.0,3.0,58.0,86.0,146.0,197.0,12.0,24.0,125.0,112.0,41.0,38.0,164.0,37.0,4.0,5.22,4.33,1.18,1.0,5.0,2.0,276.9,205.0,205.45,16.0,2.0,1.25,1.25,11.47,11.59,11.51,173.95,13.41,11.76,42.32,5.75,98.94,70.83,12.46,13.35,12.43,182.0,61.0,80.0,323.0,12.0,15.0,1.0,36.0,6.0,82.0,92.0,170.0,231.0,12.0,26.0,137.0,122.0,34.0,43.0,190.0,40.0,13.0,5.2,4.76,3.45,7.0,4.0,1.0,321.96,243.0,242.48,19.0,2.42,3.39,3.54,12.28,12.31,11.94,8475796,8477462,Mark Pysyk,Robert Hagg,-0.020400425403206135,-0.01815854138920675
84746128478469,Chabot-Hamonic,pairing,4,3760.0,4.0,0.35,0.4,0.38,27.99,2.72,2.06,5.91,0.87,15.63,10.81,2.67,2.67,2.63,26.0,12.0,17.0,55.0,3.0,1.0,0.0,7.0,2.0,14.0,11.0,23.0,35.0,2.0,4.0,36.0,32.0,4.0,13.0,22.0,14.0,2.0,0.6,1.68,0.44,1.0,2.0,0.0,54.31,38.0,37.89,12.0,0.43,0.23,0.23,2.92,2.87,2.83,45.75,5.07,3.38,11.29,1.55,23.22,16.49,4.74,5.12,4.79,51.0,10.0,23.0,84.0,6.0,9.0,1.0,12.0,0.0,17.0,17.0,45.0,55.0,7.0,17.0,36.0,14.0,4.0,3.0,40.0,12.0,9.0,1.15,1.39,2.53,0.0,5.0,1.0,85.08,61.0,61.27,2.0,0.72,2.16,2.16,3.63,3.67,3.57,8474612,8478469,Travis Hamonic,Thomas Chabot,-0.09883568301225915,-0.07406339100132131
84650098480306,Chara-Hutton,pairing,10,1003.0,67.0,0.07,0.16,0.06,0.82,0.04,0.04,0.28,0.03,0.31,0.3,0.04,0.04,0.04,1.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,4.0,2.0,10.0,0.0,1.0,1.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,3.83,1.0,1.04,1.0,0.01,0.0,0.0,0.05,0.05,0.05,10.37,0.61,0.79,2.63,0.39,6.86,4.71,0.6,0.63,0.62,13.0,3.0,5.0,21.0,1.0,1.0,0.0,4.0,0.0,6.0,4.0,12.0,15.0,1.0,2.0,3.0,2.0,2.0,2.0,15.0,1.0,0.0,0.46,0.15,0.0,1.0,0.0,0.0,21.85,16.0,16.32,0.0,0.16,0.15,0.15,0.62,0.64,0.63,8465009,8480306,Zdeno Chara,Grant Hutton,-0.2929363936647751,-0.3005877564311299
84799988481600,Anderson-Bjornfot,pairing,27,14531.0,108.0,0.52,0.49,0.5,122.3,10.77,8.35,28.78,3.82,66.51,46.78,10.34,10.66,10.22,116.0,49.0,47.0,212.0,10.0,10.0,3.0,30.0,5.0,59.0,51.0,106.0,155.0,13.0,29.0,120.0,89.0,28.0,31.0,126.0,25.0,14.0,3.92,3.09,3.76,3.0,4.0,3.0,210.78,165.0,164.03,27.0,1.74,2.55,2.17,10.34,10.17,9.97,120.38,10.09,8.15,28.34,3.83,65.71,49.88,9.8,10.42,10.12,118.0,48.0,52.0,218.0,8.0,11.0,0.0,34.0,1.0,36.0,76.0,110.0,158.0,20.0,43.0,100.0,136.0,15.0,27.0,124.0,34.0,8.0,3.79,4.16,2.15,3.0,4.0,1.0,221.95,166.0,169.02,21.0,1.68,1.83,1.83,9.94,10.25,10.13,8479998,8481600,Mikey Anderson,Tobias Bjornfot,0.010185879141332732,-0.0245003615070829
84751818481542,Leddy-Seider,pairing,49,15204.0,234.0,0.51,0.47,0.48,122.36,10.81,8.33,29.6,4.05,66.44,49.75,10.31,10.48,10.0,136.0,33.0,50.0,219.0,10.0,11.0,0.0,36.0,6.0,50.0,56.0,126.0,159.0,18.0,39.0,114.0,84.0,29.0,22.0,128.0,28.0,13.0,3.75,3.43,3.64,5.0,5.0,0.0,208.72,169.0,162.2,16.0,1.73,2.69,2.92,9.62,9.33,9.22,132.62,10.59,8.98,30.26,4.22,74.94,55.0,10.34,10.91,10.66,129.0,55.0,64.0,248.0,14.0,8.0,5.0,36.0,5.0,56.0,65.0,115.0,170.0,25.0,57.0,125.0,74.0,33.0,34.0,138.0,40.0,6.0,3.99,4.95,1.65,3.0,6.0,5.0,262.18,184.0,191.66,22.0,1.86,1.6,1.6,10.85,11.19,11.0,8475181,8481542,Nick Leddy,Moritz Seider,0.0,0.014152577987736614
84773558480196,Bryson-Butcher,pairing,16,924.0,122.0,0.81,0.52,0.67,9.17,0.87,0.69,1.81,0.26,4.5,3.87,0.81,0.83,0.78,9.0,3.0,2.0,14.0,0.0,1.0,0.0,2.0,0.0,4.0,5.0,9.0,12.0,2.0,6.0,4.0,5.0,2.0,3.0,7.0,5.0,0.0,0.21,0.66,0.0,0.0,0.0,0.0,14.02,12.0,11.83,2.0,0.14,0.18,0.18,0.82,0.8,0.76,4.16,0.21,0.27,1.05,0.13,2.73,1.61,0.21,0.21,0.21,4.0,2.0,7.0,13.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,3.0,5.0,1.0,2.0,7.0,7.0,0.0,1.0,6.0,0.0,0.0,0.21,0.0,0.0,1.0,0.0,0.0,12.83,6.0,6.04,0.0,0.05,0.0,0.0,0.26,0.26,0.26,8477355,8480196,Will Butcher,Jacob Bryson,0.047544212256398155,0.04896713486478843
84752278479348,Clague-Wideman,pairing,19,8954.0,74.0,0.41,0.46,0.48,60.76,4.37,3.94,14.69,1.98,33.4,24.64,4.13,4.34,4.12,63.0,20.0,24.0,107.0,5.0,8.0,0.0,9.0,1.0,20.0,40.0,58.0,78.0,14.0,31.0,68.0,56.0,10.0,47.0,68.0,12.0,3.0,1.89,1.59,0.89,4.0,1.0,0.0,105.74,83.0,81.81,34.0,0.8,1.0,1.0,4.17,4.14,4.08,66.13,6.15,4.24,16.04,2.15,35.19,27.24,5.95,6.39,6.17,70.0,21.0,33.0,124.0,12.0,5.0,2.0,11.0,3.0,27.0,33.0,58.0,79.0,12.0,27.0,70.0,57.0,17.0,30.0,66.0,16.0,9.0,1.91,1.89,2.35,8.0,3.0,1.0,127.89,91.0,93.83,25.0,0.88,1.22,1.22,5.82,6.02,5.96,8475227,8479348,Chris Wideman,Kale Clague,-0.012484496124030908,-0.04962769818015639
84746978479026,Borowiecki-Myers,pairing,15,7457.0,49.0,0.39,0.41,0.42,50.23,3.93,3.18,12.7,1.67,28.74,20.78,3.85,4.08,3.99,42.0,29.0,20.0,91.0,5.0,3.0,1.0,10.0,3.0,19.0,31.0,37.0,66.0,10.0,38.0,51.0,109.0,16.0,11.0,56.0,11.0,4.0,1.42,1.35,1.16,2.0,2.0,1.0,95.48,71.0,73.47,5.0,0.66,0.79,1.16,3.44,3.56,3.52,68.01,6.05,4.97,15.85,2.32,39.78,28.04,5.83,5.93,5.71,70.0,27.0,33.0,130.0,4.0,4.0,0.0,19.0,3.0,33.0,34.0,66.0,93.0,10.0,35.0,49.0,66.0,17.0,19.0,73.0,20.0,4.0,2.35,2.51,1.19,3.0,1.0,0.0,126.05,97.0,94.8,14.0,1.03,1.15,1.15,5.93,5.77,5.63,8474697,8479026,Mark Borowiecki,Philippe Myers,-0.11328907256233739,-0.05502710773205699
84757968480196,Bryson-Pysyk,pairing,39,7703.0,266.0,0.43,0.46,0.45,50.78,3.74,3.51,11.81,1.73,31.24,21.98,3.69,3.67,3.62,48.0,26.0,15.0,89.0,3.0,2.0,1.0,6.0,0.0,22.0,41.0,45.0,71.0,3.0,6.0,54.0,18.0,14.0,24.0,59.0,14.0,1.0,2.02,1.43,0.29,1.0,1.0,1.0,86.83,74.0,72.74,15.0,0.71,0.21,0.21,4.24,4.16,4.11,63.67,4.96,3.93,15.58,2.31,34.35,27.86,4.75,5.12,4.9,73.0,16.0,14.0,103.0,8.0,5.0,1.0,13.0,3.0,18.0,42.0,65.0,81.0,7.0,14.0,52.0,51.0,9.0,19.0,71.0,14.0,4.0,2.28,1.67,1.02,3.0,3.0,2.0,106.0,89.0,91.43,5.0,0.82,0.86,0.86,4.92,5.09,5.03,8475796,8480196,Mark Pysyk,Jacob Bryson,-0.013858830845771164,-0.0161664996659987
