lineId,season,name,team,position,situation,games_played,icetime,iceTimeRank,xGoalsPercentage,corsiPercentage,fenwickPercentage,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
8.46788E+20,2014,Higgins-Horvat-Sedin,VAN,line,5on5,1,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.46638E+20,2014,Glass-Moore-St. Louis,NYR,line,5on5,10,224,147,0.71,0.5,0.45,3.46,0.45,0.29,0.69,0.11,1.47,1.98,0.41,0.48,0.43,5,0,1,6,1,2,0,1,0,1,0,4,4,0,0,1,3,0,0,3,1,1,0.04,0.16,0.26,1,0,0,6.25,5,5.22,0,0.06,0.26,0.26,0.26,0.27,0.27,3.98,0.19,0.27,0.92,0.13,2.69,1.79,0.18,0.17,0.17,3,3,0,6,0,0,0,0,0,2,4,3,6,0,0,1,5,0,3,6,0,0,0.19,0,0,0,0,0,5.46,6,5.47,1,0.05,0,0,0.24,0.22,0.22
8.47176E+20,2014,Vandevelde-Bellemare-Akeson,PHI,line,5on5,2,64,21,0.05,0.2,0.2,0.72,0.01,0.02,0.16,0.03,0.38,0.41,0.01,0.01,0.01,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.01,0,0,0,0,0,1.13,1,1.05,0,0,0,0,0.01,0.01,0.01,3.2,0.18,0.18,0.57,0.09,1.41,1.58,0.18,0.17,0.17,3,1,0,4,0,0,0,1,0,1,2,3,4,0,0,0,2,0,0,3,1,0,0.03,0.15,0,0,0,0,3.58,4,3.82,0,0.04,0,0,0.22,0.21,0.21
8.46733E+20,2014,Legwand-Pageau-Stone,OTT,line,5on5,2,129,18,1,0.5,1,0.9,0.14,0.08,0.14,0.02,0.36,0.25,0.14,0.15,0.15,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,3,1,0,0,1,0,0,0.14,0,0,0,0,1.13,1,1.05,0,0.02,0,0,0.16,0.17,0.17,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.92,0,0,0,0,0,0,0,0,0
8.46946E+20,2014,Ruutu-Sestito-Tootoo,N.J,line,5on5,6,1300,41,0.26,0.46,0.48,7.45,0.37,0.4,1.94,0.25,4.62,3.42,0.37,0.35,0.35,9,2,0,11,0,0,0,3,1,2,5,9,11,6,24,12,21,0,4,11,0,0,0.37,0,0,0,0,0,10.55,11,10.48,1,0.08,0,0,0.44,0.42,0.42,8.92,1.02,0.49,2.18,0.29,4.44,3.58,0.97,1.11,1.06,9,3,1,13,1,2,1,2,0,1,6,8,11,4,20,10,18,2,0,8,3,1,0.26,0.33,0.43,0,0,1,13.61,12,12.7,0,0.1,0.55,0.55,0.57,0.61,0.6
8.46954E+20,2014,Sharp-Teravainen-Versteeg,CHI,line,5on5,1,90,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.47527E+13,2014,Merrill-Helgeson,N.J,pairing,5on5,11,2464,81,0.21,0.27,0.24,8.02,0.58,0.54,2.16,0.26,4.93,3.53,0.58,0.59,0.59,7,5,6,18,1,0,0,1,0,4,6,6,11,4,14,16,14,4,5,10,2,0,0.33,0.25,0,0,1,0,18.97,12,12.31,1,0.11,0,0,0.69,0.7,0.7,26.35,2.14,1.61,6.09,0.85,14.31,12,2.06,2.06,1.99,30,7,12,49,1,2,0,7,0,12,15,29,36,2,10,15,19,6,2,24,12,1,0.57,1.26,0.3,1,0,0,48.57,37,37,0,0.33,0.42,0.42,2.05,2,1.94
8.45895E+13,2014,Benn-Gonchar,DAL,pairing,5on5,2,53,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.74,0.33,0.18,0.57,0.09,1.09,1.74,0.31,0.35,0.33,4,0,1,5,0,1,0,1,0,1,1,4,4,0,0,0,2,0,0,2,1,1,0.01,0.1,0.23,0,0,0,5.23,4,4.19,0,0.04,0.23,0.23,0.14,0.15,0.15
8.474E+20,2014,Galiardi-Scheifele-Lowry,WPG,line,5on5,1,28,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0.06,0.05,0.13,0.02,0.41,0.33,0.06,0.05,0.05,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.06,0,0,0,0,0,0.85,1,0.88,0,0.01,0,0,0.07,0.06,0.06
8.47517E+20,2014,Conacher-Tavares-Strome,NYI,line,5on5,3,33,77,0.16,0.5,0.5,0.63,0.01,0.03,0.13,0.02,0.44,0.36,0.01,0.01,0.01,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.01,0,0,1,0,0,1.21,1,1.16,0,0.01,0,0,0.02,0.02,0.02,0.44,0.07,0.04,0.1,0.03,0.43,0.34,0.07,0.07,0.07,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.07,0,0,0,0,0,1.1,1,1.1,0,0.01,0,0,0.07,0.08,0.08
8.47134E+20,2014,Callahan-Paquette-Connolly,T.B,line,5on5,3,60,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54,0.38,0.19,0.66,0.08,1.02,0.67,0.36,0.39,0.38,3,0,0,3,1,1,1,0,0,0,1,2,2,0,0,0,1,0,0,2,0,1,0.09,0,0.29,0,0,1,3.3,3,3.13,0,0.04,0.29,0.29,0.13,0.13,0.13
8.47127E+20,2014,Foligno-Dubinsky-Dano,CBJ,line,5on5,2,59,23,0.07,0.5,0.33,0.65,0.01,0.04,0.16,0.02,0.46,0.3,0.01,0.01,0.01,0,1,1,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0.01,0,0,0,0,0,1.98,1,0.89,0,0.01,0,0,0.02,0.02,0.02,1.4,0.15,0.08,0.36,0.05,0.78,0.59,0.15,0.14,0.14,1,1,0,2,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,1,1,0,0.03,0.12,0,0,0,0,1.83,2,1.83,0,0.02,0,0,0.16,0.15,0.15
