lineId,playerNames,position,games_played,icetime,iceTimeRank,xGoalsPercentage,corsiPercentage,fenwickPercentage,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst,playerId1,playerId2,playerId3,player1Name,player2Name
847516884757988479661,Jeannot-Granlund-Duchene,line,8,622.0,88.0,0.28,0.24,0.29,3.64,0.29,0.26,0.8,0.11,2.05,1.48,0.29,0.33,0.32,4.0,1.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,4.0,2.0,7.0,5.0,3.0,1.0,1.0,3.0,2.0,0.0,0.06,0.23,0.0,0.0,1.0,0.0,5.49,5.0,5.34,1.0,0.06,0.0,0.0,0.35,0.39,0.38,9.29,0.73,0.73,1.9,0.26,5.03,3.35,0.71,0.68,0.66,11.0,1.0,4.0,16.0,1.0,0.0,0.0,1.0,1.0,5.0,4.0,10.0,11.0,2.0,7.0,7.0,5.0,1.0,2.0,9.0,3.0,0.0,0.32,0.41,0.0,0.0,1.0,0.0,14.67,12.0,11.09,1.0,0.15,0.0,0.0,0.88,0.82,0.8,8475168,8475798,8479661,Matt Duchene,Mikael Granlund
847578684779348479344,Hyman-Draisaitl-Puljujarvi,line,16,3472.0,169.0,0.58,0.56,0.56,34.82,3.58,2.5,7.61,1.09,19.54,13.68,3.43,3.6,3.45,29.0,19.0,15.0,63.0,4.0,3.0,3.0,3.0,0.0,17.0,21.0,25.0,44.0,2.0,4.0,35.0,13.0,13.0,10.0,30.0,15.0,3.0,1.04,1.72,0.81,1.0,0.0,3.0,64.79,48.0,49.04,5.0,0.52,0.81,0.81,3.29,3.3,3.24,26.56,2.57,1.89,6.29,0.92,14.86,10.47,2.49,2.55,2.47,30.0,7.0,12.0,49.0,3.0,2.0,1.0,5.0,0.0,14.0,13.0,27.0,34.0,3.0,6.0,29.0,26.0,6.0,12.0,27.0,8.0,2.0,0.83,1.05,0.69,1.0,1.0,1.0,48.57,37.0,37.08,9.0,0.39,0.69,0.69,2.27,2.27,2.22,8475786,8477934,8479344,Zach Hyman,Leon Draisaitl
84763128480069,Makar-Manson,pairing,16,894.0,168.0,0.78,0.47,0.58,4.65,0.27,0.29,1.1,0.16,2.87,2.31,0.27,0.28,0.28,3.0,4.0,1.0,8.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,3.0,7.0,0.0,0.0,1.0,8.0,2.0,0.0,7.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,8.27,7.0,7.09,0.0,0.06,0.0,0.0,0.33,0.34,0.34,3.38,0.08,0.2,0.98,0.15,2.19,1.41,0.07,0.08,0.08,4.0,1.0,4.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,5.0,1.0,2.0,3.0,9.0,6.0,2.0,5.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,9.08,5.0,5.12,0.0,0.04,0.0,0.0,0.12,0.12,0.12,8476312,8480069,,Josh Manson,Cale Makar
84778518479252,Oesterle-Renouf,pairing,3,2100.0,8.0,0.44,0.55,0.53,17.67,1.11,1.12,4.14,0.52,9.86,7.25,1.09,1.08,1.07,19.0,5.0,7.0,31.0,1.0,0.0,0.0,2.0,0.0,9.0,12.0,18.0,23.0,2.0,7.0,23.0,9.0,5.0,4.0,20.0,4.0,0.0,0.66,0.45,0.0,1.0,0.0,0.0,28.66,24.0,22.96,4.0,0.23,0.0,0.0,1.34,1.31,1.29,14.74,1.42,1.07,3.3,0.5,8.34,6.37,1.41,1.51,1.49,20.0,1.0,4.0,25.0,3.0,1.0,0.0,4.0,0.0,6.0,7.0,17.0,18.0,4.0,11.0,16.0,10.0,4.0,3.0,15.0,5.0,1.0,0.54,0.64,0.24,2.0,1.0,0.0,27.71,21.0,22.38,2.0,0.23,0.16,0.16,1.49,1.57,1.57,8477851,8479252,,Jordan Oesterle,Dan Renouf
84740138477950,Cole-Deangelo,pairing,36,8660.0,219.0,0.53,0.58,0.57,90.33,6.61,5.78,22.07,2.98,51.65,37.91,6.48,6.66,6.52,84.0,43.0,44.0,171.0,12.0,5.0,0.0,24.0,2.0,44.0,40.0,72.0,115.0,17.0,34.0,77.0,51.0,17.0,36.0,101.0,23.0,3.0,2.97,2.75,0.9,6.0,5.0,1.0,175.05,127.0,129.33,23.0,1.19,1.18,0.92,6.88,6.94,6.83,68.67,5.81,4.29,17.18,2.25,36.89,27.58,5.74,5.79,5.73,68.0,26.0,32.0,126.0,4.0,5.0,0.0,14.0,2.0,33.0,36.0,64.0,90.0,15.0,28.0,81.0,87.0,18.0,32.0,70.0,19.0,5.0,2.12,2.46,1.23,1.0,3.0,0.0,123.44,94.0,92.56,17.0,0.89,0.93,0.93,5.76,5.79,5.76,8474013,8477950,,Ian Cole,Tony DeAngelo
84757628476891,Grzelcyk-Forbort,pairing,10,1264.0,79.0,0.62,0.55,0.58,11.02,1.23,0.67,2.81,0.39,5.58,4.31,1.2,1.28,1.25,13.0,2.0,3.0,18.0,1.0,3.0,0.0,6.0,0.0,2.0,3.0,12.0,14.0,2.0,4.0,9.0,7.0,1.0,10.0,10.0,4.0,1.0,0.29,0.54,0.4,0.0,1.0,0.0,18.71,15.0,15.61,6.0,0.14,0.67,0.67,0.7,0.7,0.69,7.32,0.75,0.49,1.64,0.26,4.63,3.23,0.74,0.74,0.73,7.0,4.0,4.0,15.0,1.0,0.0,0.0,3.0,1.0,3.0,3.0,6.0,10.0,1.0,2.0,12.0,9.0,2.0,2.0,7.0,4.0,0.0,0.3,0.45,0.0,1.0,0.0,0.0,14.83,11.0,10.99,1.0,0.1,0.0,0.0,0.85,0.84,0.83,8475762,8476891,,Derek Forbort,Matt Grzelcyk
847415084757268476399,Coleman-Backlund-Toffoli,line,6,839.0,46.0,0.72,0.63,0.6,8.28,0.67,0.6,2.35,0.29,4.8,3.28,0.66,0.65,0.64,11.0,1.0,3.0,15.0,1.0,1.0,0.0,3.0,0.0,5.0,2.0,10.0,11.0,1.0,2.0,12.0,8.0,3.0,3.0,9.0,2.0,1.0,0.14,0.19,0.34,1.0,0.0,0.0,15.03,12.0,11.95,3.0,0.12,0.34,0.34,0.45,0.44,0.43,5.9,0.26,0.29,1.67,0.18,3.1,2.5,0.25,0.26,0.25,7.0,1.0,1.0,9.0,1.0,0.0,0.0,3.0,0.0,1.0,3.0,6.0,7.0,0.0,0.0,11.0,4.0,1.0,0.0,8.0,0.0,0.0,0.26,0.0,0.0,1.0,0.0,0.0,8.95,8.0,7.91,0.0,0.06,0.0,0.0,0.32,0.32,0.31,8474150,8475726,8476399,Mikael Backlund,Tyler Toffoli
847577284779878478891,Donato-Sheahan-Appleton,line,7,1522.0,57.0,0.64,0.63,0.68,13.01,1.03,0.86,2.81,0.38,6.78,5.15,1.02,1.05,1.04,13.0,4.0,7.0,24.0,3.0,1.0,0.0,2.0,1.0,3.0,7.0,10.0,14.0,0.0,0.0,13.0,13.0,5.0,2.0,14.0,1.0,2.0,0.38,0.1,0.55,2.0,0.0,1.0,23.35,17.0,16.78,2.0,0.18,0.33,0.33,0.87,0.85,0.84,5.51,0.58,0.35,1.32,0.21,3.22,2.33,0.58,0.63,0.63,5.0,3.0,6.0,14.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,4.0,7.0,1.0,2.0,8.0,10.0,2.0,3.0,7.0,0.0,1.0,0.23,0.0,0.34,0.0,0.0,1.0,15.46,8.0,8.81,2.0,0.07,0.0,0.0,0.65,0.71,0.71,8475772,8477987,8478891,Riley Sheahan,Ryan Donato
847344984794198481528,Murray-Cozens-Okposo,line,11,6927.0,28.0,0.55,0.47,0.47,53.5,5.71,3.85,12.19,1.76,29.2,21.3,5.46,5.64,5.39,55.0,19.0,22.0,96.0,6.0,7.0,2.0,9.0,6.0,18.0,28.0,49.0,68.0,7.0,18.0,44.0,31.0,8.0,14.0,53.0,15.0,6.0,1.78,1.92,2.02,1.0,2.0,3.0,94.99,74.0,73.05,8.0,0.8,1.72,1.72,4.79,4.78,4.7,60.43,4.74,4.13,14.47,2.03,34.5,25.13,4.67,4.76,4.69,63.0,22.0,22.0,107.0,3.0,7.0,1.0,13.0,3.0,24.0,35.0,60.0,82.0,5.0,10.0,61.0,40.0,9.0,13.0,69.0,13.0,3.0,2.18,1.68,0.89,0.0,2.0,1.0,110.29,85.0,86.9,8.0,0.85,1.45,1.45,4.14,4.2,4.14,8473449,8479419,8481528,Kyle Okposo,Brett Murray
84756908478430,Kylington-Tanev,pairing,73,63308.0,145.0,0.57,0.54,0.54,558.85,45.93,36.67,133.78,18.18,318.42,233.02,44.76,47.01,45.8,563.0,223.0,267.0,1053.0,56.0,32.0,6.0,136.0,23.0,216.0,323.0,507.0,730.0,58.0,119.0,589.0,403.0,123.0,196.0,595.0,154.0,37.0,17.38,18.2,10.35,22.0,24.0,10.0,1086.07,786.0,805.4,97.0,7.55,6.58,6.56,46.93,47.93,47.3,476.67,33.96,30.79,116.86,15.33,268.91,200.16,33.22,33.63,32.92,470.0,196.0,219.0,885.0,35.0,21.0,4.0,131.0,18.0,201.0,260.0,435.0,631.0,55.0,109.0,553.0,435.0,133.0,187.0,535.0,114.0,17.0,15.32,13.66,4.98,12.0,18.0,5.0,864.21,666.0,654.31,123.0,6.32,4.53,4.53,35.74,35.35,34.88,8475690,8478430,,Christopher Tanev,Oliver Kylington
847692784780468478542,Heinen-Blueger-Rodrigues,line,5,923.0,32.0,0.58,0.64,0.6,11.15,0.91,0.79,2.71,0.36,5.88,4.35,0.9,0.89,0.88,9.0,6.0,6.0,21.0,0.0,1.0,0.0,1.0,1.0,11.0,1.0,9.0,15.0,0.0,0.0,5.0,9.0,4.0,1.0,11.0,3.0,1.0,0.25,0.42,0.25,0.0,0.0,0.0,19.44,15.0,14.46,0.0,0.16,0.18,0.18,0.9,0.87,0.86,7.5,0.65,0.56,1.85,0.25,4.06,2.63,0.65,0.67,0.66,8.0,2.0,2.0,12.0,2.0,0.0,0.0,2.0,0.0,2.0,4.0,6.0,8.0,2.0,4.0,6.0,10.0,0.0,1.0,6.0,4.0,0.0,0.22,0.43,0.0,1.0,1.0,0.0,12.78,10.0,10.21,1.0,0.12,0.0,0.0,0.77,0.79,0.78,8476927,8478046,8478542,Teddy Blueger,Danton Heinen
848106884815598482110,Hughes-Mercer-Sharangovich,line,21,12067.0,61.0,0.5,0.52,0.49,106.55,9.79,7.21,23.5,3.25,59.68,43.57,9.63,9.71,9.56,120.0,27.0,48.0,195.0,14.0,3.0,2.0,29.0,2.0,46.0,53.0,106.0,133.0,8.0,27.0,74.0,54.0,35.0,48.0,101.0,42.0,4.0,3.74,4.79,1.26,4.0,7.0,3.0,195.29,147.0,146.03,25.0,1.49,0.97,0.97,10.3,10.19,10.09,110.65,9.64,7.18,25.08,3.56,62.41,46.12,9.1,9.68,9.14,125.0,29.0,27.0,181.0,16.0,8.0,4.0,31.0,4.0,37.0,58.0,109.0,138.0,10.0,23.0,103.0,76.0,32.0,31.0,116.0,32.0,6.0,3.93,3.83,1.88,9.0,3.0,4.0,180.39,154.0,154.61,22.0,1.47,1.97,1.97,9.14,9.14,8.96,8481068,8481559,8482110,Yegor Sharangovich,Jack Hughes
847170784750988477402,Neal-Bozak-Buchnevich,line,3,611.0,26.0,0.34,0.3,0.33,5.04,0.45,0.36,1.15,0.17,2.91,1.97,0.44,0.43,0.43,5.0,2.0,1.0,8.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,5.0,7.0,0.0,0.0,3.0,4.0,0.0,2.0,5.0,2.0,0.0,0.22,0.22,0.0,0.0,0.0,0.0,7.93,7.0,7.0,2.0,0.07,0.0,0.0,0.52,0.51,0.5,9.74,0.86,0.63,2.63,0.37,5.62,3.9,0.81,0.89,0.84,9.0,5.0,5.0,19.0,0.0,2.0,0.0,3.0,0.0,7.0,2.0,9.0,14.0,0.0,0.0,9.0,4.0,1.0,0.0,13.0,0.0,1.0,0.49,0.0,0.37,0.0,0.0,0.0,19.37,14.0,14.17,0.0,0.12,0.4,0.4,0.58,0.59,0.57,8471707,8475098,8477402,James Neal,Tyler Bozak
84768548479325,Lindholm-Mcavoy,pairing,10,8031.0,17.0,0.65,0.6,0.64,99.93,9.37,6.71,22.96,3.35,55.66,40.96,8.93,9.29,8.85,107.0,32.0,24.0,163.0,12.0,8.0,4.0,21.0,0.0,43.0,55.0,95.0,127.0,11.0,22.0,93.0,56.0,14.0,20.0,97.0,32.0,10.0,2.6,3.68,3.09,3.0,4.0,5.0,166.5,139.0,140.3,9.0,1.39,2.52,2.52,8.24,8.17,7.93,57.22,5.09,3.88,13.78,2.01,31.38,22.86,4.89,5.16,4.96,57.0,22.0,29.0,108.0,3.0,5.0,1.0,20.0,1.0,19.0,31.0,54.0,76.0,13.0,26.0,58.0,63.0,28.0,30.0,59.0,16.0,4.0,1.76,2.28,1.05,1.0,1.0,1.0,106.27,79.0,78.47,9.0,0.81,0.67,0.86,5.04,5.11,5.04,8476854,8479325,,Hampus Lindholm,Charlie McAvoy
847169984740098479981,Gadjovich-Bonino-Cogliano,line,4,606.0,35.0,0.85,0.82,0.82,6.03,0.38,0.43,1.4,0.19,3.94,2.66,0.38,0.35,0.34,8.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,8.0,9.0,1.0,2.0,10.0,9.0,4.0,1.0,8.0,1.0,0.0,0.22,0.16,0.0,0.0,0.0,0.0,7.94,9.0,8.07,1.0,0.09,0.0,0.0,0.47,0.43,0.42,1.5,0.07,0.08,0.44,0.05,0.78,0.58,0.07,0.08,0.08,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,6.0,7.0,4.0,0.0,0.0,2.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,2.43,2.0,2.32,0.0,0.02,0.0,0.0,0.09,0.1,0.1,8471699,8474009,8479981,Andrew Cogliano,Nick Bonino
847122884739948478495,Gurianov-Benn-Radulov,line,15,1655.0,190.0,0.63,0.49,0.49,17.19,1.9,1.23,4.06,0.56,8.92,6.32,1.86,1.85,1.82,18.0,5.0,8.0,31.0,3.0,3.0,1.0,3.0,0.0,7.0,7.0,15.0,20.0,3.0,6.0,13.0,12.0,3.0,7.0,15.0,6.0,2.0,0.57,0.79,0.54,0.0,2.0,1.0,29.77,23.0,22.41,3.0,0.26,0.57,0.57,1.59,1.55,1.54,17.17,1.14,1.02,4.38,0.57,9.6,7.29,1.14,1.2,1.2,17.0,7.0,8.0,32.0,1.0,1.0,0.0,4.0,0.0,8.0,10.0,16.0,23.0,1.0,2.0,8.0,3.0,2.0,1.0,20.0,4.0,0.0,0.56,0.59,0.0,0.0,1.0,0.0,33.73,24.0,25.18,0.0,0.21,0.04,0.04,1.31,1.39,1.38,8471228,8473994,8478495,Alexander Radulov,Jamie Benn
847523584757608479520,Deslauriers-Bjugstad-Duhaime,line,8,2967.0,32.0,0.57,0.47,0.47,18.15,1.67,1.27,4.43,0.56,10.12,6.95,1.61,1.71,1.65,14.0,11.0,9.0,34.0,0.0,2.0,0.0,4.0,1.0,9.0,9.0,14.0,25.0,7.0,26.0,39.0,50.0,4.0,0.0,18.0,5.0,2.0,0.54,0.66,0.46,0.0,0.0,0.0,35.95,25.0,26.07,0.0,0.27,0.44,0.44,1.49,1.53,1.5,19.85,1.25,1.28,4.7,0.64,11.64,8.49,1.25,1.18,1.17,20.0,8.0,11.0,39.0,0.0,0.0,0.0,4.0,1.0,12.0,11.0,20.0,28.0,6.0,24.0,24.0,29.0,2.0,11.0,23.0,5.0,0.0,0.69,0.57,0.0,0.0,0.0,0.0,37.1,28.0,26.47,8.0,0.26,0.0,0.0,1.52,1.43,1.42,8475235,8475760,8479520,Nicolas Deslauriers,Nick Bjugstad
847169984764428481061,Nieto-Weatherby-Cogliano,line,15,1584.0,177.0,0.33,0.44,0.38,7.92,0.48,0.49,2.07,0.26,4.52,3.18,0.48,0.48,0.47,9.0,2.0,7.0,18.0,0.0,0.0,0.0,5.0,0.0,1.0,5.0,9.0,11.0,1.0,2.0,12.0,12.0,4.0,6.0,9.0,2.0,0.0,0.22,0.26,0.0,0.0,0.0,0.0,18.09,11.0,11.12,4.0,0.1,0.0,0.0,0.58,0.58,0.57,13.22,0.97,0.73,3.55,0.44,6.73,5.58,0.96,1.0,0.99,13.0,5.0,5.0,23.0,2.0,1.0,0.0,4.0,0.0,4.0,7.0,11.0,16.0,1.0,2.0,11.0,10.0,6.0,5.0,15.0,2.0,1.0,0.33,0.18,0.46,2.0,0.0,0.0,23.44,18.0,18.28,1.0,0.15,0.46,0.46,0.66,0.67,0.67,8471699,8476442,8481061,Andrew Cogliano,Matt Nieto
847793084784728479390,Joseph-Bellemare-Raddysh,line,15,1458.0,134.0,0.26,0.4,0.41,9.62,0.55,0.51,2.39,0.29,4.98,4.28,0.54,0.57,0.56,8.0,5.0,4.0,17.0,1.0,0.0,0.0,1.0,0.0,6.0,5.0,7.0,12.0,2.0,4.0,4.0,10.0,4.0,3.0,11.0,2.0,0.0,0.32,0.23,0.0,0.0,1.0,0.0,17.76,13.0,13.45,3.0,0.1,0.0,0.0,0.65,0.68,0.67,14.21,1.51,0.95,3.12,0.42,7.55,5.45,1.5,1.42,1.42,13.0,6.0,7.0,26.0,0.0,0.0,0.0,2.0,1.0,5.0,11.0,13.0,19.0,1.0,10.0,8.0,11.0,4.0,3.0,13.0,5.0,1.0,0.47,0.65,0.4,0.0,0.0,0.0,25.27,19.0,18.51,3.0,0.2,0.0,0.0,1.71,1.61,1.6,8477930,8478472,8479390,Pierre-Edouard Bellemare,Mathieu Joseph
847745184779428481557,Boldy-Hartman-Fiala,line,20,624.0,232.0,0.68,0.56,0.67,8.69,0.63,0.64,1.75,0.26,5.14,3.59,0.62,0.63,0.63,9.0,3.0,2.0,14.0,2.0,1.0,0.0,0.0,0.0,3.0,6.0,7.0,10.0,1.0,2.0,0.0,3.0,4.0,2.0,9.0,3.0,0.0,0.3,0.33,0.0,0.0,2.0,0.0,14.15,12.0,12.12,0.0,0.13,0.04,0.0,0.76,0.76,0.76,4.1,0.29,0.25,0.97,0.14,2.68,1.68,0.29,0.3,0.3,5.0,1.0,5.0,11.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,4.0,5.0,0.0,0.0,0.0,4.0,1.0,2.0,5.0,1.0,0.0,0.12,0.17,0.0,1.0,0.0,0.0,11.0,6.0,6.12,2.0,0.05,0.0,0.0,0.34,0.35,0.35,8477451,8477942,8481557,Ryan Hartman,Kevin Fiala
847414184784408479542,Hagel-Strome-Kane,line,16,5601.0,100.0,0.43,0.51,0.55,53.77,2.58,3.21,13.55,1.77,34.43,24.47,2.54,2.61,2.56,56.0,24.0,19.0,99.0,6.0,0.0,0.0,17.0,0.0,26.0,31.0,50.0,74.0,4.0,13.0,54.0,22.0,9.0,9.0,73.0,7.0,0.0,1.79,0.8,0.0,4.0,2.0,0.0,97.63,80.0,79.37,9.0,0.65,0.0,0.0,3.23,3.25,3.19,46.22,3.42,3.08,11.42,1.61,26.32,19.15,3.33,3.49,3.39,42.0,23.0,29.0,94.0,2.0,5.0,0.0,6.0,5.0,19.0,28.0,40.0,63.0,4.0,11.0,38.0,28.0,13.0,13.0,53.0,9.0,3.0,1.5,1.15,0.78,1.0,1.0,0.0,96.26,65.0,65.87,10.0,0.63,0.99,0.99,3.06,3.1,3.06,8474141,8478440,8479542,Patrick Kane,Dylan Strome
84770188479639,Hutton-Coghlan,pairing,34,11315.0,169.0,0.47,0.52,0.53,95.18,6.55,6.31,23.15,3.19,55.82,40.98,6.34,6.47,6.26,94.0,42.0,44.0,180.0,8.0,6.0,0.0,18.0,5.0,51.0,48.0,86.0,128.0,25.0,59.0,92.0,92.0,34.0,26.0,110.0,23.0,3.0,3.05,2.77,0.74,6.0,2.0,0.0,179.28,136.0,135.06,9.0,1.3,0.95,0.95,6.9,6.87,6.72,87.11,7.39,5.77,20.9,2.72,48.88,35.34,7.17,7.43,7.2,93.0,28.0,44.0,165.0,5.0,5.0,3.0,14.0,4.0,51.0,42.0,88.0,116.0,22.0,53.0,89.0,117.0,33.0,21.0,87.0,29.0,5.0,2.08,3.72,1.59,1.0,2.0,2.0,165.07,121.0,121.07,9.0,1.18,1.37,1.37,7.21,7.17,7.06,8477018,8479639,,Ben Hutton,Dylan Coghlan
847342284757458475791,Hall-Coyle-Foligno,line,10,4616.0,56.0,0.58,0.55,0.59,47.54,3.39,2.94,11.59,1.53,27.23,20.32,3.33,3.48,3.42,51.0,16.0,7.0,74.0,3.0,3.0,1.0,8.0,1.0,19.0,33.0,48.0,64.0,5.0,13.0,32.0,44.0,10.0,10.0,52.0,12.0,3.0,1.23,1.37,0.79,2.0,0.0,1.0,76.47,67.0,68.87,3.0,0.61,0.79,0.79,3.2,3.28,3.24,33.64,2.43,1.97,8.52,1.15,17.93,13.99,2.41,2.45,2.42,37.0,9.0,15.0,61.0,3.0,2.0,1.0,11.0,3.0,11.0,16.0,34.0,43.0,4.0,14.0,33.0,37.0,12.0,7.0,38.0,6.0,2.0,1.02,0.69,0.72,2.0,0.0,1.0,60.78,46.0,45.86,3.0,0.4,0.72,0.72,2.12,2.11,2.11,8473422,8475745,8475791,Nick Foligno,Charlie Coyle
847517284808468481186,Ranta-Kadri-O'Connor,line,4,1221.0,24.0,0.82,0.75,0.77,14.7,1.3,1.13,3.09,0.44,8.24,5.8,1.29,1.32,1.31,16.0,4.0,10.0,30.0,1.0,0.0,0.0,2.0,1.0,11.0,5.0,15.0,19.0,0.0,0.0,9.0,5.0,2.0,7.0,14.0,4.0,2.0,0.33,0.41,0.57,1.0,0.0,0.0,30.36,20.0,20.39,4.0,0.23,0.0,0.0,1.53,1.55,1.54,4.21,0.28,0.26,0.96,0.13,2.43,1.94,0.28,0.29,0.29,5.0,1.0,4.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,5.0,1.0,2.0,7.0,13.0,0.0,2.0,5.0,1.0,0.0,0.15,0.13,0.0,0.0,1.0,0.0,9.83,6.0,6.01,1.0,0.05,0.0,0.0,0.33,0.35,0.35,8475172,8480846,8481186,Nazem Kadri,Sampo Ranta
847686784802058480292,Bemstrom-Gaunce-Meyer,line,4,1288.0,20.0,0.54,0.53,0.58,10.48,0.69,0.66,2.43,0.33,6.39,4.49,0.69,0.68,0.68,8.0,7.0,3.0,18.0,0.0,0.0,0.0,2.0,1.0,6.0,6.0,8.0,15.0,2.0,4.0,14.0,15.0,2.0,2.0,14.0,1.0,0.0,0.5,0.19,0.0,0.0,0.0,0.0,17.54,15.0,14.86,1.0,0.13,0.0,0.0,0.83,0.82,0.81,7.65,0.58,0.46,1.77,0.24,4.66,3.28,0.58,0.57,0.57,9.0,2.0,5.0,16.0,0.0,0.0,0.0,2.0,1.0,4.0,4.0,9.0,11.0,2.0,4.0,12.0,11.0,1.0,2.0,9.0,2.0,0.0,0.31,0.28,0.0,0.0,0.0,0.0,16.49,11.0,11.2,1.0,0.09,0.0,0.0,0.68,0.66,0.66,8476867,8480205,8480292,Brendan Gaunce,Emil Bemstrom
84763128481122,Benoit-Manson,pairing,15,742.0,103.0,0.63,0.53,0.53,5.52,0.36,0.42,1.44,0.27,3.69,2.82,0.36,0.35,0.35,6.0,3.0,1.0,10.0,0.0,1.0,0.0,2.0,0.0,3.0,3.0,6.0,9.0,4.0,11.0,4.0,7.0,2.0,3.0,8.0,1.0,0.0,0.23,0.13,0.0,0.0,0.0,0.0,10.01,9.0,8.98,2.0,0.08,0.07,0.0,0.44,0.43,0.43,5.73,0.21,0.28,1.67,0.19,3.18,2.46,0.21,0.22,0.22,6.0,2.0,1.0,9.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,6.0,8.0,3.0,9.0,2.0,2.0,1.0,3.0,7.0,1.0,0.0,0.12,0.09,0.0,0.0,0.0,0.0,9.2,8.0,8.15,2.0,0.05,0.0,0.0,0.27,0.27,0.27,8476312,8481122,,Josh Manson,Simon Benoit
847579984758558476389,Fast-Trocheck-Niederreiter,line,11,859.0,116.0,0.75,0.58,0.63,12.43,1.66,0.85,3.05,0.39,6.21,4.84,1.54,1.73,1.59,12.0,5.0,4.0,21.0,2.0,3.0,2.0,1.0,1.0,3.0,7.0,10.0,15.0,1.0,2.0,5.0,7.0,5.0,2.0,12.0,3.0,2.0,0.4,0.38,0.88,0.0,1.0,1.0,22.06,17.0,17.31,2.0,0.18,1.06,1.06,0.78,0.82,0.81,7.1,0.55,0.51,1.77,0.25,4.14,2.79,0.54,0.53,0.52,6.0,4.0,5.0,15.0,0.0,1.0,0.0,1.0,0.0,4.0,4.0,6.0,10.0,2.0,4.0,12.0,8.0,3.0,1.0,7.0,3.0,0.0,0.21,0.34,0.0,0.0,0.0,0.0,14.3,10.0,9.82,1.0,0.1,0.1,0.1,0.55,0.54,0.53,8475799,8475855,8476389,Nino Niederreiter,Jesper Fast
