lineId,playerNames,position,games_played,icetime,iceTimeRank,xGoalsPercentage,corsiPercentage,fenwickPercentage,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst,playerId1,playerId2,playerId3,player1Name,player2Name
847403784747158476872,Van Riemsdyk-Laughton-Atkinson,line,5,787.0,44.0,0.4,0.38,0.31,3.45,0.3,0.25,0.8,0.12,2.05,1.48,0.3,0.32,0.32,4.0,1.0,5.0,10.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,4.0,0.0,0.0,5.0,6.0,2.0,3.0,4.0,1.0,0.0,0.15,0.15,0.0,1.0,0.0,0.0,10.3,5.0,5.34,2.0,0.05,0.0,0.0,0.35,0.37,0.37,6.98,0.45,0.51,1.57,0.22,5.03,3.22,0.44,0.44,0.43,6.0,5.0,5.0,16.0,0.0,0.0,0.0,3.0,1.0,4.0,3.0,6.0,11.0,0.0,0.0,7.0,9.0,2.0,2.0,9.0,2.0,0.0,0.27,0.18,0.0,0.0,0.0,0.0,15.81,11.0,11.09,0.0,0.1,0.0,0.0,0.55,0.55,0.53,8474037,8474715,8476872,James van Riemsdyk,Cam Atkinson
84774198480860,Bahl-Geertsen,pairing,3,762.0,14.0,0.4,0.36,0.29,3.65,0.4,0.21,0.94,0.13,1.99,1.33,0.4,0.4,0.4,4.0,1.0,3.0,8.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,4.0,5.0,1.0,2.0,7.0,9.0,1.0,0.0,3.0,2.0,0.0,0.12,0.28,0.0,0.0,0.0,0.0,7.64,5.0,4.83,0.0,0.04,0.0,0.0,0.45,0.44,0.44,8.74,0.62,0.46,2.11,0.27,4.85,3.69,0.6,0.64,0.63,7.0,5.0,2.0,14.0,2.0,0.0,0.0,0.0,1.0,4.0,5.0,5.0,10.0,0.0,0.0,6.0,2.0,1.0,1.0,9.0,3.0,0.0,0.31,0.31,0.0,0.0,2.0,0.0,14.65,12.0,12.42,1.0,0.1,0.0,0.0,0.71,0.74,0.73,8477419,8480860,,Mason Geertsen,Kevin Bahl
84758258476902,Lindell-Hakanpaa,pairing,72,16662.0,352.0,0.46,0.41,0.43,102.76,9.07,6.56,24.89,3.35,54.2,40.93,8.71,9.01,8.66,100.0,39.0,47.0,186.0,9.0,8.0,2.0,27.0,5.0,28.0,62.0,91.0,130.0,17.0,37.0,157.0,167.0,30.0,35.0,96.0,31.0,12.0,2.27,3.54,3.26,2.0,4.0,3.0,186.4,139.0,139.05,22.0,1.37,1.99,1.99,8.44,8.4,8.32,131.94,10.84,8.76,31.48,4.32,73.71,53.89,10.3,10.87,10.29,136.0,47.0,87.0,270.0,8.0,10.0,1.0,35.0,4.0,60.0,66.0,128.0,175.0,18.0,39.0,106.0,124.0,22.0,53.0,137.0,37.0,9.0,3.91,4.19,2.74,3.0,4.0,1.0,269.79,183.0,181.5,30.0,1.8,2.24,2.24,10.4,10.36,10.18,8475825,8476902,,Jani Hakanpaa,Esa Lindell
847745684774768481618,Lehkonen-Compher-Newhook,line,5,1113.0,58.0,0.39,0.44,0.39,8.13,0.8,0.5,2.15,0.25,4.19,3.1,0.77,0.86,0.83,9.0,2.0,5.0,16.0,2.0,1.0,1.0,0.0,0.0,2.0,6.0,7.0,9.0,0.0,0.0,7.0,7.0,4.0,1.0,9.0,1.0,1.0,0.27,0.12,0.4,1.0,0.0,1.0,16.84,11.0,11.5,0.0,0.1,0.4,0.4,0.5,0.53,0.53,12.87,1.23,0.98,3.44,0.4,6.46,4.49,1.17,1.19,1.13,15.0,2.0,3.0,20.0,2.0,3.0,1.0,2.0,0.0,4.0,6.0,13.0,15.0,1.0,2.0,10.0,13.0,3.0,1.0,10.0,6.0,1.0,0.25,0.71,0.26,0.0,1.0,1.0,19.48,17.0,16.35,1.0,0.2,0.48,0.48,0.95,0.9,0.89,8477456,8477476,8481618,J.T. Compher,Artturi Lehkonen
847523584758428479351,Deslauriers-Steel-Carrick,line,7,1002.0,77.0,0.4,0.46,0.4,6.14,0.46,0.32,1.29,0.18,3.26,2.48,0.46,0.48,0.48,8.0,0.0,4.0,12.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,7.0,7.0,4.0,14.0,6.0,9.0,1.0,2.0,6.0,2.0,0.0,0.21,0.25,0.0,0.0,1.0,0.0,12.3,8.0,8.0,2.0,0.07,0.0,0.0,0.53,0.54,0.54,8.6,0.68,0.51,1.89,0.27,4.56,4.09,0.68,0.69,0.69,10.0,2.0,2.0,14.0,2.0,1.0,0.0,3.0,0.0,3.0,3.0,8.0,10.0,3.0,12.0,8.0,6.0,1.0,0.0,9.0,3.0,0.0,0.27,0.41,0.0,0.0,2.0,0.0,13.86,12.0,11.94,0.0,0.1,0.12,0.12,0.66,0.68,0.68,8475235,8475842,8479351,Nicolas Deslauriers,Sam Carrick
84794028480871,Bean-Boqvist,pairing,26,3844.0,176.0,0.29,0.4,0.38,28.25,1.72,1.61,6.8,0.88,15.44,12.56,1.7,1.69,1.68,27.0,12.0,8.0,47.0,5.0,0.0,0.0,9.0,4.0,5.0,16.0,22.0,34.0,4.0,8.0,29.0,21.0,7.0,15.0,34.0,5.0,0.0,1.12,0.6,0.0,3.0,2.0,0.0,44.99,39.0,37.99,9.0,0.33,0.0,0.0,2.05,2.02,2.0,45.81,4.24,3.1,10.0,1.34,24.74,18.63,4.12,4.47,4.34,50.0,13.0,9.0,72.0,2.0,5.0,0.0,15.0,1.0,18.0,22.0,48.0,61.0,1.0,2.0,29.0,17.0,5.0,8.0,44.0,14.0,5.0,1.3,1.64,1.29,1.0,1.0,0.0,78.09,63.0,67.02,4.0,0.64,1.06,1.06,3.75,3.94,3.89,8479402,8480871,,Jake Bean,Adam Boqvist
84716778479439,Johnson-Macdonald,pairing,5,1396.0,30.0,0.62,0.65,0.58,12.61,1.01,0.88,2.78,0.4,7.4,5.53,1.0,1.05,1.03,12.0,6.0,10.0,28.0,1.0,1.0,0.0,3.0,0.0,8.0,5.0,11.0,17.0,3.0,9.0,13.0,8.0,1.0,2.0,14.0,3.0,1.0,0.27,0.4,0.34,1.0,0.0,0.0,29.39,18.0,18.4,0.0,0.18,0.34,0.34,0.85,0.88,0.87,9.53,0.61,0.53,2.34,0.3,5.27,3.94,0.61,0.59,0.59,11.0,2.0,2.0,15.0,1.0,0.0,0.0,5.0,0.0,7.0,0.0,10.0,12.0,2.0,7.0,6.0,10.0,6.0,3.0,10.0,2.0,1.0,0.18,0.22,0.21,0.0,1.0,0.0,14.19,13.0,12.53,2.0,0.11,0.0,0.0,0.72,0.69,0.69,8471677,8479439,,Jack Johnson,Jacob MacDonald
847906684800378480185,Lomberg-Luostarinen-Heponiemi,line,2,1041.0,7.0,0.76,0.68,0.74,12.09,0.75,0.76,2.77,0.41,7.16,5.14,0.72,0.8,0.76,10.0,7.0,4.0,21.0,0.0,2.0,0.0,2.0,1.0,8.0,4.0,10.0,17.0,2.0,4.0,5.0,8.0,4.0,2.0,14.0,3.0,0.0,0.43,0.32,0.0,0.0,0.0,0.0,22.96,17.0,18.09,0.0,0.15,0.18,0.18,0.72,0.77,0.73,4.3,0.23,0.27,1.01,0.14,2.63,1.73,0.23,0.22,0.22,5.0,1.0,4.0,10.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,5.0,6.0,1.0,2.0,11.0,7.0,0.0,4.0,5.0,1.0,0.0,0.08,0.15,0.0,0.0,0.0,0.0,9.28,6.0,5.61,1.0,0.06,0.0,0.0,0.29,0.27,0.27,8479066,8480037,8480185,Ryan Lomberg,Aleksi Heponiemi
847409884779988478585,Foegele-Ryan-Sceviour,line,10,1686.0,92.0,0.42,0.46,0.45,13.43,1.03,0.88,2.97,0.45,6.81,5.87,0.97,1.01,0.95,13.0,5.0,8.0,26.0,0.0,1.0,0.0,2.0,0.0,5.0,10.0,13.0,18.0,2.0,7.0,10.0,17.0,5.0,1.0,15.0,1.0,2.0,0.42,0.11,0.51,0.0,0.0,0.0,25.59,18.0,17.81,1.0,0.18,0.26,0.26,0.95,0.94,0.93,16.49,1.44,0.96,3.86,0.52,8.56,6.65,1.42,1.51,1.49,21.0,1.0,8.0,30.0,3.0,0.0,0.0,8.0,0.0,6.0,5.0,18.0,19.0,3.0,9.0,14.0,14.0,6.0,6.0,16.0,4.0,2.0,0.42,0.46,0.56,2.0,0.0,1.0,31.32,22.0,22.93,5.0,0.2,0.0,0.0,1.64,1.72,1.7,8474098,8477998,8478585,Colton Sceviour,Warren Foegele
847464184788668479944,Aston-Reese-Henrique-Simon,line,4,1431.0,13.0,0.6,0.56,0.55,17.79,2.11,1.19,3.88,0.58,9.35,6.91,2.01,2.02,1.93,19.0,5.0,6.0,30.0,3.0,4.0,1.0,3.0,0.0,5.0,9.0,16.0,21.0,1.0,2.0,17.0,7.0,5.0,3.0,13.0,8.0,3.0,0.28,1.17,0.65,1.0,2.0,0.0,28.13,24.0,22.7,2.0,0.25,0.75,0.75,1.61,1.56,1.55,14.14,1.41,0.93,3.15,0.46,8.24,5.81,1.37,1.44,1.39,17.0,3.0,4.0,24.0,1.0,0.0,0.0,4.0,0.0,11.0,4.0,16.0,19.0,0.0,0.0,16.0,5.0,5.0,3.0,13.0,6.0,1.0,0.48,0.72,0.2,0.0,1.0,0.0,25.93,20.0,21.32,2.0,0.19,0.0,0.0,1.6,1.64,1.59,8474641,8478866,8479944,Adam Henrique,Dominik Simon
847647984796758481560,Moore-Danault-Kaliyev,line,14,4683.0,101.0,0.64,0.66,0.64,54.43,4.39,3.74,13.11,1.71,30.16,21.88,4.34,4.28,4.23,53.0,22.0,23.0,98.0,2.0,6.0,1.0,14.0,2.0,25.0,26.0,51.0,73.0,5.0,10.0,46.0,26.0,9.0,5.0,57.0,15.0,3.0,1.6,1.8,0.99,1.0,0.0,1.0,94.95,75.0,72.97,4.0,0.78,1.24,1.24,3.93,3.82,3.79,31.53,2.48,2.21,6.66,0.97,17.55,13.14,2.45,2.53,2.51,30.0,13.0,7.0,50.0,1.0,0.0,0.0,9.0,1.0,8.0,24.0,29.0,42.0,4.0,8.0,38.0,46.0,3.0,9.0,33.0,10.0,0.0,1.22,1.25,0.0,1.0,0.0,0.0,51.27,43.0,43.77,6.0,0.46,0.0,0.0,2.94,3.0,2.97,8476479,8479675,8481560,Phillip Danault,Trevor Moore
847121784740628474849,Roussel-Nash-Ladd,line,3,979.0,27.0,0.27,0.23,0.25,5.36,0.26,0.27,1.29,0.15,2.74,2.28,0.26,0.25,0.25,4.0,3.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,4.0,7.0,0.0,0.0,11.0,8.0,6.0,4.0,6.0,1.0,0.0,0.15,0.12,0.0,0.0,0.0,0.0,7.9,7.0,6.93,3.0,0.05,0.0,0.0,0.32,0.3,0.3,14.54,0.73,0.91,4.05,0.52,8.28,6.5,0.71,0.75,0.73,10.0,11.0,6.0,27.0,0.0,3.0,0.0,4.0,0.0,8.0,6.0,10.0,21.0,2.0,4.0,6.0,12.0,4.0,1.0,19.0,2.0,0.0,0.48,0.25,0.0,0.0,0.0,0.0,26.92,21.0,21.12,1.0,0.19,0.22,0.22,0.7,0.73,0.72,8471217,8474062,8474849,Andrew Ladd,Riley Nash
847574584757918480021,Hall-Coyle-Studnicka,line,4,900.0,33.0,0.58,0.56,0.54,9.62,1.03,0.82,1.8,0.31,5.2,3.85,0.96,1.06,0.99,8.0,5.0,6.0,19.0,1.0,1.0,0.0,2.0,0.0,6.0,3.0,7.0,12.0,0.0,0.0,6.0,17.0,1.0,1.0,8.0,4.0,1.0,0.24,0.49,0.3,1.0,0.0,0.0,18.8,13.0,13.03,0.0,0.17,0.3,0.3,0.91,0.93,0.89,7.47,0.75,0.48,1.81,0.29,4.42,3.24,0.75,0.73,0.73,7.0,4.0,4.0,15.0,1.0,1.0,0.0,2.0,0.0,3.0,4.0,6.0,10.0,1.0,2.0,5.0,13.0,1.0,7.0,8.0,3.0,0.0,0.37,0.38,0.0,0.0,1.0,0.0,14.69,11.0,10.83,4.0,0.1,0.07,0.07,0.78,0.77,0.76,8475745,8475791,8480021,Charlie Coyle,Taylor Hall
847354884768518478474,Crouse-Galchenyuk-Kessel,line,19,6417.0,129.0,0.25,0.35,0.32,39.25,2.74,2.69,9.52,1.26,23.7,16.1,2.66,2.76,2.68,36.0,20.0,21.0,77.0,4.0,3.0,0.0,8.0,2.0,18.0,21.0,32.0,52.0,14.0,31.0,48.0,47.0,8.0,22.0,43.0,13.0,0.0,1.17,1.57,0.0,1.0,3.0,0.0,76.35,56.0,56.12,11.0,0.56,0.29,0.29,3.0,3.04,2.95,87.84,8.06,6.27,20.59,2.91,48.01,34.16,7.7,8.18,7.82,86.0,34.0,26.0,146.0,6.0,11.0,2.0,27.0,2.0,47.0,27.0,80.0,114.0,6.0,15.0,53.0,32.0,14.0,19.0,85.0,26.0,9.0,2.46,3.29,2.3,2.0,2.0,2.0,148.33,120.0,121.65,9.0,1.3,2.11,2.11,7.25,7.36,7.12,8473548,8476851,8478474,Phil Kessel,Alex Galchenyuk
847569284779198478864,Kaprizov-Gaudreau-Zuccarello,line,33,4566.0,285.0,0.51,0.51,0.51,33.04,2.14,2.12,7.51,1.01,19.48,14.73,2.09,2.14,2.09,25.0,22.0,18.0,65.0,2.0,2.0,0.0,7.0,1.0,9.0,26.0,23.0,45.0,2.0,4.0,21.0,23.0,9.0,14.0,40.0,6.0,1.0,1.14,0.67,0.32,1.0,1.0,0.0,64.89,47.0,47.13,8.0,0.43,0.37,0.37,2.2,2.19,2.17,31.21,2.04,2.06,7.57,1.1,18.44,13.79,2.01,2.07,2.03,33.0,12.0,18.0,63.0,3.0,2.0,0.0,7.0,1.0,12.0,20.0,30.0,42.0,4.0,8.0,34.0,27.0,9.0,16.0,36.0,9.0,0.0,0.98,1.07,0.0,0.0,3.0,0.0,63.48,45.0,45.54,9.0,0.42,0.22,0.22,2.24,2.26,2.24,8475692,8477919,8478864,Mats Zuccarello,Frederick Gaudreau
84789158481014,Romanov-Niku,pairing,8,1081.0,60.0,0.6,0.45,0.56,9.96,0.86,0.69,2.3,0.31,5.8,4.03,0.85,0.89,0.88,10.0,4.0,1.0,15.0,2.0,0.0,0.0,2.0,0.0,4.0,6.0,8.0,12.0,1.0,2.0,8.0,10.0,2.0,3.0,11.0,3.0,0.0,0.46,0.4,0.0,0.0,2.0,0.0,15.56,14.0,14.51,3.0,0.14,0.0,0.0,1.0,1.04,1.03,8.02,0.58,0.47,2.0,0.3,4.4,3.25,0.58,0.6,0.59,9.0,2.0,7.0,18.0,0.0,0.0,0.0,2.0,0.0,5.0,4.0,9.0,11.0,1.0,2.0,8.0,12.0,0.0,3.0,9.0,2.0,0.0,0.33,0.25,0.0,0.0,0.0,0.0,18.36,11.0,11.37,3.0,0.1,0.0,0.0,0.68,0.7,0.69,8478915,8481014,,Sami Niku,Alexander Romanov
847639384769258478508,Trenin-Sissons-Cousins,line,10,860.0,88.0,0.55,0.57,0.5,6.94,0.63,0.49,1.7,0.25,4.09,2.84,0.62,0.64,0.63,7.0,3.0,3.0,13.0,0.0,1.0,0.0,2.0,0.0,3.0,4.0,7.0,10.0,3.0,9.0,5.0,9.0,0.0,3.0,6.0,4.0,0.0,0.14,0.48,0.0,0.0,0.0,0.0,13.45,10.0,10.46,2.0,0.1,0.12,0.12,0.61,0.62,0.62,7.19,0.5,0.49,2.08,0.22,3.98,2.73,0.49,0.49,0.48,8.0,2.0,0.0,10.0,1.0,0.0,0.0,3.0,0.0,2.0,4.0,7.0,9.0,5.0,13.0,9.0,12.0,1.0,1.0,9.0,1.0,0.0,0.33,0.17,0.0,0.0,1.0,0.0,9.83,10.0,9.92,1.0,0.1,0.0,0.0,0.61,0.59,0.58,8476393,8476925,8478508,Nick Cousins,Colton Sissons
84811228482142,Benoit-Drysdale,pairing,24,863.0,189.0,0.32,0.25,0.26,5.65,0.7,0.33,1.29,0.19,2.3,2.19,0.63,0.69,0.62,6.0,1.0,3.0,10.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,6.0,7.0,0.0,0.0,1.0,5.0,0.0,2.0,4.0,1.0,2.0,0.1,0.09,0.51,0.0,0.0,0.0,9.79,7.0,6.94,1.0,0.07,0.21,0.21,0.57,0.56,0.54,14.67,1.47,0.91,3.45,0.49,7.65,6.03,1.44,1.53,1.5,14.0,6.0,10.0,30.0,2.0,2.0,0.0,3.0,0.0,7.0,6.0,12.0,18.0,0.0,0.0,0.0,7.0,5.0,2.0,15.0,3.0,2.0,0.37,0.34,0.77,1.0,0.0,1.0,31.29,20.0,20.95,1.0,0.19,0.48,0.48,1.18,1.24,1.22,8481122,8482142,,Simon Benoit,Jamie Drysdale
847695284780408478424,Harkins-Toninato-Poganski,line,9,701.0,108.0,0.18,0.26,0.22,2.93,0.25,0.15,0.82,0.1,1.34,1.34,0.25,0.24,0.24,2.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,1.0,2.0,4.0,9.0,0.0,1.0,2.0,2.0,0.0,0.04,0.21,0.0,0.0,0.0,0.0,5.9,4.0,3.91,1.0,0.03,0.0,0.0,0.29,0.27,0.27,10.56,1.12,0.74,2.12,0.33,5.29,4.4,1.05,1.13,1.07,9.0,5.0,3.0,17.0,0.0,2.0,0.0,0.0,0.0,6.0,6.0,9.0,14.0,0.0,0.0,4.0,7.0,1.0,0.0,9.0,3.0,2.0,0.24,0.39,0.5,0.0,0.0,0.0,17.52,14.0,14.69,0.0,0.16,0.43,0.43,0.84,0.88,0.86,8476952,8478040,8478424,Dominic Toninato,Austin Poganski
847749484779898479514,Drouin-Dvorak-Pitlick,line,2,1181.0,3.0,0.38,0.4,0.48,6.78,0.43,0.49,1.79,0.25,4.07,2.96,0.42,0.43,0.42,7.0,3.0,0.0,10.0,1.0,0.0,0.0,1.0,1.0,3.0,4.0,6.0,9.0,1.0,2.0,12.0,14.0,1.0,6.0,9.0,1.0,0.0,0.32,0.1,0.0,0.0,1.0,0.0,9.8,10.0,9.81,4.0,0.1,0.0,0.0,0.53,0.53,0.52,7.64,0.7,0.57,1.7,0.23,4.72,3.08,0.69,0.69,0.68,8.0,3.0,4.0,15.0,1.0,0.0,0.0,2.0,2.0,4.0,2.0,7.0,10.0,1.0,2.0,9.0,10.0,0.0,6.0,7.0,4.0,0.0,0.21,0.48,0.0,0.0,1.0,0.0,14.83,11.0,11.02,4.0,0.12,0.0,0.0,0.82,0.81,0.8,8477494,8477989,8479514,Jonathan Drouin,Christian Dvorak
847461384764748480835,Drury-Stepan-Noesen,line,2,646.0,8.0,0.71,0.73,0.75,4.33,0.25,0.26,1.2,0.14,2.47,1.68,0.24,0.25,0.24,3.0,3.0,5.0,11.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,3.0,6.0,0.0,0.0,9.0,5.0,0.0,4.0,5.0,1.0,0.0,0.12,0.13,0.0,0.0,0.0,0.0,11.48,6.0,6.25,1.0,0.05,0.0,0.0,0.31,0.31,0.29,1.45,0.1,0.07,0.38,0.04,0.84,0.57,0.1,0.1,0.1,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,5.0,5.0,2.0,2.0,2.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,3.92,2.0,1.92,0.0,0.01,0.0,0.0,0.12,0.12,0.12,8474613,8476474,8480835,Derek Stepan,Stefan Noesen
847638984789048480039,Lorentz-Trocheck-Necas,line,8,1414.0,71.0,0.23,0.36,0.31,7.85,0.46,0.49,1.99,0.23,4.6,3.22,0.46,0.49,0.48,6.0,5.0,5.0,16.0,2.0,0.0,0.0,2.0,0.0,2.0,5.0,4.0,9.0,4.0,8.0,13.0,13.0,0.0,5.0,9.0,2.0,0.0,0.27,0.19,0.0,0.0,2.0,0.0,17.11,11.0,11.71,1.0,0.1,0.0,0.0,0.57,0.6,0.59,17.56,1.56,1.19,4.05,0.55,9.49,7.16,1.44,1.49,1.38,19.0,5.0,4.0,28.0,1.0,3.0,0.0,3.0,0.0,8.0,9.0,18.0,23.0,0.0,0.0,11.0,21.0,1.0,2.0,17.0,6.0,1.0,0.49,0.72,0.35,1.0,0.0,0.0,27.08,24.0,23.19,2.0,0.25,0.65,0.65,1.16,1.12,1.09,8476389,8478904,8480039,Vincent Trocheck,Steven Lorentz
847628884768518477951,Galchenyuk-Dzingel-Schmaltz,line,2,803.0,7.0,0.2,0.23,0.11,0.88,0.12,0.09,0.12,0.02,0.42,0.23,0.12,0.12,0.12,1.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7.0,6.0,2.0,5.0,0.0,1.0,0.0,0.0,0.12,0.0,0.0,1.0,0.0,2.73,1.0,1.04,4.0,0.02,0.0,0.0,0.14,0.14,0.14,5.68,0.47,0.4,1.22,0.17,3.37,2.38,0.47,0.52,0.52,7.0,1.0,2.0,10.0,1.0,0.0,0.0,0.0,0.0,2.0,5.0,6.0,7.0,0.0,0.0,7.0,5.0,3.0,3.0,5.0,3.0,0.0,0.19,0.28,0.0,0.0,1.0,0.0,10.65,8.0,8.51,2.0,0.08,0.0,0.0,0.55,0.61,0.61,8476288,8476851,8477951,Ryan Dzingel,Alex Galchenyuk
847458984800298482116,Formenton-Stutzle-Ennis,line,19,1740.0,288.0,0.54,0.53,0.57,18.3,1.07,1.22,3.98,0.6,10.97,8.17,1.05,1.03,1.02,17.0,9.0,5.0,31.0,0.0,0.0,0.0,4.0,1.0,10.0,11.0,17.0,26.0,1.0,2.0,7.0,13.0,4.0,5.0,24.0,2.0,0.0,0.83,0.23,0.0,0.0,0.0,0.0,30.24,26.0,25.42,5.0,0.25,0.0,0.0,1.31,1.27,1.25,13.97,0.9,0.94,3.25,0.44,8.33,6.15,0.89,0.95,0.94,12.0,8.0,7.0,27.0,0.0,0.0,0.0,4.0,0.0,8.0,8.0,12.0,20.0,1.0,2.0,17.0,6.0,0.0,2.0,18.0,2.0,0.0,0.67,0.22,0.0,0.0,0.0,0.0,28.45,20.0,20.63,0.0,0.19,0.0,0.0,1.09,1.14,1.14,8474589,8480029,8482116,Tyler Ennis,Alex Formenton
847747984779528480459,Bertuzzi-Suter-Fabbri,line,27,11202.0,144.0,0.49,0.51,0.49,89.53,7.77,6.07,20.59,2.87,49.44,36.26,7.48,7.73,7.44,85.0,38.0,41.0,164.0,9.0,8.0,2.0,18.0,7.0,34.0,47.0,76.0,114.0,13.0,31.0,105.0,34.0,14.0,23.0,88.0,31.0,4.0,2.86,3.72,1.19,2.0,6.0,1.0,162.52,123.0,122.17,12.0,1.26,1.42,1.42,7.61,7.57,7.48,91.43,8.02,6.35,21.14,2.85,51.02,36.62,7.79,8.27,8.04,98.0,28.0,31.0,157.0,10.0,5.0,2.0,18.0,3.0,43.0,47.0,88.0,116.0,11.0,27.0,76.0,45.0,20.0,20.0,87.0,33.0,6.0,2.31,3.98,1.72,5.0,2.0,3.0,161.64,126.0,129.24,11.0,1.31,0.6,0.58,8.75,9.04,8.85,8477479,8477952,8480459,Tyler Bertuzzi,Robby Fabbri
84757968476525,Pysyk-Miller,pairing,20,2824.0,163.0,0.45,0.49,0.44,23.13,1.46,1.44,5.66,0.71,13.17,9.56,1.41,1.42,1.37,20.0,12.0,15.0,47.0,1.0,1.0,0.0,4.0,0.0,11.0,15.0,19.0,31.0,3.0,6.0,7.0,10.0,4.0,5.0,26.0,5.0,1.0,0.67,0.55,0.24,1.0,0.0,0.0,45.62,32.0,31.33,4.0,0.29,0.18,0.18,1.57,1.54,1.5,29.15,1.76,1.76,7.09,0.88,15.64,12.86,1.72,1.77,1.72,29.0,11.0,8.0,48.0,1.0,2.0,0.0,10.0,2.0,11.0,14.0,28.0,39.0,2.0,4.0,21.0,19.0,2.0,7.0,35.0,3.0,2.0,1.03,0.32,0.41,1.0,0.0,0.0,48.71,40.0,40.56,2.0,0.36,0.41,0.41,1.71,1.72,1.68,8475796,8476525,,Mark Pysyk,Colin Miller
84773468479523,Carlsson-Weegar,pairing,16,2103.0,132.0,0.59,0.65,0.69,25.74,1.85,1.86,5.75,0.85,14.4,11.29,1.81,1.97,1.93,29.0,7.0,15.0,51.0,2.0,1.0,1.0,11.0,0.0,12.0,10.0,27.0,34.0,2.0,4.0,15.0,19.0,7.0,4.0,31.0,4.0,1.0,0.97,0.57,0.31,0.0,1.0,1.0,55.22,36.0,38.05,1.0,0.38,0.31,0.31,1.92,2.01,1.99,12.05,1.27,0.87,3.04,0.48,6.15,4.19,1.23,1.3,1.26,14.0,2.0,11.0,27.0,0.0,1.0,0.0,4.0,0.0,3.0,8.0,14.0,16.0,0.0,0.0,21.0,23.0,7.0,8.0,10.0,5.0,1.0,0.37,0.62,0.28,0.0,0.0,0.0,26.38,16.0,15.83,6.0,0.19,0.28,0.28,1.18,1.2,1.19,8477346,8479523,,MacKenzie Weegar,Lucas Carlsson
