lineId,season,name,team,position,situation,games_played,icetime,iceTimeRank,xGoalsPercentage,corsiPercentage,fenwickPercentage,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
8.4751E+20,2019,Thomas-Barbashev-Bozak,STL,line,5on5,11,2167,96,0.59,0.5,0.49,18.38,2.08,1.36,4.19,0.8,8.75,6.82,1.99,2.16,2.07,21,3,9,33,4,1,0,2,0,13,4,17,20,1,2,15,12,5,2,15,7,2,0.58,0.92,0.57,4,0,0,34.73,24,25.13,2,0.29,0.36,0.36,2,2.11,2.07,18,1.43,1.26,4.37,0.8,10.18,6.96,1.4,1.42,1.38,19,6,8,33,2,1,0,4,1,9,8,17,23,5,10,15,13,8,6,20,4,1,0.72,0.47,0.24,1,1,0,32.34,25,24.23,5,0.26,0.07,0.07,1.62,1.59,1.57
8.47517E+20,2019,Johnsson-Tavares-Nylander,TOR,line,5on5,8,669,87,0.45,0.42,0.42,5.5,0.63,0.4,1.26,0.19,3.28,2.23,0.62,0.56,0.55,6,2,2,10,0,1,0,2,1,3,1,6,8,0,0,6,4,2,4,5,1,2,0.11,0.08,0.44,0,0,0,8.87,8,7.15,1,0.08,0.23,0.23,0.48,0.43,0.42,7.37,0.77,0.53,1.63,0.26,4.36,3.46,0.75,0.83,0.81,8,3,3,14,1,1,1,2,1,0,6,7,10,0,0,6,6,3,2,9,1,1,0.42,0.14,0.21,0,0,1,15.15,11,11.84,2,0.11,0.21,0.21,0.67,0.72,0.71
8.4706E+13,2019,Coburn-Rutta,T.B,pairing,5on5,8,1224,52,0.33,0.54,0.43,6.16,0.49,0.36,1.36,0.2,3.56,3.03,0.48,0.5,0.5,7,2,6,15,1,0,0,2,0,3,3,6,8,0,0,10,4,4,0,7,2,0,0.29,0.2,0,0,1,0,15.36,9,9.12,0,0.07,0,0,0.56,0.58,0.57,8.61,0.98,0.54,1.93,0.28,4.93,3.35,0.58,0.94,0.56,9,3,1,13,3,0,1,2,0,2,5,6,9,1,2,9,9,2,4,9,2,1,0.22,0.22,0.54,1,1,1,12.84,12,11.96,2,0.11,0,0.54,0.55,0.54,0.52
8.47406E+13,2019,Subban-Severson,N.J,pairing,5on5,61,13453,418,0.55,0.54,0.53,104.15,8.9,6.66,23.63,3.36,57.45,44,8.22,8.85,8.19,109,35,49,193,5,6,1,24,7,44,58,104,139,16,35,115,65,37,35,111,24,9,3.36,2.86,2.68,2,2,1,192.33,144,143.96,16,1.37,1.04,1.54,8.73,8.72,8.57,93.98,7.31,5.84,20.93,2.99,52.4,40.54,7.17,7.41,7.27,97,33,36,166,11,5,0,29,5,36,44,86,119,12,24,100,69,37,26,98,27,5,2.99,3.15,1.17,5,5,1,167.07,130,130.23,17,1.19,0.63,0.63,7.87,7.95,7.89
8.47346E+20,2019,Johnston-Komarov-Martin,NYI,line,5on5,3,619,23,0.53,0.38,0.29,2.93,0.3,0.22,0.6,0.09,1.61,1.17,0.3,0.32,0.32,2,2,2,6,0,0,0,0,0,2,2,2,4,1,5,7,25,1,1,3,1,0,0.13,0.18,0,0,0,0,6.13,4,4.06,1,0.05,0,0,0.35,0.36,0.36,6.49,0.27,0.44,1.64,0.24,4.26,3.15,0.27,0.27,0.26,6,4,0,10,0,0,0,1,2,4,3,6,10,1,5,5,6,0,0,9,1,0,0.15,0.12,0,0,0,0,10.06,10,10.08,0,0.09,0,0,0.36,0.35,0.35
8.47688E+20,2019,Labanc-Hertl-Meier,S.J,line,5on5,11,1874,127,0.69,0.62,0.64,17.92,1.41,1.11,4.32,0.61,9.92,7.64,1.36,1.42,1.37,14,11,9,34,0,1,0,3,1,10,10,14,25,2,6,13,14,3,3,20,4,1,0.57,0.56,0.28,0,0,0,33.81,25,25.05,2,0.22,0.28,0.28,1.35,1.35,1.31,9.88,0.63,0.61,2.4,0.3,5.88,4.19,0.63,0.64,0.64,8,6,7,21,0,0,0,2,0,2,10,8,14,3,6,11,8,6,3,12,2,0,0.33,0.3,0,0,0,0,20.95,14,13.96,1,0.13,0,0,0.76,0.77,0.76
8.47575E+13,2019,Schmidt-Merrill,VGK,pairing,5on5,24,1385,170,0.73,0.54,0.56,11.55,1.06,0.78,2.9,0.37,5.56,4.34,1,1.03,0.98,15,0,6,21,1,2,0,4,0,4,4,14,14,0,0,2,5,8,2,10,4,1,0.25,0.47,0.34,0,1,0,20.09,15,14.34,0,0.16,0.35,0.35,0.87,0.86,0.85,7.83,0.39,0.52,2.29,0.29,4.97,3.54,0.37,0.38,0.37,10,2,6,18,0,0,0,4,0,3,5,10,12,0,0,7,8,9,3,11,1,0,0.3,0.09,0,0,0,0,18.56,12,12.36,2,0.11,0,0,0.49,0.49,0.48
8.47641E+20,2019,Leivo-Horvat-Miller,VAN,line,5on5,12,804,159,0.49,0.64,0.52,8.54,1.13,0.58,2.3,0.29,4.37,3.33,1.08,1.13,1.08,7,5,9,21,0,2,0,2,0,1,7,7,12,0,0,5,3,0,5,6,5,1,0.16,0.61,0.35,0,0,0,20.63,12,11.98,3,0.12,0.52,0.52,0.73,0.74,0.73,8.34,1.16,0.68,1.79,0.27,4.12,2.98,1.03,1.14,1.01,11,0,1,12,3,2,1,2,0,2,2,8,8,0,0,11,6,1,3,5,4,2,0.1,0.61,0.46,1,1,1,11.96,11,10.91,2,0.15,0.46,0.46,0.85,0.84,0.83
8.47487E+13,2019,Lashoff-Bowey,DET,pairing,5on5,9,2633,52,0.38,0.38,0.38,14.12,1.04,0.9,3.44,0.46,8.18,5.97,1.04,1.07,1.07,11,9,7,27,0,0,0,4,0,3,13,11,20,8,22,9,28,1,5,15,5,0,0.39,0.65,0,0,0,0,27.68,20,20.5,4,0.19,0,0,1.23,1.27,1.26,22.99,1.69,1.5,5.2,0.69,13.4,9.52,1.64,1.7,1.66,21,11,13,45,1,1,0,6,1,9,14,20,31,5,18,19,22,4,7,26,5,1,0.86,0.57,0.26,1,0,0,45.34,32,32.41,3,0.31,0.07,0.07,1.93,1.94,1.9
8.4794E+13,2019,Girard-Rosen,COL,pairing,5on5,6,940,48,0.38,0.55,0.52,7.68,0.4,0.4,1.84,0.25,4.45,3.67,0.39,0.38,0.38,9,2,7,18,1,0,0,2,1,1,6,8,10,0,0,9,5,2,3,10,1,0,0.31,0.09,0,1,0,0,18.06,11,10.9,3,0.08,0,0,0.48,0.46,0.46,7.34,0.66,0.51,1.69,0.22,3.97,2.95,0.66,0.68,0.68,7,3,5,15,0,1,0,2,1,0,6,7,10,0,0,6,7,5,1,7,3,0,0.28,0.37,0,0,0,0,15.31,10,10.32,1,0.1,0.08,0.08,0.68,0.71,0.71
8.47062E+20,2019,Hawryluk-Boyle-Connolly,FLA,line,5on5,2,984,8,0.74,0.5,0.6,8.6,0.88,0.63,2.17,0.34,4.54,3.44,0.84,0.88,0.85,11,1,2,14,3,0,0,1,0,5,3,8,9,0,0,9,7,2,1,9,2,1,0.32,0.31,0.25,2,1,0,13.51,12,12.06,1,0.13,0,0,1.01,1.02,0.99,5.49,0.31,0.35,1.19,0.18,3.5,2.47,0.31,0.31,0.3,6,2,6,14,0,0,0,2,0,2,4,6,8,0,0,7,8,3,4,8,0,0,0.31,0,0,0,0,0,13.86,8,7.89,4,0.07,0,0,0.38,0.38,0.37
8.47005E+20,2019,Bertuzzi-Filppula-Perlini,DET,line,5on5,4,1059,37,0.17,0.24,0.23,5.3,0.38,0.39,1.02,0.16,2.93,2.11,0.38,0.37,0.37,5,2,2,9,0,0,0,1,0,0,6,5,7,1,2,9,4,1,6,6,1,0,0.24,0.14,0,0,0,0,8.53,7,6.64,3,0.08,0,0,0.46,0.45,0.45,18.38,1.81,1.47,4.22,0.65,9.42,6.43,1.64,1.91,1.72,18,6,4,28,1,3,1,3,0,6,11,17,23,0,0,13,1,0,7,17,5,2,0.52,0.64,0.66,0,0,1,29.68,24,25.35,2,0.3,0.81,0.81,1.31,1.38,1.35
8.47572E+13,2019,Marincin-Holl,TOR,pairing,5on5,20,6068,113,0.52,0.53,0.53,55.53,4.14,3.53,13.3,1.77,31.41,22.91,4.08,4.23,4.17,60,18,24,102,7,4,0,11,1,32,23,53,71,6,12,53,22,15,20,60,16,2,1.55,2.15,0.45,2,4,1,104.23,78,79.27,14,0.73,0.58,0.58,4.22,4.34,4.3,49.45,3.8,3.4,11.48,1.57,27.69,21.05,3.73,3.82,3.75,55,14,22,91,2,3,0,10,1,22,31,53,67,7,16,46,58,8,19,55,11,3,1.71,1.33,0.76,2,0,0,90.46,69,69.17,15,0.7,0.69,0.69,3.82,3.81,3.76
8.47794E+20,2019,Marner-Matthews-Nylander,TOR,line,5on5,21,2318,194,0.63,0.61,0.66,26.09,1.79,1.65,6.11,0.84,15.62,10.99,1.77,1.75,1.73,16,21,9,46,0,1,0,3,4,11,18,16,37,0,0,17,3,5,7,29,8,0,0.88,0.91,0,0,0,0,44.54,37,35.91,1,0.34,0.12,0.12,2,1.96,1.94,13.77,1.04,0.99,2.85,0.41,7.92,5.8,1.03,1.07,1.06,15,4,10,29,1,0,0,4,0,6,8,14,18,3,6,11,16,11,7,14,5,0,0.52,0.51,0,0,1,0,30.04,19,19.81,6,0.2,0,0,1.24,1.29,1.27
8.47646E+13,2019,Slavin-Hamilton,CAR,pairing,5on5,47,41853,68,0.56,0.58,0.58,420.3,31.07,26.16,101.6,14.13,236.44,178.59,30.19,31.04,30.17,414,174,171,759,29,30,5,94,25,199,211,385,559,36,72,412,211,144,127,467,103,18,13.91,12.2,4.96,9,14,6,762.6,588,589.67,58,5.38,4.62,4.62,31.83,31.89,31.31,309.05,24.18,19.24,72.9,9.81,164.62,129.24,23.73,24.2,23.75,298,122,119,539,20,15,1,67,12,117,189,278,400,34,68,393,235,82,137,320,82,18,8.94,10.34,4.9,5,14,1,533.6,420,416.41,76,3.98,3.43,3.43,24.73,24.76,24.47
8.47577E+20,2019,Watson-Sissons-Olivier,NSH,line,5on5,8,2818,30,0.39,0.42,0.46,17.95,1.26,1.12,4.43,0.59,10.85,7.75,1.18,1.34,1.26,23,3,6,32,2,2,1,2,0,12,8,21,24,6,15,26,46,3,13,23,2,1,0.61,0.29,0.36,0,1,1,33.49,26,27.14,7,0.23,0.44,0.44,1.04,1.1,1.08,22.68,1.98,1.55,5.63,0.74,11.16,8.93,1.93,2.02,1.97,23,7,14,44,1,2,0,9,1,13,4,22,29,2,7,28,22,2,2,23,4,3,0.63,0.42,0.92,1,0,0,45.31,30,30.41,1,0.33,0.61,0.61,1.69,1.72,1.71
8.4741E+20,2019,Malgin-Sceviour-Hawryluk,FLA,line,5on5,2,962,8,0.48,0.63,0.62,11.22,0.51,0.63,2.73,0.33,6.92,4.88,0.51,0.53,0.53,13,3,3,19,0,0,0,4,0,9,3,13,16,0,0,8,8,3,1,15,1,0,0.34,0.17,0,0,0,0,19.32,16,16.1,0,0.13,0,0,0.64,0.66,0.65,7.08,0.54,0.37,1.59,0.22,3.88,3.39,0.54,0.54,0.54,8,2,1,11,1,0,0,1,0,2,6,7,9,0,0,11,10,3,1,8,2,0,0.27,0.28,0,0,1,0,10.65,10,9.63,0,0.08,0,0,0.62,0.61,0.61
8.47014E+20,2019,Erne-Nielsen-Perlini,DET,line,5on5,9,2013,62,0.32,0.35,0.38,11.62,0.78,0.7,2.87,0.35,6.51,4.79,0.78,0.78,0.77,12,4,2,18,1,0,0,4,1,5,5,11,15,2,4,22,13,1,10,13,3,0,0.44,0.34,0,1,0,0,17.92,16,15.89,7,0.14,0,0,0.92,0.92,0.91,18.19,1.65,1.09,4.76,0.61,9.89,8,1.65,1.74,1.74,18,8,8,34,1,1,1,5,0,8,11,17,25,2,4,16,13,2,4,20,5,1,0.49,0.61,0.56,0,0,1,34.64,26,26.51,2,0.23,0.56,0.56,1.32,1.35,1.34
8.47584E+13,2019,Ferraro-Heed,S.J,pairing,5on5,25,8679,101,0.55,0.56,0.56,73.29,5.95,4.99,17.12,2.41,43.15,32.38,5.85,5.93,5.83,78,28,29,135,5,6,0,18,2,41,34,73,101,8,16,45,61,25,25,84,16,6,2.4,2,1.54,2,3,0,135.16,106,106.17,15,1.02,1.4,1.43,5.54,5.52,5.45,61.12,4.82,3.98,13.97,1.85,34.57,25.81,4.62,4.87,4.67,62,23,23,108,7,3,1,9,0,30,36,55,78,7,14,47,71,21,21,67,15,3,1.78,1.99,1.05,5,1,1,108.91,85,85.77,13,0.82,0.77,0.77,4.87,4.92,4.9
8.47693E+20,2019,Aston-Reese-Blueger-Lafferty,PIT,line,5on5,14,3266,82,0.52,0.54,0.54,29.11,1.85,1.89,7.57,0.93,17.89,11.88,1.81,1.86,1.82,32,10,13,55,1,3,0,9,0,18,11,31,41,2,4,32,43,11,8,34,7,1,0.85,0.75,0.24,1,0,0,56.21,42,42.81,5,0.39,0.29,0.29,1.95,1.96,1.93,25.74,1.7,1.55,6.78,0.83,14.4,10.72,1.66,1.76,1.72,27,9,11,47,1,1,0,6,0,15,13,26,35,1,2,30,50,6,11,30,5,1,0.78,0.52,0.41,1,0,0,46.19,36,36.06,5,0.32,0.41,0.41,1.61,1.64,1.59
8.4736E+20,2019,Debrincat-Toews-Caggiula,CHI,line,5on5,7,1845,71,0.5,0.47,0.43,16.63,1.68,1.18,4.09,0.56,8.07,6.42,1.61,1.64,1.57,16,6,10,32,1,2,0,5,1,5,8,15,21,0,0,12,24,5,9,14,6,2,0.35,0.78,0.55,1,0,0,31.95,22,22.08,8,0.24,0.24,0.24,1.69,1.65,1.63,20.66,1.68,1.19,4.86,0.68,11.57,9.02,1.61,1.7,1.63,28,1,7,36,2,3,2,4,0,10,10,26,27,1,2,15,11,5,3,25,2,2,0.67,0.27,0.74,0,1,1,36.3,29,29.11,3,0.24,0.89,0.89,1.03,1.05,1.04
8.47399E+20,2019,Killorn-Cirelli-Gourde,T.B,line,5on5,14,2058,184,0.57,0.52,0.51,19.72,1.86,1.42,5.06,0.76,10.67,7.23,1.85,1.82,1.8,15,12,9,36,2,2,0,3,1,8,11,13,25,3,6,18,8,4,3,19,7,1,0.62,0.92,0.32,1,1,0,35.89,27,27.05,1,0.3,0.35,0.35,1.8,1.77,1.76,18.5,1.38,1.18,4.33,0.59,10.71,7.81,1.32,1.41,1.35,19,7,7,33,2,0,0,5,2,4,13,17,24,3,6,17,12,4,4,21,4,1,0.78,0.37,0.23,2,0,0,32.33,26,25.62,2,0.25,0,0,1.63,1.66,1.59
8.47639E+20,2019,Huberdeau-Barkov-Trocheck,FLA,line,5on5,3,1080,17,0.43,0.5,0.47,10.94,0.62,0.7,3.08,0.43,6.51,4.65,0.62,0.56,0.56,11,5,5,21,1,0,0,5,1,4,5,10,15,0,0,8,6,1,5,15,1,0,0.51,0.11,0,1,0,0,18.61,16,14.42,3,0.14,0,0.06,0.7,0.64,0.63,13.1,0.82,0.69,2.76,0.47,6.97,6.3,0.8,0.88,0.86,13,5,3,21,0,1,0,2,0,8,7,13,18,1,2,14,6,2,5,14,4,0,0.33,0.49,0,0,0,0,22.9,18,19.57,2,0.14,0.08,0.08,0.87,0.94,0.93
8.47844E+20,2019,Debrincat-Strome-Dach,CHI,line,5on5,18,8287,91,0.47,0.51,0.49,68.7,4.9,4.29,16.59,2.14,37.45,29.63,4.76,4.94,4.8,74,21,38,133,6,4,0,20,2,32,31,68,89,9,21,60,32,17,34,75,16,4,2.12,1.78,0.99,4,1,1,132.87,95,94.66,22,0.88,0.89,0.89,4.89,4.94,4.9,68.65,5.46,4.63,15.53,2.2,40.12,30.07,5.28,5.46,5.29,71,27,32,130,5,5,0,17,1,34,36,66,93,11,25,61,71,26,24,77,18,3,2.27,2.21,0.98,1,4,0,129.55,98,98.66,16,0.95,1.04,1.04,5.37,5.38,5.24
