lineId,season,name,team,position,situation,games_played,icetime,iceTimeRank,xGoalsPercentage,corsiPercentage,fenwickPercentage,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
8.47938E+20,2020,L'Esperance-Gardner-Caamano,DAL,line,5on5,3,1092,12,0.57,0.48,0.5,9.04,0.91,0.5,1.97,0.3,4.66,3.66,0.88,0.94,0.9,6,6,3,15,0,1,0,0,1,3,7,6,12,1,2,6,14,0,2,9,2,1,0.18,0.28,0.45,0,0,0,15.35,12,12.31,0,0.11,0.45,0.45,0.56,0.57,0.56,8.6,0.68,0.48,2.37,0.34,4.47,3.66,0.68,0.71,0.71,7,5,4,16,1,0,0,2,0,3,6,6,11,0,0,9,3,1,2,10,1,1,0.36,0.1,0.22,0,0,1,16.81,12,12.54,1,0.1,0,0,0.78,0.81,0.81
8.47415E+20,2020,Mangiapane-Backlund-Nordstrom,CGY,line,5on5,11,2370,104,0.67,0.61,0.62,27.44,2.3,1.96,6.37,0.88,17.6,11.9,2.2,2.33,2.23,27,14,6,47,3,2,1,7,3,10,16,24,38,2,7,26,18,3,18,34,6,1,0.94,0.89,0.47,1,1,1,48.18,41,41.75,10,0.4,0.49,0.47,2.23,2.25,2.21,17.17,1.12,1.04,4.53,0.56,10.34,7.41,1.09,1.13,1.1,18,7,5,30,1,1,0,8,2,9,4,17,24,1,5,30,15,4,6,22,1,2,0.54,0.1,0.48,0,1,0,29.41,25,24.54,4,0.21,0.26,0.26,1.08,1.08,1.06
8.47729E+20,2020,Raffl-Patrick-Aube-Kubel,PHI,line,5on5,8,1280,82,0.71,0.61,0.63,10.76,0.76,0.67,2.59,0.34,6.27,4.37,0.75,0.73,0.72,13,2,5,20,1,1,0,4,0,2,7,12,14,1,2,10,11,2,4,11,4,0,0.3,0.46,0,1,0,0,19.59,15,14.73,4,0.13,0.12,0.12,0.77,0.74,0.74,6.84,0.31,0.4,1.59,0.2,3.48,3.02,0.31,0.31,0.31,9,0,4,13,0,0,0,1,1,3,4,9,9,1,2,8,14,0,1,7,2,0,0.13,0.18,0,0,0,0,13.38,9,9.2,0,0.08,0,0,0.39,0.39,0.39
8.47458E+13,2020,Del Zotto-Kukan,CBJ,pairing,5on5,25,14403,88,0.53,0.48,0.51,109.51,8.82,7.36,25.16,3.54,62.42,45.7,8.41,8.81,8.39,125,28,43,196,12,7,3,38,5,41,50,113,141,7,14,93,118,16,33,121,24,8,3.34,2.82,2.65,7,3,2,196.52,153,153.66,21,1.52,1.62,1.62,8.72,8.7,8.61,106.37,7.95,6.62,26.45,3.61,59.06,44.29,7.77,8.05,7.86,109,39,64,212,7,7,1,28,4,47,55,102,141,15,32,97,86,15,29,120,22,6,3.31,2.7,1.94,3,2,2,211.17,148,147.25,13,1.36,1.46,1.46,7.85,7.9,7.85
8.47189E+20,2020,Huberdeau-Wennberg-Hornqvist,FLA,line,5on5,40,18933,133,0.49,0.54,0.56,160.84,11.61,9.88,37.69,5.19,91.43,70.2,11.22,11.73,11.34,179,47,47,273,15,3,0,36,7,70,95,164,211,20,43,168,127,46,56,180,40,6,4.99,4.92,1.7,5,9,1,274.99,226,228.19,31,2.03,0.81,0.81,12.82,12.96,12.64,128.5,12.14,8.58,30.23,4.28,70.02,52.75,11.55,12.11,11.51,134,44,58,236,20,14,4,27,7,52,58,114,158,23,49,170,131,34,49,123,46,9,3.58,6.05,2.52,5,12,3,234.92,178,177.55,27,1.79,2.92,2.92,11.02,10.96,10.84
8.47238E+13,2020,Greene-Dobson,NYI,pairing,5on5,45,26554,131,0.5,0.5,0.51,211.1,15.68,14.64,52.48,7.23,121.91,85.06,15.3,15.67,15.28,213,84,101,398,17,16,4,52,10,80,122,196,280,13,26,203,212,35,60,242,39,16,6.62,4.65,4.42,9,3,5,405.5,297,300.38,36,2.99,2.96,2.96,15.73,15.72,15.52,207.72,16,13.56,49,6.65,114.57,87.22,15.5,16.05,15.53,219,68,106,393,11,11,2,64,6,84,111,208,276,19,40,201,220,34,60,224,52,11,6.04,6.43,3.53,6,3,2,389.13,287,285.62,28,2.79,3.1,3.1,15.7,15.67,15.52
8.47404E+20,2020,Van Riemsdyk-Laughton-Voracek,PHI,line,5on5,6,806,81,0.3,0.43,0.45,6.26,0.37,0.4,1.41,0.2,3.81,2.82,0.37,0.35,0.35,6,3,3,12,0,0,0,3,0,0,6,6,9,1,2,5,7,2,2,9,0,0,0.37,0,0,0,0,0,11.6,9,8.7,1,0.08,0,0,0.45,0.43,0.43,8.59,0.87,0.56,2.04,0.25,4.07,3.22,0.86,0.92,0.91,8,3,5,16,0,1,0,2,0,3,5,8,11,1,2,6,3,1,2,7,3,1,0.1,0.45,0.32,0,0,0,17.37,11,11.77,1,0.12,0.32,0.32,0.67,0.71,0.7
8.47929E+20,2020,Barron-Rooney-Gauthier,NYR,line,5on5,2,1022,4,0.32,0.45,0.38,4.13,0.33,0.26,0.97,0.14,2.5,1.81,0.33,0.31,0.31,5,1,4,10,0,0,0,2,1,1,2,5,6,1,2,6,15,2,1,4,2,0,0.14,0.19,0,0,0,0,9.29,6,5.64,1,0.05,0,0,0.38,0.36,0.36,7.39,0.7,0.5,1.71,0.22,3.95,2.92,0.7,0.75,0.75,6,4,2,12,3,0,0,0,0,0,7,3,7,0,0,7,11,1,4,6,3,1,0.12,0.33,0.24,1,1,1,13.02,10,10.61,0,0.1,0,0,0.81,0.86,0.86
8.47464E+20,2020,Heinen-Henrique-Terry,ANA,line,5on5,6,709,95,0.6,0.6,0.54,5.23,0.54,0.34,1.24,0.15,2.76,1.96,0.54,0.59,0.58,5,2,5,12,0,0,0,0,0,2,5,5,7,1,5,3,6,0,1,5,1,1,0.18,0.11,0.26,0,0,0,12.6,7,7.44,0,0.07,0,0,0.62,0.66,0.65,4.42,0.36,0.26,1.08,0.13,2.15,2.01,0.36,0.38,0.38,5,1,2,8,1,0,0,2,0,0,3,4,5,1,5,5,5,3,1,5,0,1,0.15,0,0.22,0,0,1,8.07,6,6.05,1,0.06,0,0,0.42,0.43,0.43
8.47571E+20,2020,Granlund-Pitlick-Jarnkrok,NSH,line,5on5,3,1542,7,0.64,0.56,0.6,15.23,0.89,0.86,3.62,0.48,8.59,6.56,0.86,0.91,0.89,16,5,2,23,1,1,0,3,0,6,10,15,20,2,4,14,11,1,6,19,1,1,0.53,0.1,0.26,0,1,0,23.64,21,22.02,1,0.18,0.26,0.26,0.81,0.85,0.84,9.66,0.49,0.55,2.34,0.31,5.74,4.57,0.49,0.49,0.49,9,5,4,18,0,0,0,2,1,6,5,9,14,3,8,13,7,0,5,12,2,0,0.25,0.24,0,0,0,0,18.04,14,13.92,3,0.11,0,0,0.6,0.6,0.6
8.47456E+13,2020,Anderson-Doughty,L.A,pairing,5on5,54,48800,81,0.47,0.5,0.49,358.09,26.4,23.4,85.68,11.51,201.29,149.71,25.76,26.57,25.93,365,133,171,669,25,24,5,90,15,163,181,340,473,40,85,385,281,59,100,404,73,21,11.81,8.99,5.6,7,11,7,661.17,498,495.21,78,4.81,5.29,5.02,26.19,26.26,25.94,363.93,29.46,24.08,86.01,11.57,205.82,153.06,28.36,29.94,28.8,355,155,150,660,27,33,5,82,13,143,212,328,483,42,92,401,346,63,61,393,87,30,11.15,10.51,7.79,11,9,7,675.68,510,520.54,42,4.97,5.84,5.78,28.64,29.1,28.58
8.47354E+20,2020,Crouse-Brassard-Hayden,ARI,line,5on5,4,938,23,0.34,0.33,0.35,4.79,0.28,0.32,1.02,0.13,3.05,2.19,0.28,0.28,0.28,4,3,1,8,1,0,0,0,0,2,4,3,6,1,2,5,16,2,3,7,0,0,0.28,0,0,1,0,0,8.03,7,7.03,2,0.06,0,0,0.34,0.35,0.35,9.07,0.55,0.5,2.16,0.3,5.01,4.47,0.55,0.55,0.55,9,4,3,16,0,0,0,3,0,4,6,9,13,0,0,8,8,3,3,11,2,0,0.27,0.28,0,0,0,0,16.16,13,13.16,1,0.1,0,0,0.65,0.65,0.65
8.47401E+13,2020,Cole-Dumba,MIN,pairing,5on5,24,954,156,0.5,0.39,0.43,9.86,1.28,0.71,2.38,0.3,4.92,3.41,1.14,1.29,1.15,11,2,1,14,1,3,0,1,0,2,6,10,12,1,2,2,4,1,8,7,4,2,0.29,0.43,0.56,0,1,0,14.46,13,13.61,2,0.15,0.69,0.69,0.74,0.76,0.75,12.71,1.31,0.87,2.88,0.36,6.7,4.89,1.3,1.28,1.27,14,3,5,22,0,0,0,6,0,6,5,14,17,1,2,0,4,6,4,11,4,2,0.32,0.51,0.47,0,0,0,21.7,17,16.78,3,0.18,0,0,1.49,1.46,1.45
8.47414E+20,2020,Janmark-Dach-Kane,CHI,line,5on5,4,688,30,0.54,0.57,0.5,4.24,0.2,0.22,1.04,0.13,2.48,1.92,0.2,0.19,0.19,6,0,2,8,0,0,0,2,1,1,2,6,6,0,0,3,6,1,3,5,1,0,0.11,0.09,0,0,0,0,7.28,6,5.46,2,0.04,0,0,0.25,0.23,0.23,3.7,0.17,0.27,0.92,0.15,2.61,1.87,0.17,0.19,0.19,5,1,0,6,1,0,0,0,0,3,2,4,5,0,0,9,4,0,3,6,0,0,0.17,0,0,1,0,0,6.75,6,6.71,3,0.06,0,0,0.23,0.25,0.25
8.47637E+20,2020,Blidh-Kuraly-Bjork,BOS,line,5on5,2,732,10,0.14,0.43,0.5,5.58,0.14,0.28,1.37,0.17,3.31,2.74,0.14,0.15,0.15,6,2,2,10,0,0,0,1,0,4,3,6,8,0,0,5,10,1,1,8,0,0,0.14,0,0,0,0,0,10.43,8,8.32,1,0.06,0,0,0.2,0.2,0.2,5.78,0.87,0.48,1.46,0.2,2.92,2.07,0.82,0.81,0.76,5,3,5,13,0,1,0,1,0,2,4,5,8,1,2,5,11,1,2,3,4,1,0.08,0.49,0.3,0,0,0,12.39,8,7.56,1,0.1,0.3,0.3,0.67,0.62,0.61
8.47732E+20,2020,Blidh-Frederic-Kuhlman,BOS,line,5on5,2,934,6,0.24,0.48,0.47,5.56,0.19,0.31,1.29,0.17,3.51,2.53,0.19,0.17,0.17,5,3,3,11,0,0,0,0,1,6,1,5,8,1,2,8,15,2,0,8,0,0,0.19,0,0,0,0,0,9.98,8,7.27,0,0.06,0,0,0.26,0.23,0.23,6.6,0.6,0.48,1.26,0.18,3.8,2.67,0.58,0.66,0.65,4,5,3,12,2,0,0,0,1,2,4,2,7,0,0,8,6,2,0,6,3,0,0.24,0.36,0,0,2,0,13.45,9,10.05,0,0.1,0,0,0.7,0.77,0.75
8.47177E+13,2020,Oesterle-Hjalmarsson,ARI,pairing,5on5,25,13691,89,0.47,0.44,0.45,89.12,7.26,6.4,21.1,3.14,50.55,37.54,7.09,7.27,7.09,89,37,38,164,4,9,1,18,4,39,52,85,122,13,26,78,102,20,29,99,22,5,3.37,2.75,1.15,3,1,0,165.05,126,126.56,14,1.31,1.36,1.37,7.2,7.27,7.15,109.12,8.13,7.43,25.32,3.41,63.49,46.23,7.94,8.3,8.12,94,60,55,209,14,8,2,28,7,44,53,80,140,11,22,101,98,14,30,121,28,5,3.41,3.45,1.27,8,4,2,213.7,154,158.38,12,1.52,1.5,1.5,8.15,8.36,8.23
8.47998E+13,2020,Makar-Timmins,COL,pairing,5on5,16,946,174,0.71,0.63,0.65,11.28,1.04,0.77,2.64,0.35,5.98,4.21,1,1.07,1.03,9,6,4,19,0,1,0,3,0,3,8,9,15,1,2,2,3,1,3,10,4,1,0.33,0.42,0.3,0,0,0,19.56,15,15.74,2,0.16,0.3,0.3,0.91,0.94,0.93,5.81,0.42,0.42,1.28,0.19,3.35,2.34,0.42,0.4,0.4,4,4,3,11,0,0,0,2,0,1,5,4,8,3,6,1,9,2,3,6,2,0,0.24,0.18,0,0,0,0,10.54,8,7.69,2,0.08,0,0,0.5,0.48,0.48
8.47518E+20,2020,Kreider-Strome-Kakko,NYR,line,5on5,13,2579,161,0.59,0.53,0.5,15.36,1.2,0.89,3.88,0.5,8.65,6.88,1.14,1.26,1.2,20,2,11,33,1,0,0,5,1,9,6,19,21,3,6,25,33,7,8,18,2,2,0.47,0.17,0.55,0,0,1,33.11,22,22.23,5,0.18,0,0.24,1.13,1.18,1.17,15.35,0.85,1.04,3.5,0.44,9.73,6.44,0.84,0.81,0.81,15,7,7,29,1,0,0,2,1,8,10,14,21,3,6,28,19,2,11,19,3,0,0.52,0.33,0,1,0,0,28.13,22,21.06,3,0.21,0,0,1.06,1.01,1.01
8.47799E+20,2020,Leonard-Kellman-Donato,S.J,line,5on5,4,729,29,0.49,0.68,0.65,8.17,0.57,0.51,1.89,0.28,4.42,3.32,0.57,0.6,0.6,7,4,2,13,1,0,0,0,1,1,8,6,10,2,4,8,8,4,0,8,3,0,0.2,0.38,0,1,0,0,13.48,11,11.4,0,0.1,0,0.01,0.66,0.7,0.7,4.55,0.6,0.36,1.14,0.14,2.15,1.61,0.59,0.55,0.55,5,1,0,6,0,1,0,2,0,0,3,5,6,0,0,9,4,1,0,4,1,1,0.08,0.16,0.35,0,0,0,5.6,6,5.61,0,0.08,0.35,0.35,0.32,0.31,0.31
8.47421E+13,2020,Hague-Holden,VGK,pairing,5on5,12,2332,90,0.57,0.49,0.5,20.1,1.78,1.39,4.62,0.61,11.61,8,1.74,1.84,1.8,22,6,7,35,2,1,0,7,0,8,10,20,26,4,8,15,23,2,1,19,8,1,0.48,0.97,0.33,1,1,0,37.11,28,29.17,0,0.29,0.37,0,2.07,2.14,2.09,20.2,1.35,1.24,4.96,0.63,11.41,8.41,1.32,1.33,1.3,20,8,8,36,3,2,1,2,0,9,12,17,25,1,2,24,29,5,6,23,4,1,0.62,0.51,0.22,1,2,0,34.49,28,27.19,5,0.25,0.4,0.4,1.2,1.15,1.14
8.47532E+13,2020,Siegenthaler-Jensen,WSH,pairing,5on5,1,741,3,0.49,0.41,0.41,4.72,0.49,0.35,1.12,0.17,2.86,2,0.49,0.49,0.49,5,2,4,11,0,1,0,3,0,1,2,5,7,0,0,6,10,0,4,4,3,0,0.19,0.3,0,0,0,0,11.52,7,7.26,0,0.07,0.11,0.11,0.46,0.46,0.45,7.21,0.51,0.47,1.67,0.23,4.16,2.97,0.5,0.51,0.51,7,3,6,16,1,0,0,1,0,2,6,6,9,0,0,4,4,2,6,7,3,0,0.18,0.32,0,0,1,0,15.55,10,9.89,5,0.1,0,0,0.6,0.61,0.61
8.47422E+13,2020,Ekman-Larsson-Demers,ARI,pairing,5on5,21,9307,81,0.39,0.47,0.42,61.65,4.72,4.02,14.96,2,35.14,26.16,4.58,4.69,4.55,63,24,40,127,5,5,1,19,2,23,33,58,82,7,14,82,71,14,17,69,16,2,2.05,1.98,0.69,2,2,1,125.93,87,85.28,7,0.83,0.97,0.97,4.58,4.53,4.46,87.47,7.36,6.07,21.1,2.96,48.53,35.97,6.85,7.54,6.99,88,34,24,146,7,13,4,21,2,35,44,81,115,11,22,73,50,13,17,93,23,6,2.55,3.19,1.62,1,4,2,147.31,122,123.91,8,1.27,2.41,2.41,6.22,6.26,6.09
8.47646E+20,2020,Landeskog-Rantanen-Nichushkin,COL,line,5on5,2,1073,6,0.66,0.73,0.74,9.69,0.44,0.61,2.34,0.36,5.88,4.37,0.44,0.42,0.41,10,4,10,24,1,0,0,0,0,8,5,9,13,1,2,10,3,2,1,13,1,0,0.36,0.09,0,1,0,0,22.79,14,13.36,1,0.12,0,0,0.56,0.53,0.53,3.38,0.23,0.24,0.71,0.11,2.14,1.57,0.23,0.24,0.24,4,1,4,9,2,0,0,0,1,1,1,2,3,0,0,10,5,0,0,4,1,0,0.09,0.14,0,1,1,0,9.53,5,5.33,0,0.05,0,0,0.28,0.3,0.3
